query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe	bframe
ENSG00000170950	ENSG00000102144	0	405	87.16	353	52	1	3	1/3
ENSG00000075886	ENSG00000152086	0	330	97.576	322	8	-3	-2	-3/-2
ENSG00000075886	ENSG00000198033	0	439	99.089	435	4	3	1	3/1
ENSG00000167977	ENSG00000180901	3.13e-106	162	83.951	136	26	3	1	3/1
ENSG00000152484	ENSG00000109189	0	358	88.827	318	40	3	2	3/2
ENSG00000213413	ENSG00000121716	6.94e-150	248	95.161	236	12	1	3	1/3
ENSG00000175279	ENSG00000251503	1.8e-94	176	100	176	0	1	3	1/3
ENSG00000170027	ENSG00000128245	4.93e-135	235	87.66	206	29	2	1	2/1
ENSG00000166947	ENSG00000166946	0	361	100	361	0	1	-3	1/-3
ENSG00000164438	ENSG00000107807	1.62e-81	143	80.42	115	28	2	3	2/3
ENSG00000128655	ENSG00000284741	0	578	100	578	0	-2	-3	-2/-3
ENSG00000152253	ENSG00000221947	6.3e-91	110	89.091	98	12	2	1	2/1
ENSG00000145736	ENSG00000183474	0	571	98.949	565	6	-2	-1	-2/-1
ENSG00000171942	ENSG00000172519	0	316	87.658	277	39	-2	-1	-2/-1
ENSG00000165389	ENSG00000165633	1.92e-47	100	80	80	20	-3	3	-3/3
ENSG00000166147	ENSG00000138829	0	319	80.564	257	62	1	2	1/2
ENSG00000171291	ENSG00000171295	0	353	82.153	290	63	-1	-2	-1/-2
ENSG00000171234	ENSG00000109181	0	558	87.455	488	70	2	1	2/1
ENSG00000171234	ENSG00000213759	0	563	85.08	479	84	2	1	2/1
ENSG00000168961	ENSG00000171916	0	322	94.72	305	17	2	1	2/1
ENSG00000145780	ENSG00000141965	0	115	83.478	96	19	2	1	2/1
ENSG00000152439	ENSG00000105136	0	410	89.756	368	42	-2	-1	-2/-1
ENSG00000167004	ENSG00000128886	3.86e-124	210	100	210	0	3	-1	3/-1
ENSG00000146707	ENSG00000272391	1.11e-67	134	93.284	125	9	2	3	2/3
ENSG00000179142	ENSG00000160882	0	416	92.788	386	30	-1	-2	-1/-2
ENSG00000005022	ENSG00000169100	0	304	90.461	275	29	3	2	3/2
ENSG00000005022	ENSG00000151729	1.67e-176	299	88.963	266	33	3	1	3/1
ENSG00000173041	ENSG00000198039	0	207	82.126	170	37	-1	-2	-1/-2
ENSG00000164729	ENSG00000259224	0	553	93.49	517	36	3	2	3/2
ENSG00000164729	ENSG00000177710	0	380	93.684	356	24	-1	-2	-1/-2
ENSG00000170484	ENSG00000139648	0	361	86.981	314	47	1	2	1/2
ENSG00000170484	ENSG00000186049	0	361	86.427	312	49	1	3	1/3
ENSG00000180340	ENSG00000155760	0	387	80.362	311	76	3	2	3/2
ENSG00000180340	ENSG00000157240	0	309	85.113	263	46	3	2	3/2
ENSG00000145107	ENSG00000273331	3.63e-163	218	100	218	0	-1	-3	-1/-3
ENSG00000163064	ENSG00000164778	1.34e-65	125	84.8	106	19	2	1	2/1
ENSG00000166501	ENSG00000154229	0	294	87.075	256	38	2	3	2/3
ENSG00000177879	ENSG00000157823	9.06e-109	192	84.375	162	30	3	1	3/1
ENSG00000146411	ENSG00000028839	0	463	100	463	0	-2	1	-2/1
ENSG00000180871	ENSG00000163464	6.52e-146	305	82.623	252	53	-3	-2	-3/-2
ENSG00000180481	ENSG00000106460	4.47e-72	109	81.651	89	20	-2	-1	-2/-1
ENSG00000174233	ENSG00000173175	0	359	82.73	297	62	3	2	3/2
ENSG00000158164	ENSG00000158427	3.66e-99	109	86.239	94	15	1	3	1/3
ENSG00000158164	ENSG00000158427	1.19e-97	109	86.239	94	15	-3	-2	-3/-2
ENSG00000239605	ENSG00000273269	7.2e-127	185	100	185	0	-2	-3	-2/-3
ENSG00000239605	ENSG00000273269	1.59e-124	185	100	185	0	1	2	1/2
ENSG00000172468	ENSG00000169953	8.72e-135	205	98.537	202	3	-1	-2	-1/-2
ENSG00000181541	ENSG00000180660	0	386	92.746	358	28	2	1	2/1
ENSG00000150977	ENSG00000182070	0	166	80.12	133	33	-3	2	-3/2
ENSG00000150977	ENSG00000172828	3.39e-154	163	80.982	132	31	3	2	3/2
ENSG00000167657	ENSG00000196730	2.99e-144	212	84.434	179	33	1	3	1/3
ENSG00000103335	ENSG00000154864	0	173	83.815	145	28	2	1	2/1
ENSG00000158714	ENSG00000188004	0	327	99.388	325	2	-1	2	-1/2
ENSG00000048828	ENSG00000184083	0	220	80	176	44	3	1	3/1
ENSG00000163623	ENSG00000148826	6.92e-86	113	83.186	94	19	1	3	1/3
ENSG00000089012	ENSG00000101307	0	338	80.769	273	65	-3	-2	-3/-2
ENSG00000177889	ENSG00000173598	0	395	100	395	0	2	-3	2/-3
ENSG00000204983	ENSG00000275896	1.45e-129	264	87.5	231	33	-1	-2	-1/-2
ENSG00000204983	ENSG00000010438	2.16e-126	266	84.586	225	41	-1	-2	-1/-2
ENSG00000154025	ENSG00000154016	0	494	99.595	492	2	3	-1	3/-1
ENSG00000087995	ENSG00000165055	0	452	96.239	435	17	3	1	3/1
ENSG00000162924	ENSG00000196911	0	395	93.418	369	26	1	2	1/2
ENSG00000173281	ENSG00000231925	4.53e-84	101	81.188	82	19	2	-1	2/-1
ENSG00000243130	ENSG00000242221	0	440	89.318	393	47	3	1	3/1
ENSG00000184716	ENSG00000140264	0	296	96.622	286	10	2	-2	2/-2
ENSG00000103942	ENSG00000152413	6.3e-101	132	81.818	108	24	2	1	2/1
ENSG00000256713	ENSG00000229183	0	506	99.407	503	3	-1	-2	-1/-2
ENSG00000256713	ENSG00000229859	0	506	99.012	501	5	-1	-2	-1/-2
ENSG00000157326	ENSG00000187630	0	235	91.064	214	21	3	1	3/1
ENSG00000160339	ENSG00000085265	1.03e-162	219	84.018	184	35	2	3	2/3
ENSG00000157240	ENSG00000155760	0	133	85.714	114	19	-1	-2	-1/-2
ENSG00000157240	ENSG00000180340	0	309	85.113	263	46	2	3	2/3
ENSG00000149289	ENSG00000102053	0	258	83.333	215	43	1	2	1/2
ENSG00000149289	ENSG00000163874	1.17e-138	209	82.775	173	36	1	3	1/3
ENSG00000174437	ENSG00000196296	0	508	86.811	441	67	3	2	3/2
ENSG00000013016	ENSG00000110047	0	532	87.03	463	69	1	3	1/3
ENSG00000243232	ENSG00000204967	0	658	100	658	0	1	3	1/3
ENSG00000243232	ENSG00000081842	0	658	100	658	0	1	3	1/3
ENSG00000062582	ENSG00000270617	4.1e-140	203	99.507	202	1	3	1	3/1
ENSG00000177363	ENSG00000198625	1.45e-82	100	83	83	17	-1	2	-1/2
ENSG00000177363	ENSG00000198625	1.45e-82	100	83	83	17	-1	1	-1/1
ENSG00000163114	ENSG00000131828	0	376	86.436	325	51	1	2	1/2
ENSG00000112232	ENSG00000131773	6.88e-110	136	82.353	112	24	1	3	1/3
ENSG00000159556	ENSG00000016082	2.71e-174	188	81.383	153	35	2	3	2/3
ENSG00000146049	ENSG00000146038	6.54e-124	199	99.497	198	1	-3	2	-3/2
ENSG00000170523	ENSG00000170442	0	410	98.293	403	7	1	2	1/2
ENSG00000168374	ENSG00000143761	4.98e-98	180	81.111	146	34	2	1	2/1
ENSG00000171735	ENSG00000108509	0	163	85.276	139	24	1	2	1/2
ENSG00000270316	ENSG00000214435	0	753	99.602	750	3	2	3	2/3
ENSG00000270316	ENSG00000166275	3.34e-93	115	99.13	114	1	1	2	1/2
ENSG00000171489	ENSG00000171478	6.43e-119	170	100	170	0	3	1	3/1
ENSG00000171489	ENSG00000171478	6.97e-112	170	100	170	0	1	2	1/2
ENSG00000166529	ENSG00000166526	0	296	99.662	295	1	-3	2	-3/2
ENSG00000065665	ENSG00000058262	0	477	93.501	446	31	3	2	3/2
ENSG00000163286	ENSG00000163283	0	488	97.746	477	11	2	3	2/3
ENSG00000163286	ENSG00000163295	0	516	85.659	442	74	-1	-3	-1/-3
ENSG00000163126	ENSG00000213337	0	496	100	496	0	1	3	1/3
ENSG00000101210	ENSG00000156508	0	226	82.301	186	40	-2	-3	-2/-3
ENSG00000178363	ENSG00000160014	5.35e-84	158	81.646	129	29	1	2	1/2
ENSG00000177462	ENSG00000177212	0	312	93.59	292	20	1	2	1/2
ENSG00000189306	ENSG00000183569	3.19e-78	128	95.312	122	6	-2	3	-2/3
ENSG00000172969	ENSG00000205097	0	355	94.366	335	20	-2	-3	-2/-3
ENSG00000174628	ENSG00000167191	0	592	100	592	0	-2	3	-2/3
ENSG00000161202	ENSG00000004975	0	131	91.603	120	11	3	2	3/2
ENSG00000161202	ENSG00000107404	0	132	82.576	109	23	3	1	3/1
ENSG00000163322	ENSG00000163319	0	394	99.746	393	1	2	-2	2/-2
ENSG00000060971	ENSG00000008226	2.85e-88	143	97.902	140	3	2	-1	2/-1
ENSG00000147223	ENSG00000165376	4.3e-65	121	95.041	115	6	2	-2	2/-2
ENSG00000164032	ENSG00000105968	1.85e-65	130	80.769	105	25	-1	-2	-1/-2
ENSG00000164934	ENSG00000164933	2.13e-49	108	99.074	107	1	1	-2	1/-2
ENSG00000171150	ENSG00000180008	2.22e-124	168	84.524	142	26	2	3	2/3
ENSG00000176809	ENSG00000238083	0	1190	97.563	1161	29	2	1	2/1
ENSG00000243444	ENSG00000157654	9.04e-104	183	99.454	182	1	3	1	3/1
ENSG00000171989	ENSG00000166800	0	341	82.698	282	59	2	1	2/1
ENSG00000171989	ENSG00000166800	0	341	82.698	282	59	2	3	2/3
ENSG00000132334	ENSG00000132670	0	122	83.607	102	20	2	1	2/1
ENSG00000140525	ENSG00000140521	3.89e-81	153	94.118	144	9	-1	3	-1/3
ENSG00000179172	ENSG00000275774	1.19e-160	261	96.169	251	10	-1	-3	-1/-3
ENSG00000179172	ENSG00000277058	6.17e-157	261	95.019	248	13	-1	-3	-1/-3
ENSG00000101335	ENSG00000118680	3.19e-101	154	93.506	144	10	3	1	3/1
ENSG00000175077	ENSG00000198471	7.42e-100	169	89.349	151	18	-2	-1	-2/-1
ENSG00000186049	ENSG00000139648	0	365	89.315	326	39	3	2	3/2
ENSG00000186049	ENSG00000170484	0	364	86.538	315	49	3	1	3/1
ENSG00000166800	ENSG00000171989	0	332	82.229	273	59	3	2	3/2
ENSG00000169564	ENSG00000197111	0	176	92.614	163	13	3	2	3/2
ENSG00000179615	ENSG00000179626	1.18e-141	139	82.014	114	25	1	2	1/2
ENSG00000173166	ENSG00000138443	0	1164	100	1164	0	-1	2	-1/2
ENSG00000134184	ENSG00000213366	0	183	92.896	170	13	1	3	1/3
ENSG00000166363	ENSG00000170790	0	342	92.105	315	27	-2	-3	-2/-3
ENSG00000115073	ENSG00000138107	4.86e-160	187	85.027	159	28	-3	-1	-3/-1
ENSG00000174279	ENSG00000106038	2.01e-80	107	88.785	95	12	3	2	3/2
ENSG00000164256	ENSG00000126856	0	225	93.778	211	14	3	2	3/2
ENSG00000160469	ENSG00000174672	0	264	93.561	247	17	2	1	2/1
ENSG00000160469	ENSG00000174672	0	264	93.561	247	17	2	1	2/1
ENSG00000146574	ENSG00000169402	4.07e-88	134	100	134	0	-3	1	-3/1
ENSG00000169925	ENSG00000204256	0	115	86.087	99	16	1	3	1/3
ENSG00000128886	ENSG00000167004	2.38e-124	210	100	210	0	-1	3	-1/3
ENSG00000128886	ENSG00000140264	5.73e-87	147	93.197	137	10	-1	1	-1/1
ENSG00000239961	ENSG00000204577	1e-168	142	81.69	116	26	3	2	3/2
ENSG00000239961	ENSG00000204577	2.11e-166	142	81.69	116	26	3	2	3/2
ENSG00000169592	ENSG00000149929	2.74e-144	226	99.558	225	1	-1	2	-1/2
ENSG00000124467	ENSG00000231924	0	480	88.958	427	53	2	3	2/3
ENSG00000102034	ENSG00000120690	4.33e-90	116	86.207	100	16	3	1	3/1
ENSG00000221866	ENSG00000076356	0	726	81.818	594	132	2	3	2/3
ENSG00000166803	ENSG00000259316	4.9e-90	146	100	146	0	1	3	1/3
ENSG00000166803	ENSG00000259316	1.38e-86	146	100	146	0	2	1	2/1
ENSG00000166803	ENSG00000259316	1.09e-83	146	100	146	0	-3	-2	-3/-2
ENSG00000166803	ENSG00000259316	1.89e-70	146	100	146	0	-1	-3	-1/-3
ENSG00000167618	ENSG00000167613	2.75e-85	145	81.379	118	27	3	1	3/1
ENSG00000165457	ENSG00000110203	3.61e-147	212	87.736	186	26	2	3	2/3
ENSG00000165238	ENSG00000196632	0	242	93.388	226	16	1	2	1/2
ENSG00000160993	ENSG00000160991	8.16e-133	194	100	194	0	-1	1	-1/1
ENSG00000160993	ENSG00000160991	8.16e-133	194	100	194	0	-1	1	-1/1
ENSG00000164346	ENSG00000164347	3.46e-82	127	98.425	125	2	1	-1	1/-1
ENSG00000151240	ENSG00000160305	0	768	83.073	638	130	1	3	1/3
ENSG00000165516	ENSG00000165525	0	550	99.818	549	1	2	-3	2/-3
ENSG00000174903	ENSG00000138069	2.62e-121	181	96.133	174	7	1	3	1/3
ENSG00000167721	ENSG00000167720	0	243	99.588	242	1	-2	2	-2/2
ENSG00000120438	ENSG00000120437	1.15e-86	136	98.529	134	2	1	-1	1/-1
ENSG00000164588	ENSG00000099822	0	545	85.138	464	81	2	3	2/3
ENSG00000163295	ENSG00000163286	0	508	87.992	447	61	3	2	3/2
ENSG00000163295	ENSG00000163283	0	313	88.818	278	35	-3	-1	-3/-1
ENSG00000147475	ENSG00000107566	4.64e-152	286	84.266	241	45	2	3	2/3
ENSG00000198034	ENSG00000129824	1.37e-171	265	92.83	246	19	1	2	1/2
ENSG00000198034	ENSG00000280969	2.6e-123	247	80.567	199	48	-1	-2	-1/-2
ENSG00000239697	ENSG00000248871	1.03e-87	114	100	114	0	3	2	3/2
ENSG00000180855	ENSG00000196466	0	658	86.018	566	92	-1	-2	-1/-2
ENSG00000180855	ENSG00000196466	0	658	86.018	566	92	-1	-2	-1/-2
ENSG00000173914	ENSG00000173933	0	229	94.76	217	12	3	1	3/1
ENSG00000175634	ENSG00000108443	0	362	80.939	293	69	1	2	1/2
ENSG00000175634	ENSG00000108443	0	362	80.939	293	69	1	2	1/2
ENSG00000170390	ENSG00000133083	0	126	80.952	102	24	2	3	2/3
ENSG00000186832	ENSG00000186847	0	312	88.141	275	37	3	1	3/1
ENSG00000239306	ENSG00000248643	7.93e-97	143	100	143	0	2	3	2/3
ENSG00000120733	ENSG00000115548	0	285	82.456	235	50	3	2	3/2
ENSG00000198077	ENSG00000255974	0	490	94.082	461	29	3	1	3/1
ENSG00000198077	ENSG00000197838	0	489	91.207	446	43	3	1	3/1
ENSG00000129347	ENSG00000130734	5.43e-79	113	100	113	0	-2	2	-2/2
ENSG00000129347	ENSG00000130734	2.66e-74	113	100	113	0	-3	3	-3/3
ENSG00000129347	ENSG00000130734	6.89e-74	113	100	113	0	2	-2	2/-2
ENSG00000129347	ENSG00000130734	1.65e-72	113	100	113	0	1	-1	1/-1
ENSG00000129347	ENSG00000130734	1.3e-65	113	100	113	0	3	-3	3/-3
ENSG00000162337	ENSG00000100068	0	275	83.273	229	46	2	3	2/3
ENSG00000147883	ENSG00000147889	7.69e-64	124	86.29	107	17	3	1	3/1
ENSG00000178586	ENSG00000182083	1.08e-154	307	92.834	285	22	-1	-2	-1/-2
ENSG00000158417	ENSG00000135945	4.4e-180	284	100	284	0	-1	1	-1/1
ENSG00000158417	ENSG00000135945	4.4e-180	284	100	284	0	-1	3	-1/3
ENSG00000126773	ENSG00000100612	0	298	100	298	0	1	-3	1/-3
ENSG00000126773	ENSG00000100612	0	298	100	298	0	3	-2	3/-2
ENSG00000126773	ENSG00000100612	0	298	100	298	0	-1	3	-1/3
ENSG00000126773	ENSG00000100612	5.19e-180	298	100	298	0	-2	1	-2/1
ENSG00000204897	ENSG00000171446	0	269	91.45	246	23	2	3	2/3
ENSG00000204897	ENSG00000173908	0	269	85.13	229	40	2	1	2/1
ENSG00000136404	ENSG00000166503	0	296	99.324	294	2	2	-2	2/-2
ENSG00000213203	ENSG00000281887	2.58e-106	145	99.31	144	1	-1	-3	-1/-3
ENSG00000160072	ENSG00000197785	0	579	89.983	521	58	3	2	3/2
ENSG00000160072	ENSG00000197785	0	579	89.983	521	58	3	2	3/2
ENSG00000181789	ENSG00000158623	0	596	83.725	499	97	3	2	3/2
ENSG00000123064	ENSG00000186710	2.17e-94	125	100	125	0	-1	3	-1/3
ENSG00000160683	ENSG00000186174	0	882	100	882	0	3	-1	3/-1
ENSG00000158023	ENSG00000110801	6.94e-101	145	100	145	0	1	3	1/3
ENSG00000158023	ENSG00000110801	8.14e-99	145	100	145	0	2	1	2/1
ENSG00000158023	ENSG00000110801	1.95e-93	145	100	145	0	-1	-2	-1/-2
ENSG00000164933	ENSG00000164934	2.34e-49	108	99.074	107	1	-2	1	-2/1
ENSG00000180708	ENSG00000173285	2.65e-86	110	86.364	95	15	-3	-1	-3/-1
ENSG00000152093	ENSG00000136698	0	250	99.6	249	1	1	3	1/3
ENSG00000166794	ENSG00000157734	5.17e-92	111	100	111	0	-3	3	-3/3
ENSG00000173542	ENSG00000114978	2.3e-157	217	95.853	208	9	1	3	1/3
ENSG00000151743	ENSG00000139160	0	373	100	373	0	-2	3	-2/3
ENSG00000172476	ENSG00000102128	0	242	98.347	238	4	1	3	1/3
ENSG00000162928	ENSG00000138592	9.76e-111	100	82	82	18	-1	-2	-1/-2
ENSG00000145626	ENSG00000168671	0	389	80.206	312	77	-2	-3	-2/-3
ENSG00000213512	ENSG00000162654	0	482	82.365	397	85	2	3	2/3
ENSG00000172922	ENSG00000172977	1.1e-158	191	97.906	187	4	-1	3	-1/3
ENSG00000172922	ENSG00000172977	1.1e-158	191	97.906	187	4	-1	2	-1/2
ENSG00000156925	ENSG00000152977	7.45e-158	185	89.73	166	19	2	1	2/1
ENSG00000172023	ENSG00000115386	1.41e-101	217	81.106	176	41	-1	-2	-1/-2
ENSG00000151615	ENSG00000152192	8.78e-105	177	85.876	152	25	3	1	3/1
ENSG00000140525	ENSG00000140521	3.92e-81	153	94.118	144	9	-1	3	-1/3
ENSG00000175548	ENSG00000139133	0	131	89.313	117	14	3	2	3/2
ENSG00000102189	ENSG00000187510	0	485	100	485	0	-1	3	-1/3
ENSG00000154342	ENSG00000108379	0	344	85.465	294	50	1	2	1/2
ENSG00000178934	ENSG00000205076	1.69e-103	155	100	155	0	2	1	2/1
ENSG00000176014	ENSG00000258947	0	277	96.029	266	11	1	3	1/3
ENSG00000173757	ENSG00000126561	0	686	95.19	653	33	2	1	2/1
ENSG00000189052	ENSG00000213030	7.57e-173	214	98.598	211	3	3	2	3/2
ENSG00000140632	ENSG00000163735	6.12e-114	107	81.308	87	20	1	3	1/3
ENSG00000173457	ENSG00000182541	7.83e-110	171	91.228	156	15	2	3	2/3
ENSG00000173548	ENSG00000177971	4.63e-155	128	100	128	0	1	-1	1/-1
ENSG00000172487	ENSG00000167822	5.55e-177	281	90.391	254	27	3	2	3/2
ENSG00000170953	ENSG00000197125	8.29e-136	139	82.734	115	24	2	1	2/1
ENSG00000162066	ENSG00000205923	0	457	100	457	0	-1	2	-1/2
ENSG00000153779	ENSG00000176679	1.5e-124	197	92.893	183	14	-2	-1	-2/-1
ENSG00000171469	ENSG00000171466	0	300	86.667	260	40	2	1	2/1
ENSG00000153147	ENSG00000102038	0	750	86.4	648	102	1	2	1/2
ENSG00000179388	ENSG00000122877	1.85e-81	108	88.889	96	12	2	3	2/3
ENSG00000156052	ENSG00000088256	0	315	91.111	287	28	2	3	2/3
ENSG00000213160	ENSG00000144362	4.3e-65	112	100	112	0	1	2	1/2
ENSG00000213160	ENSG00000144362	5.04e-59	112	100	112	0	2	3	2/3
ENSG00000157827	ENSG00000161791	0	130	86.154	112	18	2	1	2/1
ENSG00000151746	ENSG00000185963	0	201	85.572	172	29	2	3	2/3
ENSG00000144712	ENSG00000111530	0	189	81.481	154	35	1	3	1/3
ENSG00000180016	ENSG00000127780	1.8e-162	188	92.021	173	15	-1	-2	-1/-2
ENSG00000173020	ENSG00000100077	0	685	84.088	576	109	3	1	3/1
ENSG00000167880	ENSG00000214860	0	113	92.035	104	9	3	2	3/2
ENSG00000167552	ENSG00000167553	0	454	89.427	406	48	-2	-3	-2/-3
ENSG00000106246	ENSG00000248919	0	458	100	458	0	-1	-3	-1/-3
ENSG00000141551	ENSG00000213923	0	298	96.98	289	9	3	2	3/2
ENSG00000236761	ENSG00000244693	0	545	98.716	538	7	1	3	1/3
ENSG00000236761	ENSG00000225932	0	545	98.532	537	8	1	3	1/3
ENSG00000149657	ENSG00000257103	8.8e-77	103	85.437	88	15	2	1	2/1
ENSG00000149657	ENSG00000257103	1.02e-76	103	85.437	88	15	2	3	2/3
ENSG00000113240	ENSG00000013441	0	342	87.135	298	44	2	3	2/3
ENSG00000267855	ENSG00000167774	2.86e-90	151	100	151	0	-1	-3	-1/-3
ENSG00000167996	ENSG00000167995	3.29e-146	203	99.507	202	1	-2	2	-2/2
ENSG00000126945	ENSG00000169045	0	207	85.99	178	29	-2	-3	-2/-3
ENSG00000126945	ENSG00000169045	0	207	85.99	178	29	-2	-1	-2/-1
ENSG00000100934	ENSG00000101310	0	547	83.912	459	88	3	1	3/1
ENSG00000100934	ENSG00000101310	0	547	83.912	459	88	3	2	3/2
ENSG00000204414	ENSG00000213218	1.52e-111	159	91.824	146	13	3	2	3/2
ENSG00000153976	ENSG00000125430	2.56e-180	273	95.238	260	13	1	2	1/2
ENSG00000153976	ENSG00000125430	2.56e-180	273	95.238	260	13	1	2	1/2
ENSG00000125375	ENSG00000100490	0	260	100	260	0	-3	3	-3/3
ENSG00000125375	ENSG00000100490	0	260	100	260	0	2	-1	2/-1
ENSG00000181761	ENSG00000181767	0	313	92.013	288	25	1	3	1/3
ENSG00000181761	ENSG00000181767	0	313	92.013	288	25	1	2	1/2
ENSG00000140015	ENSG00000143473	0	317	84.858	269	48	3	1	3/1
ENSG00000165496	ENSG00000147403	2.03e-145	223	93.722	209	14	2	3	2/3
ENSG00000165496	ENSG00000147403	2.03e-145	223	93.722	209	14	2	1	2/1
ENSG00000156802	ENSG00000119778	0	335	81.791	274	61	1	3	1/3
ENSG00000154118	ENSG00000149596	2.12e-141	173	80.347	139	34	3	1	3/1
ENSG00000168904	ENSG00000136213	9.21e-98	112	83.929	94	18	-1	2	-1/2
ENSG00000152932	ENSG00000105649	3.65e-118	194	88.66	172	22	2	3	2/3
ENSG00000152932	ENSG00000169213	1.4e-116	209	81.818	171	38	2	1	2/1
ENSG00000196705	ENSG00000160352	0	486	85.597	416	70	-3	-2	-3/-2
ENSG00000139318	ENSG00000164086	2.96e-154	199	80.402	160	39	3	2	3/2
ENSG00000255529	ENSG00000137878	0	353	99.717	352	1	3	2	3/2
ENSG00000170262	ENSG00000142207	3.86e-139	203	100	203	0	3	-2	3/-2
ENSG00000170262	ENSG00000142207	8.54e-129	203	100	203	0	-1	2	-1/2
ENSG00000159961	ENSG00000221882	2.22e-158	204	100	204	0	-3	-2	-3/-2
ENSG00000174125	ENSG00000174130	0	326	90.184	294	32	-3	-1	-3/-1
ENSG00000169918	ENSG00000264522	0	197	80.711	159	38	1	2	1/2
ENSG00000173451	ENSG00000133858	0	320	99.688	319	1	2	-2	2/-2
ENSG00000182196	ENSG00000150967	3.75e-147	204	100	204	0	3	-3	3/-3
ENSG00000154917	ENSG00000175582	2.84e-127	210	90.952	191	19	3	1	3/1
ENSG00000129968	ENSG00000136379	1.27e-140	249	80.723	201	48	3	2	3/2
ENSG00000161509	ENSG00000105464	0	418	83.493	349	69	1	2	1/2
ENSG00000152580	ENSG00000144893	0	1192	100	1192	0	3	-3	3/-3
ENSG00000167195	ENSG00000140478	0	338	99.704	337	1	3	2	3/2
ENSG00000167195	ENSG00000215186	0	180	98.333	177	3	-2	-3	-2/-3
ENSG00000163755	ENSG00000047457	0	411	100	411	0	-1	2	-1/2
ENSG00000166823	ENSG00000188095	2.52e-62	102	85.294	87	15	2	1	2/1
ENSG00000072062	ENSG00000142875	0	345	93.043	321	24	3	1	3/1
ENSG00000126785	ENSG00000119729	4.69e-100	190	80	152	38	1	2	1/2
ENSG00000170296	ENSG00000139112	1e-66	116	87.069	101	15	3	2	3/2
ENSG00000170296	ENSG00000139112	1e-66	116	87.069	101	15	3	2	3/2
ENSG00000145863	ENSG00000109158	0	334	83.533	279	55	2	3	2/3
ENSG00000066084	ENSG00000151240	0	152	88.816	135	17	2	1	2/1
ENSG00000066084	ENSG00000160305	0	149	89.262	133	16	2	1	2/1
ENSG00000156269	ENSG00000102030	1.65e-115	172	91.86	158	14	3	2	3/2
ENSG00000154274	ENSG00000181826	4.32e-82	142	99.296	141	1	-2	1	-2/1
ENSG00000170486	ENSG00000139648	0	364	85.989	313	51	3	2	3/2
ENSG00000170925	ENSG00000268629	1.53e-153	168	82.738	139	29	1	2	1/2
ENSG00000255974	ENSG00000198077	0	535	91.402	489	46	1	3	1/3
ENSG00000255974	ENSG00000197838	0	323	89.783	290	33	-1	-3	-1/-3
ENSG00000171931	ENSG00000241322	0	620	98.71	612	8	3	1	3/1
ENSG00000157911	ENSG00000157916	0	292	100	292	0	2	-1	2/-1
ENSG00000149968	ENSG00000166670	0	217	85.714	186	31	3	2	3/2
ENSG00000170577	ENSG00000126778	2.17e-121	174	95.977	167	7	3	1	3/1
ENSG00000164508	ENSG00000233822	9.95e-57	124	83.065	103	21	-2	3	-2/3
ENSG00000169609	ENSG00000108587	0	175	87.429	153	22	2	3	2/3
ENSG00000169609	ENSG00000144401	0	172	82.558	142	30	2	-2	2/-2
ENSG00000277075	ENSG00000233822	1.9e-68	114	93.86	107	7	1	-1	1/-1
ENSG00000174749	ENSG00000112096	0	519	88.632	460	59	-2	-3	-2/-3
ENSG00000174749	ENSG00000173200	0	329	89.97	296	33	1	3	1/3
ENSG00000173349	ENSG00000136709	0	692	100	692	0	3	-3	3/-3
ENSG00000169629	ENSG00000183054	0	802	99.751	800	2	1	3	1/3
ENSG00000169629	ENSG00000015568	0	946	99.683	943	3	-2	-3	-2/-3
ENSG00000149269	ENSG00000077264	0	301	90.033	271	30	3	2	3/2
ENSG00000146859	ENSG00000122783	2.98e-97	144	100	144	0	-3	3	-3/3
ENSG00000146859	ENSG00000122783	1.35e-95	144	100	144	0	2	-2	2/-2
ENSG00000146859	ENSG00000122783	2.17e-93	144	100	144	0	3	-3	3/-3
ENSG00000146859	ENSG00000122783	7.72e-93	144	100	144	0	-1	1	-1/1
ENSG00000146859	ENSG00000122783	2.98e-97	144	100	144	0	-3	3	-3/3
ENSG00000146859	ENSG00000122783	1.35e-95	144	100	144	0	2	-2	2/-2
ENSG00000146859	ENSG00000122783	2.17e-93	144	100	144	0	3	-3	3/-3
ENSG00000146859	ENSG00000122783	7.72e-93	144	100	144	0	-1	1	-1/1
ENSG00000151694	ENSG00000134330	0	414	100	414	0	-1	2	-1/2
ENSG00000170790	ENSG00000166363	0	338	92.012	311	27	-3	-2	-3/-2
ENSG00000180658	ENSG00000243896	0	585	99.487	582	3	-2	-3	-2/-3
ENSG00000178338	ENSG00000169131	0	439	87.927	386	53	2	1	2/1
ENSG00000163093	ENSG00000169609	0	165	86.061	142	23	-2	-3	-2/-3
ENSG00000163093	ENSG00000144401	0	106	82.075	87	19	-2	2	-2/2
ENSG00000000460	ENSG00000000457	0	314	98.726	310	4	-3	3	-3/3
ENSG00000166411	ENSG00000103740	0	869	100	869	0	1	-1	1/-1
ENSG00000133392	ENSG00000133026	0	896	82.478	739	157	3	2	3/2
ENSG00000170832	ENSG00000129204	0	784	92.73	727	57	-2	-3	-2/-3
ENSG00000170832	ENSG00000129204	0	784	92.73	727	57	-2	-1	-2/-1
ENSG00000155760	ENSG00000180340	0	368	82.88	305	63	2	3	2/3
ENSG00000155760	ENSG00000157240	0	134	85.075	114	20	-2	-1	-2/-1
