GOID	Molecular function	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0016798	hydrolase activity, acting on glycosyl bonds	5	277	ENSG00000174876	AMY1B
GO:0019842	vitamin binding	5	79701	ENSG00000181396	OGFOD3
GO:0004866	endopeptidase inhibitor activity	5	140832	ENSG00000180305	WFDC10A
GO:0061135	endopeptidase regulator activity	5	140832	ENSG00000180305	WFDC10A
GO:0015651	quaternary ammonium group transmembrane transporter activity	4	10166	ENSG00000102743	SLC25A15
GO:0061608	nuclear import signal receptor activity	4	23633	ENSG00000025800	KPNA6
GO:0017154	semaphorin receptor activity	4	5361	ENSG00000114554	PLXNA1
GO:0008179	adenylate cyclase binding	4	801	ENSG00000198668	CALM1
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	4	3283	ENSG00000203857	HSD3B1
GO:0004708	MAP kinase kinase activity	4	5604	ENSG00000169032	MAP2K1
GO:0004697	protein kinase C activity	4	5586	ENSG00000065243	PKN2
GO:0070492	oligosaccharide binding	4	55600	ENSG00000179914	ITLN1
GO:0031489	myosin V binding	4	9230	ENSG00000185236	RAB11B
GO:0005402	carbohydrate:cation symporter activity	4	9963	ENSG00000170482	SLC23A1
GO:0140142	nucleocytoplasmic carrier activity	4	23633	ENSG00000025800	KPNA6
GO:0004012	phospholipid-translocating ATPase activity	4	57198	ENSG00000143515	ATP8B2
GO:0070696	transmembrane receptor protein serine/threonine kinase binding	4	656	ENSG00000116985	BMP8B
GO:0033612	receptor serine/threonine kinase binding	4	656	ENSG00000116985	BMP8B
GO:0070330	aromatase activity	4	1551	ENSG00000160870	CYP3A7
GO:0015145	monosaccharide transmembrane transporter activity	4	9963	ENSG00000170482	SLC23A1
GO:0030552	cAMP binding	4	5139	ENSG00000172572	PDE3A
GO:0015101	organic cation transmembrane transporter activity	4	10166	ENSG00000102743	SLC25A15
GO:0043425	bHLH transcription factor binding	4	8928	ENSG00000160973	FOXH1
GO:0004683	calmodulin-dependent protein kinase activity	4	57118	ENSG00000183049	CAMK1D
GO:0008139	nuclear localization sequence binding	4	23633	ENSG00000025800	KPNA6
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	4	1645	ENSG00000187134	AKR1C1
GO:0051119	sugar transmembrane transporter activity	4	9963	ENSG00000170482	SLC23A1
GO:0004364	glutathione transferase activity	4	2938	ENSG00000243955	GSTA1
GO:0099604	ligand-gated calcium channel activity	4	6261	ENSG00000196218	RYR1
GO:0097718	disordered domain specific binding	4	3303	ENSG00000204389	HSPA1A
GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	4	200558	ENSG00000169621	APLF
GO:0016229	steroid dehydrogenase activity	4	1645	ENSG00000187134	AKR1C1
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	4	6658	ENSG00000134595	SOX3
GO:0015144	carbohydrate transmembrane transporter activity	4	9963	ENSG00000170482	SLC23A1
GO:0043394	proteoglycan binding	4	3075	ENSG00000000971	CFH
GO:0030331	estrogen receptor binding	4	79039	ENSG00000123064	DDX54
GO:0001221	transcription cofactor binding	4	7975	ENSG00000198517	MAFK
GO:0048020	CCR chemokine receptor binding	4	6846	ENSG00000143185	XCL2
GO:0060590	ATPase regulator activity	4	9532	ENSG00000112208	BAG2
GO:0000993	RNA polymerase II core binding	4	26523	ENSG00000092847	AGO1
GO:0031593	polyubiquitin modification-dependent protein binding	4	54764	ENSG00000019995	ZRANB1
GO:0005160	transforming growth factor beta receptor binding	4	7044	ENSG00000143768	LEFTY2
GO:0005080	protein kinase C binding	4	54577	ENSG00000244122	UGT1A7
GO:0043175	RNA polymerase core enzyme binding	4	26523	ENSG00000092847	AGO1
GO:0045182	translation regulator activity	4	10642	ENSG00000159217	IGF2BP1
GO:0043621	protein self-association	4	338324	ENSG00000184330	S100A7A
GO:0005548	phospholipid transporter activity	4	57198	ENSG00000143515	ATP8B2
GO:0019843	rRNA binding	4	55272	ENSG00000177971	IMP3
GO:0097110	scaffold protein binding	4	111	ENSG00000173175	ADCY5
GO:0001098	basal transcription machinery binding	4	26523	ENSG00000092847	AGO1
GO:0001099	basal RNA polymerase II transcription machinery binding	4	26523	ENSG00000092847	AGO1
GO:0016597	amino acid binding	4	63826	ENSG00000167720	SRR
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	4	1645	ENSG00000187134	AKR1C1
GO:0005518	collagen binding	4	5479	ENSG00000166794	PPIB
GO:0003725	double-stranded RNA binding	4	55601	ENSG00000137628	DDX60
GO:0004004	ATP-dependent RNA helicase activity	4	11269	ENSG00000157349	DDX19B
GO:0019829	cation-transporting ATPase activity	4	515	ENSG00000116459	ATP5PB
GO:0003684	damaged DNA binding	4	7508	ENSG00000154767	XPC
GO:0003724	RNA helicase activity	4	11269	ENSG00000157349	DDX19B
GO:0004536	deoxyribonuclease activity	4	200558	ENSG00000169621	APLF
GO:0008186	RNA-dependent ATPase activity	4	11269	ENSG00000157349	DDX19B
GO:0022853	active ion transmembrane transporter activity	4	515	ENSG00000116459	ATP5PB
GO:0042625	ATPase coupled ion transmembrane transporter activity	4	515	ENSG00000116459	ATP5PB
GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	4	10498	ENSG00000142453	CARM1
GO:0048029	monosaccharide binding	4	30835	ENSG00000090659	CD209
GO:0002039	p53 binding	4	29117	ENSG00000166164	BRD7
GO:0016835	carbon-oxygen lyase activity	4	200558	ENSG00000169621	APLF
GO:0046332	SMAD binding	4	8928	ENSG00000160973	FOXH1
GO:0072341	modified amino acid binding	4	2194	ENSG00000169710	FASN
GO:0015370	solute:sodium symporter activity	4	9963	ENSG00000170482	SLC23A1
GO:0051117	ATPase binding	4	5867	ENSG00000168118	RAB4A
GO:0051213	dioxygenase activity	4	444	ENSG00000198363	ASPH
GO:0051087	chaperone binding	4	9532	ENSG00000112208	BAG2
GO:1902936	phosphatidylinositol bisphosphate binding	4	253725	ENSG00000172661	WASHC2C
GO:0004540	ribonuclease activity	4	80149	ENSG00000163874	ZC3H12A
GO:0015078	proton transmembrane transporter activity	4	515	ENSG00000116459	ATP5PB
GO:0019838	growth factor binding	4	27286	ENSG00000102359	SRPX2
GO:0016779	nucleotidyltransferase activity	4	4081	ENSG00000180660	MAB21L1
GO:0052689	carboxylic ester hydrolase activity	4	11057	ENSG00000140526	ABHD2
GO:1901981	phosphatidylinositol phosphate binding	4	253725	ENSG00000172661	WASHC2C
GO:0032561	guanyl ribonucleotide binding	56	282808	ENSG00000102128	RAB40AL
GO:0019001	guanyl nucleotide binding	56	282808	ENSG00000102128	RAB40AL
GO:0005525	GTP binding	55	282808	ENSG00000102128	RAB40AL
GO:0032550	purine ribonucleoside binding	55	282808	ENSG00000102128	RAB40AL
GO:0001883	purine nucleoside binding	55	282808	ENSG00000102128	RAB40AL
GO:0032549	ribonucleoside binding	55	282808	ENSG00000102128	RAB40AL
GO:0001882	nucleoside binding	55	282808	ENSG00000102128	RAB40AL
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	55	8929	ENSG00000109132	PHOX2B
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	49	3202	ENSG00000106004	HOXA5
GO:0003924	GTPase activity	47	5864	ENSG00000105649	RAB3A
GO:0000987	proximal promoter sequence-specific DNA binding	41	8929	ENSG00000109132	PHOX2B
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	40	8929	ENSG00000109132	PHOX2B
GO:0046982	protein heterodimerization activity	37	3021	ENSG00000132475	H3F3B
GO:0001664	G-protein coupled receptor binding	36	7473	ENSG00000108379	WNT3
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	35	3169	ENSG00000129514	FOXA1
GO:0048037	cofactor binding	34	3040	ENSG00000188536	HBA2
GO:0005216	ion channel activity	32	56302	ENSG00000127412	TRPV5
GO:0022838	substrate-specific channel activity	32	56302	ENSG00000127412	TRPV5
GO:0015267	channel activity	32	56302	ENSG00000127412	TRPV5
GO:0022803	passive transmembrane transporter activity	32	56302	ENSG00000127412	TRPV5
GO:0048018	receptor ligand activity	32	5967	ENSG00000115386	REG1A
GO:0016887	ATPase activity	30	4622	ENSG00000264424	MYH4
GO:0004175	endopeptidase activity	29	10893	ENSG00000125966	MMP24
GO:0046873	metal ion transmembrane transporter activity	28	10723	ENSG00000113504	SLC12A7
GO:0003713	transcription coactivator activity	27	5396	ENSG00000116132	PRRX1
GO:0022839	ion gated channel activity	25	23415	ENSG00000089558	KCNH4
GO:0022836	gated channel activity	25	23415	ENSG00000089558	KCNH4
GO:0005261	cation channel activity	23	23415	ENSG00000089558	KCNH4
GO:0042623	ATPase activity, coupled	23	5700	ENSG00000100764	PSMC1
GO:0003714	transcription corepressor activity	22	79039	ENSG00000123064	DDX54
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	22	6615	ENSG00000124216	SNAI1
GO:0022804	active transmembrane transporter activity	22	57468	ENSG00000124140	SLC12A5
GO:0016757	transferase activity, transferring glycosyl groups	21	7365	ENSG00000109181	UGT2B10
GO:0008509	anion transmembrane transporter activity	21	83884	ENSG00000120329	SLC25A2
GO:0005506	iron ion binding	20	1579	ENSG00000187048	CYP4A11
GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	20	5396	ENSG00000116132	PRRX1
GO:0042393	histone binding	20	26038	ENSG00000116254	CHD5
GO:0004984	olfactory receptor activity	20	284433	ENSG00000172519	OR10H5
GO:0005200	structural constituent of cytoskeleton	19	3854	ENSG00000185479	KRT6B
GO:0020037	heme binding	19	1549	ENSG00000198077	CYP2A7
GO:0046906	tetrapyrrole binding	19	1549	ENSG00000198077	CYP2A7
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	19	1585	ENSG00000179142	CYP11B2
GO:0033218	amide binding	19	1139	ENSG00000175344	CHRNA7
GO:0015631	tubulin binding	19	146057	ENSG00000128881	TTBK2
GO:0016758	transferase activity, transferring hexosyl groups	18	7365	ENSG00000109181	UGT2B10
GO:0004252	serine-type endopeptidase activity	18	10136	ENSG00000142789	CELA3A
GO:0042277	peptide binding	18	1139	ENSG00000175344	CHRNA7
GO:0008236	serine-type peptidase activity	18	10136	ENSG00000142789	CELA3A
GO:0017171	serine hydrolase activity	18	10136	ENSG00000142789	CELA3A
GO:0031625	ubiquitin protein ligase binding	18	5899	ENSG00000144118	RALB
GO:0044389	ubiquitin-like protein ligase binding	18	5899	ENSG00000144118	RALB
GO:0015077	monovalent inorganic cation transmembrane transporter activity	18	10723	ENSG00000113504	SLC12A7
GO:0035326	enhancer binding	17	3215	ENSG00000120075	HOXB5
GO:0140030	modification-dependent protein binding	17	29979	ENSG00000135018	UBQLN1
GO:0015276	ligand-gated ion channel activity	17	1143	ENSG00000117971	CHRNB4
GO:0022834	ligand-gated channel activity	17	1143	ENSG00000117971	CHRNB4
GO:1901681	sulfur compound binding	17	7057	ENSG00000137801	THBS1
GO:0003779	actin binding	17	4628	ENSG00000133026	MYH10
GO:0050839	cell adhesion molecule binding	17	6712	ENSG00000173898	SPTBN2
GO:0004497	monooxygenase activity	16	1585	ENSG00000179142	CYP11B2
GO:0005516	calmodulin binding	16	6801	ENSG00000115808	STRN
GO:0015291	secondary active transmembrane transporter activity	16	83884	ENSG00000120329	SLC25A2
GO:0005088	Ras guanyl-nucleotide exchange factor activity	16	5159	ENSG00000113721	PDGFRB
GO:0005126	cytokine receptor binding	16	8741	ENSG00000161955	TNFSF13
GO:0005085	guanyl-nucleotide exchange factor activity	16	5159	ENSG00000113721	PDGFRB
GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	15	2295	ENSG00000137273	FOXF2
GO:0001104	RNA polymerase II transcription cofactor activity	15	6659	ENSG00000124766	SOX4
GO:0031490	chromatin DNA binding	15	3642	ENSG00000173404	INSM1
GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	15	5396	ENSG00000116132	PRRX1
GO:0008168	methyltransferase activity	15	25895	ENSG00000123427	EEF1AKMT3
GO:0016741	transferase activity, transferring one-carbon groups	15	25895	ENSG00000123427	EEF1AKMT3
GO:0030246	carbohydrate binding	15	2220	ENSG00000160339	FCN2
GO:0008017	microtubule binding	15	4628	ENSG00000133026	MYH10
GO:0140098	catalytic activity, acting on RNA	15	55798	ENSG00000165055	METTL2B
GO:0004842	ubiquitin-protein transferase activity	15	55527	ENSG00000141965	FEM1A
GO:0019787	ubiquitin-like protein transferase activity	15	55527	ENSG00000141965	FEM1A
GO:0019825	oxygen binding	14	1562	ENSG00000108242	CYP2C18
GO:0001158	enhancer sequence-specific DNA binding	14	3215	ENSG00000120075	HOXB5
GO:0015085	calcium ion transmembrane transporter activity	14	2905	ENSG00000161509	GRIN2C
GO:0008194	UDP-glycosyltransferase activity	14	7364	ENSG00000171234	UGT2B7
GO:0000287	magnesium ion binding	14	9943	ENSG00000172939	OXSR1
GO:0005244	voltage-gated ion channel activity	14	2906	ENSG00000105464	GRIN2D
GO:0022832	voltage-gated channel activity	14	2906	ENSG00000105464	GRIN2D
GO:0005539	glycosaminoglycan binding	14	7057	ENSG00000137801	THBS1
GO:0005125	cytokine activity	14	6374	ENSG00000163735	CXCL5
GO:0060589	nucleoside-triphosphatase regulator activity	14	8853	ENSG00000151693	ASAP2
GO:0001047	core promoter binding	13	2033	ENSG00000100393	EP300
GO:0017048	Rho GTPase binding	13	8997	ENSG00000160145	KALRN
GO:0016829	lyase activity	13	2194	ENSG00000169710	FASN
GO:0043177	organic acid binding	13	79701	ENSG00000181396	OGFOD3
GO:0019887	protein kinase regulator activity	13	51704	ENSG00000167191	GPRC5B
GO:0019207	kinase regulator activity	13	51704	ENSG00000167191	GPRC5B
GO:0008514	organic anion transmembrane transporter activity	13	6584	ENSG00000197375	SLC22A5
GO:0016746	transferase activity, transferring acyl groups	13	84779	ENSG00000156269	NAA11
GO:0050662	coenzyme binding	13	2194	ENSG00000169710	FASN
GO:0042578	phosphoric ester hydrolase activity	13	5140	ENSG00000152270	PDE3B
GO:0004857	enzyme inhibitor activity	13	57805	ENSG00000158941	CCAR2
GO:0042826	histone deacetylase binding	12	3642	ENSG00000173404	INSM1
GO:0099094	ligand-gated cation channel activity	12	2906	ENSG00000105464	GRIN2D
GO:0030594	neurotransmitter receptor activity	12	2559	ENSG00000145863	GABRA6
GO:0005262	calcium channel activity	12	2905	ENSG00000161509	GRIN2C
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	12	10901	ENSG00000157326	DHRS4
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	12	10901	ENSG00000157326	DHRS4
GO:0022843	voltage-gated cation channel activity	12	2906	ENSG00000105464	GRIN2D
GO:0004386	helicase activity	12	1105	ENSG00000153922	CHD1
GO:0008201	heparin binding	12	4018	ENSG00000198670	LPA
GO:0051427	hormone receptor binding	12	6801	ENSG00000115808	STRN
GO:0031406	carboxylic acid binding	12	79701	ENSG00000181396	OGFOD3
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	12	84779	ENSG00000156269	NAA11
GO:0061630	ubiquitin protein ligase activity	12	22838	ENSG00000146083	RNF44
GO:0061659	ubiquitin-like protein ligase activity	12	22838	ENSG00000146083	RNF44
GO:0045296	cadherin binding	12	114793	ENSG00000157827	FMNL2
GO:0003729	mRNA binding	12	27316	ENSG00000147274	RBMX
GO:0001190	transcriptional activator activity, RNA polymerase II transcription factor binding	11	2637	ENSG00000168505	GBX2
GO:0031491	nucleosome binding	11	440093	ENSG00000188375	H3F3C
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	11	5966	ENSG00000162924	REL
GO:0005230	extracellular ligand-gated ion channel activity	11	2906	ENSG00000105464	GRIN2D
GO:0016407	acetyltransferase activity	11	84779	ENSG00000156269	NAA11
GO:0005179	hormone activity	11	338872	ENSG00000240654	C1QTNF9
GO:0015293	symporter activity	11	57084	ENSG00000091664	SLC17A6
GO:0035257	nuclear hormone receptor binding	11	6801	ENSG00000115808	STRN
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	11	339175	ENSG00000087995	METTL2A
GO:0015103	inorganic anion transmembrane transporter activity	11	10723	ENSG00000113504	SLC12A7
GO:0004518	nuclease activity	11	6037	ENSG00000169397	RNASE3
GO:0015020	glucuronosyltransferase activity	10	133688	ENSG00000145626	UGT3A1
GO:0008395	steroid hydroxylase activity	10	1562	ENSG00000108242	CYP2C18
GO:0140104	molecular carrier activity	10	3841	ENSG00000196911	KPNA5
GO:0019003	GDP binding	10	2770	ENSG00000127955	GNAI1
GO:0002020	protease binding	10	117584	ENSG00000092871	RFFL
GO:0004519	endonuclease activity	10	85463	ENSG00000149289	ZC3H12C
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	10	135293	ENSG00000146281	PM20D2
GO:0008083	growth factor activity	10	11162	ENSG00000170917	NUDT6
GO:0015079	potassium ion transmembrane transporter activity	10	10021	ENSG00000138622	HCN4
GO:0140097	catalytic activity, acting on DNA	10	6594	ENSG00000102038	SMARCA1
GO:0030695	GTPase regulator activity	10	116983	ENSG00000131584	ACAP3
GO:0005543	phospholipid binding	10	157807	ENSG00000177182	CLVS1
GO:0031683	G-protein beta/gamma-subunit complex binding	9	2770	ENSG00000127955	GNAI1
GO:0022824	transmitter-gated ion channel activity	9	2559	ENSG00000145863	GABRA6
GO:0022835	transmitter-gated channel activity	9	2559	ENSG00000145863	GABRA6
GO:0035064	methylated histone binding	9	474343	ENSG00000186787	SPIN2B
GO:0140034	methylation-dependent protein binding	9	474343	ENSG00000186787	SPIN2B
GO:0034212	peptide N-acetyltransferase activity	9	84779	ENSG00000156269	NAA11
GO:0016782	transferase activity, transferring sulfur-containing groups	9	23563	ENSG00000135702	CHST5
GO:0008080	N-acetyltransferase activity	9	84779	ENSG00000156269	NAA11
GO:0030165	PDZ domain binding	9	8324	ENSG00000155760	FZD7
GO:0042562	hormone binding	9	11057	ENSG00000140526	ABHD2
GO:0016410	N-acyltransferase activity	9	84779	ENSG00000156269	NAA11
GO:0043021	ribonucleoprotein complex binding	9	9147	ENSG00000165525	NEMF
GO:0043492	ATPase activity, coupled to movement of substances	9	344905	ENSG00000187527	ATP13A5
GO:0016853	isomerase activity	9	23759	ENSG00000100023	PPIL2
GO:0005342	organic acid transmembrane transporter activity	9	81034	ENSG00000164933	SLC25A32
GO:0046943	carboxylic acid transmembrane transporter activity	9	81034	ENSG00000164933	SLC25A32
GO:0017137	Rab GTPase binding	9	23527	ENSG00000114331	ACAP2
GO:0005096	GTPase activator activity	9	116983	ENSG00000131584	ACAP3
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	8	1576	ENSG00000160868	CYP3A4
GO:0001205	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	8	10620	ENSG00000179361	ARID3B
GO:0005109	frizzled binding	8	89780	ENSG00000154342	WNT3A
GO:0001105	RNA polymerase II transcription coactivator activity	8	6664	ENSG00000176887	SOX11
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	8	8564	ENSG00000117009	KMO
GO:0005231	excitatory extracellular ligand-gated ion channel activity	8	1139	ENSG00000175344	CHRNA7
GO:0030295	protein kinase activator activity	8	5604	ENSG00000169032	MAP2K1
GO:0019209	kinase activator activity	8	5604	ENSG00000169032	MAP2K1
GO:0008013	beta-catenin binding	8	10498	ENSG00000142453	CARM1
GO:0015297	antiporter activity	8	292	ENSG00000005022	SLC25A5
GO:0001046	core promoter sequence-specific DNA binding	8	6664	ENSG00000176887	SOX11
GO:0035258	steroid hormone receptor binding	8	6801	ENSG00000115808	STRN
GO:0005549	odorant binding	8	120066	ENSG00000182334	OR5P3
GO:0015238	drug transmembrane transporter activity	8	81034	ENSG00000164933	SLC25A32
GO:0047485	protein N-terminus binding	8	5604	ENSG00000169032	MAP2K1
GO:0004222	metalloendopeptidase activity	8	4314	ENSG00000149968	MMP3
GO:0001085	RNA polymerase II transcription factor binding	8	6926	ENSG00000135111	TBX3
GO:0015081	sodium ion transmembrane transporter activity	8	125206	ENSG00000154025	SLC5A10
GO:0030674	protein binding, bridging	8	636	ENSG00000151746	BICD1
GO:0008237	metallopeptidase activity	8	4314	ENSG00000149968	MMP3
GO:0060090	molecular adaptor activity	8	636	ENSG00000151746	BICD1
GO:0003823	antigen binding	8	3117	ENSG00000196735	HLA-DQA1
GO:0003823	antigen binding	8	3117	ENSG00000237541	HLA-DQA1
GO:0008234	cysteine-type peptidase activity	8	8287	ENSG00000114374	USP9Y
GO:0008391	arachidonic acid monooxygenase activity	7	1548	ENSG00000255974	CYP2A6
GO:0008392	arachidonic acid epoxygenase activity	7	1548	ENSG00000255974	CYP2A6
GO:0008519	ammonium transmembrane transporter activity	7	10166	ENSG00000102743	SLC25A15
GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	7	1139	ENSG00000175344	CHRNA7
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	7	1139	ENSG00000175344	CHRNA7
GO:0098960	postsynaptic neurotransmitter receptor activity	7	1139	ENSG00000175344	CHRNA7
GO:0042165	neurotransmitter binding	7	63826	ENSG00000167720	SRR
GO:0004402	histone acetyltransferase activity	7	9085	ENSG00000172288	CDY1
GO:0061733	peptide-lysine-N-acetyltransferase activity	7	9085	ENSG00000172288	CDY1
GO:0017022	myosin binding	7	115827	ENSG00000152932	RAB3C
GO:0042379	chemokine receptor binding	7	245909	ENSG00000186579	DEFB106A
GO:0008135	translation factor activity, RNA binding	7	9669	ENSG00000158417	EIF5B
GO:0008565	protein transporter activity	7	5867	ENSG00000168118	RAB4A
GO:0005249	voltage-gated potassium channel activity	7	3739	ENSG00000182255	KCNA4
GO:0015108	chloride transmembrane transporter activity	7	2559	ENSG00000145863	GABRA6
GO:0005253	anion channel activity	7	1187	ENSG00000186510	CLCNKA
GO:0008026	ATP-dependent helicase activity	7	11269	ENSG00000157349	DDX19B
GO:0070035	purine NTP-dependent helicase activity	7	11269	ENSG00000157349	DDX19B
GO:0015294	solute:cation symporter activity	7	154091	ENSG00000146411	SLC2A12
GO:0016651	oxidoreductase activity, acting on NAD(P)H	7	5230	ENSG00000102144	PGK1
GO:0003777	microtubule motor activity	7	90990	ENSG00000167702	KIFC2
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	7	8239	ENSG00000124486	USP9X
GO:0101005	ubiquitinyl hydrolase activity	7	8239	ENSG00000124486	USP9X
GO:0005267	potassium channel activity	7	3739	ENSG00000182255	KCNA4
GO:0019783	ubiquitin-like protein-specific protease activity	7	8239	ENSG00000124486	USP9X
GO:0001653	peptide receptor activity	7	3579	ENSG00000180871	CXCR2
GO:0016247	channel regulator activity	7	1139	ENSG00000175344	CHRNA7
GO:0005319	lipid transporter activity	7	10079	ENSG00000054793	ATP9A
GO:0003774	motor activity	7	90990	ENSG00000167702	KIFC2
GO:0005057	signal transducer activity, downstream of receptor	7	5604	ENSG00000169032	MAP2K1
GO:0061134	peptidase regulator activity	7	6318	ENSG00000206073	SERPINB4
GO:0016791	phosphatase activity	7	22978	ENSG00000076685	NT5C2
GO:0005344	oxygen carrier activity	6	3043	ENSG00000244734	HBB
GO:0042166	acetylcholine binding	6	1141	ENSG00000160716	CHRNB2
GO:0015464	acetylcholine receptor activity	6	1141	ENSG00000160716	CHRNB2
GO:0035198	miRNA binding	6	80149	ENSG00000163874	ZC3H12A
GO:0043539	protein serine/threonine kinase activator activity	6	801	ENSG00000198668	CALM1
GO:0061980	regulatory RNA binding	6	80149	ENSG00000163874	ZC3H12A
GO:0016790	thiolester hydrolase activity	6	641371	ENSG00000184227	ACOT1
GO:0004601	peroxidase activity	6	3043	ENSG00000244734	HBB
GO:0031492	nucleosomal DNA binding	6	8357	ENSG00000278828	HIST1H3H
GO:0005048	signal sequence binding	6	3840	ENSG00000186432	KPNA4
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	6	3043	ENSG00000244734	HBB
GO:0016860	intramolecular oxidoreductase activity	6	3284	ENSG00000203859	HSD3B2
GO:0001191	transcriptional repressor activity, RNA polymerase II transcription factor binding	6	6658	ENSG00000134595	SOX3
GO:0008146	sulfotransferase activity	6	4166	ENSG00000183196	CHST6
GO:0043022	ribosome binding	6	80149	ENSG00000163874	ZC3H12A
GO:0033293	monocarboxylic acid binding	6	1109	ENSG00000198610	AKR1C4
GO:0003730	mRNA 3'-UTR binding	6	677	ENSG00000185650	ZFP36L1
GO:0070063	RNA polymerase binding	6	5586	ENSG00000065243	PKN2
GO:0070405	ammonium ion binding	6	1141	ENSG00000160716	CHRNB2
GO:0003727	single-stranded RNA binding	6	26523	ENSG00000092847	AGO1
GO:0016209	antioxidant activity	6	3043	ENSG00000244734	HBB
GO:0008081	phosphoric diester hydrolase activity	6	2923	ENSG00000167004	PDIA3
GO:0140101	catalytic activity, acting on a tRNA	6	4234	ENSG00000037897	METTL1
GO:0008528	G-protein coupled peptide receptor activity	6	3579	ENSG00000180871	CXCR2
GO:0016874	ligase activity	6	164395	ENSG00000131044	TTLL9
GO:0003735	structural constituent of ribosome	6	51023	ENSG00000163319	MRPS18C
GO:0019902	phosphatase binding	6	29966	ENSG00000196792	STRN3
GO:0051015	actin filament binding	6	4629	ENSG00000133392	MYH11
GO:0004713	protein tyrosine kinase activity	6	5604	ENSG00000169032	MAP2K1
GO:0030414	peptidase inhibitor activity	6	140832	ENSG00000180305	WFDC10A
GO:0008022	protein C-terminus binding	6	5604	ENSG00000169032	MAP2K1
GO:0035091	phosphatidylinositol binding	6	79856	ENSG00000157734	SNX22
GO:0004126	cytidine deaminase activity	5	27350	ENSG00000244509	APOBEC3C
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	5	5139	ENSG00000172572	PDE3A
GO:0022848	acetylcholine-gated cation-selective channel activity	5	1137	ENSG00000101204	CHRNA4
GO:0004383	guanylate cyclase activity	5	4881	ENSG00000169418	NPR1
GO:0004016	adenylate cyclase activity	5	4881	ENSG00000169418	NPR1
GO:0016849	phosphorus-oxygen lyase activity	5	4881	ENSG00000169418	NPR1
GO:0009975	cyclase activity	5	4881	ENSG00000169418	NPR1
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	5	5139	ENSG00000172572	PDE3A
GO:0004112	cyclic-nucleotide phosphodiesterase activity	5	5139	ENSG00000172572	PDE3A
GO:0042605	peptide antigen binding	5	3127	ENSG00000198502	HLA-DRB5
GO:0001106	RNA polymerase II transcription corepressor activity	5	3303	ENSG00000204389	HSPA1A
GO:0008175	tRNA methyltransferase activity	5	4234	ENSG00000037897	METTL1
GO:0005217	intracellular ligand-gated ion channel activity	5	6261	ENSG00000196218	RYR1
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	5	27350	ENSG00000244509	APOBEC3C
GO:0043531	ADP binding	5	58	ENSG00000143632	ACTA1
GO:0019239	deaminase activity	5	27350	ENSG00000244509	APOBEC3C
GO:0048487	beta-tubulin binding	5	6904	ENSG00000141556	TBCD
GO:0030551	cyclic nucleotide binding	5	5139	ENSG00000172572	PDE3A
GO:0004712	protein serine/threonine/tyrosine kinase activity	5	5563	ENSG00000162409	PRKAA2
GO:0001102	RNA polymerase II activating transcription factor binding	5	6926	ENSG00000135111	TBX3
GO:0008009	chemokine activity	5	6846	ENSG00000143185	XCL2
GO:0003743	translation initiation factor activity	5	1964	ENSG00000173674	EIF1AX
