GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0007265	Ras protein signal transduction	26	4853	ENSG00000134250	NOTCH2
GO:0070588	calcium ion transmembrane transport	25	2247	ENSG00000138685	FGF2
GO:0032984	protein-containing complex disassembly	25	1452	ENSG00000113712	CSNK1A1
GO:0045666	positive regulation of neuron differentiation	25	8536	ENSG00000134072	CAMK1
GO:0051098	regulation of binding	25	23383	ENSG00000129933	MAU2
GO:0010639	negative regulation of organelle organization	25	7111	ENSG00000136842	TMOD1
GO:0008380	RNA splicing	25	51637	ENSG00000087302	RTRAF
GO:0023061	signal release	25	6659	ENSG00000124766	SOX4
GO:0006979	response to oxidative stress	25	29979	ENSG00000135018	UBQLN1
GO:0034765	regulation of ion transmembrane transport	25	10021	ENSG00000138622	HCN4
GO:0062012	regulation of small molecule metabolic process	25	8850	ENSG00000114166	KAT2B
GO:0002446	neutrophil mediated immunity	25	54509	ENSG00000139725	RHOF
GO:0001655	urogenital system development	24	6662	ENSG00000125398	SOX9
GO:1903829	positive regulation of cellular protein localization	24	8536	ENSG00000134072	CAMK1
GO:0042692	muscle cell differentiation	24	8536	ENSG00000134072	CAMK1
GO:0009165	nucleotide biosynthetic process	24	808	ENSG00000160014	CALM3
GO:0009165	nucleotide biosynthetic process	24	808	ENSG00000198668	CALM3
GO:0001503	ossification	24	6662	ENSG00000125398	SOX9
GO:1901293	nucleoside phosphate biosynthetic process	24	808	ENSG00000160014	CALM3
GO:1901293	nucleoside phosphate biosynthetic process	24	808	ENSG00000198668	CALM3
GO:0009896	positive regulation of catabolic process	24	10140	ENSG00000141232	TOB1
GO:0051222	positive regulation of protein transport	24	6659	ENSG00000124766	SOX4
GO:0042391	regulation of membrane potential	24	23415	ENSG00000089558	KCNH4
GO:0043254	regulation of protein complex assembly	24	6927	ENSG00000135100	HNF1A
GO:0009314	response to radiation	24	5158	ENSG00000133256	PDE6B
GO:0016570	histone modification	24	1387	ENSG00000005339	CREBBP
GO:0002791	regulation of peptide secretion	24	5595	ENSG00000102882	MAPK3
GO:0050907	detection of chemical stimulus involved in sensory perception	24	132112	ENSG00000175077	RTP1
GO:0006914	autophagy	24	10325	ENSG00000083750	RRAGB
GO:0061919	process utilizing autophagic mechanism	24	10325	ENSG00000083750	RRAGB
GO:0043312	neutrophil degranulation	24	54509	ENSG00000139725	RHOF
GO:0002283	neutrophil activation involved in immune response	24	54509	ENSG00000139725	RHOF
GO:0042119	neutrophil activation	24	54509	ENSG00000139725	RHOF
GO:0001708	cell fate specification	23	2247	ENSG00000138685	FGF2
GO:0007416	synapse assembly	23	56121	ENSG00000113248	PCDHB15
GO:0071466	cellular response to xenobiotic stimulus	23	1562	ENSG00000108242	CYP2C18
GO:0010769	regulation of cell morphogenesis involved in differentiation	23	9820	ENSG00000044090	CUL7
GO:0032103	positive regulation of response to external stimulus	23	7057	ENSG00000137801	THBS1
GO:0071103	DNA conformation change	23	2966	ENSG00000145736	GTF2H2
GO:0010721	negative regulation of cell development	23	6496	ENSG00000138083	SIX3
GO:0051480	regulation of cytosolic calcium ion concentration	23	56302	ENSG00000127412	TRPV5
GO:0070371	ERK1 and ERK2 cascade	23	5156	ENSG00000134853	PDGFRA
GO:0019932	second-messenger-mediated signaling	23	805	ENSG00000143933	CALM2
GO:0031346	positive regulation of cell projection organization	23	23433	ENSG00000119729	RHOQ
GO:0071902	positive regulation of protein serine/threonine kinase activity	23	5899	ENSG00000144118	RALB
GO:0006401	RNA catabolic process	23	10643	ENSG00000136231	IGF2BP3
GO:0043900	regulation of multi-organism process	23	2033	ENSG00000100393	EP300
GO:0030099	myeloid cell differentiation	23	2033	ENSG00000100393	EP300
GO:0050708	regulation of protein secretion	23	292	ENSG00000005022	SLC25A5
GO:0007608	sensory perception of smell	23	144124	ENSG00000166363	OR10A5
GO:0050900	leukocyte migration	23	5595	ENSG00000102882	MAPK3
GO:0006397	mRNA processing	23	27316	ENSG00000147274	RBMX
GO:0043583	ear development	22	5396	ENSG00000116132	PRRX1
GO:0048705	skeletal system morphogenesis	22	3211	ENSG00000120094	HOXB1
GO:0009266	response to temperature stimulus	22	27000	ENSG00000105821	DNAJC2
GO:0007050	cell cycle arrest	22	6659	ENSG00000124766	SOX4
GO:0060326	cell chemotaxis	22	2247	ENSG00000138685	FGF2
GO:0072001	renal system development	22	6659	ENSG00000124766	SOX4
GO:0019058	viral life cycle	22	156	ENSG00000173020	GRK2
GO:1901653	cellular response to peptide	22	51274	ENSG00000109787	KLF3
GO:0032259	methylation	22	55798	ENSG00000165055	METTL2B
GO:0019216	regulation of lipid metabolic process	22	8611	ENSG00000067113	PLPP1
GO:0051604	protein maturation	22	1387	ENSG00000005339	CREBBP
GO:0001819	positive regulation of cytokine production	22	51704	ENSG00000167191	GPRC5B
GO:0003012	muscle system process	22	10021	ENSG00000138622	HCN4
GO:0022613	ribonucleoprotein complex biogenesis	22	79084	ENSG00000116455	WDR77
GO:0002521	leukocyte differentiation	22	6927	ENSG00000135100	HNF1A
GO:0019827	stem cell population maintenance	21	10893	ENSG00000125966	MMP24
GO:0098727	maintenance of cell number	21	10893	ENSG00000125966	MMP24
GO:0048736	appendage development	21	51003	ENSG00000108590	MED31
GO:0060173	limb development	21	51003	ENSG00000108590	MED31
GO:0007369	gastrulation	21	55997	ENSG00000136698	CFC1
GO:0060541	respiratory system development	21	3169	ENSG00000129514	FOXA1
GO:0050768	negative regulation of neurogenesis	21	6496	ENSG00000138083	SIX3
GO:0060828	regulation of canonical Wnt signaling pathway	21	1452	ENSG00000113712	CSNK1A1
GO:0051961	negative regulation of nervous system development	21	6496	ENSG00000138083	SIX3
GO:0009152	purine ribonucleotide biosynthetic process	21	5232	ENSG00000170950	PGK2
GO:0006164	purine nucleotide biosynthetic process	21	5232	ENSG00000170950	PGK2
GO:0009260	ribonucleotide biosynthetic process	21	5232	ENSG00000170950	PGK2
GO:0072522	purine-containing compound biosynthetic process	21	5232	ENSG00000170950	PGK2
GO:0046390	ribose phosphate biosynthetic process	21	5232	ENSG00000170950	PGK2
GO:0071214	cellular response to abiotic stimulus	21	6662	ENSG00000125398	SOX9
GO:0104004	cellular response to environmental stimulus	21	6662	ENSG00000125398	SOX9
GO:0001701	in utero embryonic development	21	79977	ENSG00000083307	GRHL2
GO:0006066	alcohol metabolic process	21	1585	ENSG00000179142	CYP11B2
GO:0001101	response to acid chemical	21	10325	ENSG00000083750	RRAGB
GO:0031331	positive regulation of cellular catabolic process	21	5700	ENSG00000100764	PSMC1
GO:0050804	modulation of chemical synaptic transmission	21	8997	ENSG00000160145	KALRN
GO:0099177	regulation of trans-synaptic signaling	21	8997	ENSG00000160145	KALRN
GO:0010948	negative regulation of cell cycle process	21	2033	ENSG00000100393	EP300
GO:0006936	muscle contraction	21	10021	ENSG00000138622	HCN4
GO:0032535	regulation of cellular component size	21	7111	ENSG00000136842	TMOD1
GO:0070482	response to oxygen levels	21	7057	ENSG00000137801	THBS1
GO:0051047	positive regulation of secretion	21	4628	ENSG00000133026	MYH10
GO:0018205	peptidyl-lysine modification	21	2033	ENSG00000100393	EP300
GO:0048545	response to steroid hormone	21	2033	ENSG00000100393	EP300
GO:0001558	regulation of cell growth	21	3872	ENSG00000128422	KRT17
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	21	1452	ENSG00000113712	CSNK1A1
GO:0034470	ncRNA processing	21	57570	ENSG00000126814	TRMT5
GO:0044282	small molecule catabolic process	21	1579	ENSG00000187048	CYP4A11
GO:0001667	ameboidal-type cell migration	21	8766	ENSG00000103769	RAB11A
GO:0010498	proteasomal protein catabolic process	21	1452	ENSG00000113712	CSNK1A1
GO:1901987	regulation of cell cycle phase transition	21	1820	ENSG00000116017	ARID3A
GO:0051249	regulation of lymphocyte activation	21	3965	ENSG00000168961	LGALS9
GO:0060560	developmental growth involved in morphogenesis	20	8766	ENSG00000103769	RAB11A
GO:0045637	regulation of myeloid cell differentiation	20	8850	ENSG00000114166	KAT2B
GO:2000027	regulation of organ morphogenesis	20	6495	ENSG00000126778	SIX1
GO:0098656	anion transmembrane transport	20	57084	ENSG00000091664	SLC17A6
GO:0060047	heart contraction	20	10021	ENSG00000138622	HCN4
GO:0003015	heart process	20	10021	ENSG00000138622	HCN4
GO:0009416	response to light stimulus	20	1387	ENSG00000005339	CREBBP
GO:0071375	cellular response to peptide hormone stimulus	20	5595	ENSG00000102882	MAPK3
GO:0009167	purine ribonucleoside monophosphate metabolic process	20	5232	ENSG00000170950	PGK2
GO:0048638	regulation of developmental growth	20	2247	ENSG00000138685	FGF2
GO:0009126	purine nucleoside monophosphate metabolic process	20	5232	ENSG00000170950	PGK2
GO:0009161	ribonucleoside monophosphate metabolic process	20	5232	ENSG00000170950	PGK2
GO:0006913	nucleocytoplasmic transport	20	7545	ENSG00000152977	ZIC1
GO:0045862	positive regulation of proteolysis	20	6613	ENSG00000188612	SUMO2
GO:0006402	mRNA catabolic process	20	10140	ENSG00000141232	TOB1
GO:0051169	nuclear transport	20	7545	ENSG00000152977	ZIC1
GO:0009123	nucleoside monophosphate metabolic process	20	5232	ENSG00000170950	PGK2
GO:0048193	Golgi vesicle transport	20	829	ENSG00000116489	CAPZA1
GO:2001233	regulation of apoptotic signaling pathway	20	29979	ENSG00000135018	UBQLN1
GO:0043062	extracellular structure organization	20	2247	ENSG00000138685	FGF2
GO:0051052	regulation of DNA metabolic process	20	5156	ENSG00000134853	PDGFRA
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	20	144124	ENSG00000166363	OR10A5
GO:0034249	negative regulation of cellular amide metabolic process	20	1965	ENSG00000134001	EIF2S1
GO:0016458	gene silencing	20	5605	ENSG00000126934	MAP2K2
GO:0006805	xenobiotic metabolic process	19	1548	ENSG00000255974	CYP2A6
GO:0021915	neural tube development	19	6659	ENSG00000124766	SOX4
GO:0030324	lung development	19	6662	ENSG00000125398	SOX9
GO:0030323	respiratory tube development	19	6662	ENSG00000125398	SOX9
GO:0030595	leukocyte chemotaxis	19	3577	ENSG00000163464	CXCR1
GO:0043543	protein acylation	19	1387	ENSG00000005339	CREBBP
GO:0061448	connective tissue development	19	59	ENSG00000107796	ACTA2
GO:1901617	organic hydroxy compound biosynthetic process	19	91734	ENSG00000148377	IDI2
GO:0008016	regulation of heart contraction	19	10021	ENSG00000138622	HCN4
GO:0021700	developmental maturation	19	6496	ENSG00000138083	SIX3
GO:0010976	positive regulation of neuron projection development	19	9820	ENSG00000044090	CUL7
GO:0001822	kidney development	19	6659	ENSG00000124766	SOX4
GO:0072331	signal transduction by p53 class mediator	19	6659	ENSG00000124766	SOX4
GO:1903522	regulation of blood circulation	19	10021	ENSG00000138622	HCN4
GO:0007204	positive regulation of cytosolic calcium ion concentration	19	805	ENSG00000143933	CALM2
GO:0007568	aging	19	5159	ENSG00000113721	PDGFRB
GO:0071496	cellular response to external stimulus	19	10325	ENSG00000083750	RRAGB
GO:0051235	maintenance of location	19	805	ENSG00000143933	CALM2
GO:0046677	response to antibiotic	19	6191	ENSG00000198034	RPS4X
GO:0032147	activation of protein kinase activity	19	7057	ENSG00000137801	THBS1
GO:0006959	humoral immune response	19	6037	ENSG00000169397	RNASE3
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	19	8321	ENSG00000157240	FZD1
GO:0030198	extracellular matrix organization	19	2247	ENSG00000138685	FGF2
GO:0001666	response to hypoxia	19	5581	ENSG00000171132	PRKCE
GO:0036293	response to decreased oxygen levels	19	5581	ENSG00000171132	PRKCE
GO:1903532	positive regulation of secretion by cell	19	4628	ENSG00000133026	MYH10
GO:0045765	regulation of angiogenesis	19	5140	ENSG00000152270	PDE3B
GO:0045787	positive regulation of cell cycle	19	1820	ENSG00000116017	ARID3A
GO:0032386	regulation of intracellular transport	19	8536	ENSG00000134072	CAMK1
GO:1901342	regulation of vasculature development	19	5140	ENSG00000152270	PDE3B
GO:0002697	regulation of immune effector process	19	200316	ENSG00000128394	APOBEC3F
GO:0050673	epithelial cell proliferation	19	6662	ENSG00000125398	SOX9
GO:1901990	regulation of mitotic cell cycle phase transition	19	1820	ENSG00000116017	ARID3A
GO:0002683	negative regulation of immune system process	19	7057	ENSG00000137801	THBS1
GO:0052547	regulation of peptidase activity	19	117584	ENSG00000092871	RFFL
GO:0042110	T cell activation	19	678	ENSG00000152518	ZFP36L2
GO:0043087	regulation of GTPase activity	19	8853	ENSG00000151693	ASAP2
GO:0021510	spinal cord development	18	3226	ENSG00000180818	HOXC10
GO:0042471	ear morphogenesis	18	6662	ENSG00000125398	SOX9
GO:0035270	endocrine system development	18	6659	ENSG00000124766	SOX4
GO:0035148	tube formation	18	79977	ENSG00000083307	GRHL2
GO:0035821	modification of morphology or physiology of other organism	18	5968	ENSG00000172023	REG1B
GO:0042594	response to starvation	18	10325	ENSG00000083750	RRAGB
GO:0048839	inner ear development	18	6662	ENSG00000125398	SOX9
GO:0048762	mesenchymal cell differentiation	18	6615	ENSG00000124216	SNAI1
GO:0031669	cellular response to nutrient levels	18	23710	ENSG00000139112	GABARAPL1
GO:0051701	interaction with host	18	3965	ENSG00000168961	LGALS9
GO:0019882	antigen processing and presentation	18	115827	ENSG00000152932	RAB3C
GO:0031668	cellular response to extracellular stimulus	18	23710	ENSG00000139112	GABARAPL1
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	18	56129	ENSG00000113212	PCDHB7
GO:0042063	gliogenesis	18	84630	ENSG00000146216	TTBK1
GO:0048511	rhythmic process	18	5156	ENSG00000134853	PDGFRA
GO:0051146	striated muscle cell differentiation	18	8538	ENSG00000043039	BARX2
GO:0071824	protein-DNA complex subunit organization	18	2966	ENSG00000145736	GTF2H2
GO:0030522	intracellular receptor signaling pathway	18	8611	ENSG00000067113	PLPP1
GO:0090305	nucleic acid phosphodiester bond hydrolysis	18	6036	ENSG00000169385	RNASE2
GO:0016236	macroautophagy	18	29979	ENSG00000135018	UBQLN1
GO:0034612	response to tumor necrosis factor	18	5700	ENSG00000100764	PSMC1
GO:0046879	hormone secretion	18	2746	ENSG00000148672	GLUD1
GO:0015849	organic acid transport	18	5565	ENSG00000131791	PRKAB2
GO:0046942	carboxylic acid transport	18	5565	ENSG00000131791	PRKAB2
GO:0033044	regulation of chromosome organization	18	54454	ENSG00000119778	ATAD2B
GO:0070997	neuron death	18	1965	ENSG00000134001	EIF2S1
GO:0009914	hormone transport	18	2746	ENSG00000148672	GLUD1
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	18	27316	ENSG00000147274	RBMX
GO:0000398	mRNA splicing, via spliceosome	18	27316	ENSG00000147274	RBMX
GO:0000375	RNA splicing, via transesterification reactions	18	27316	ENSG00000147274	RBMX
GO:0090130	tissue migration	18	2294	ENSG00000103241	FOXF1
GO:0032970	regulation of actin filament-based process	18	5159	ENSG00000113721	PDGFRB
GO:0006732	coenzyme metabolic process	18	135293	ENSG00000146281	PM20D2
GO:0007015	actin filament organization	18	829	ENSG00000116489	CAPZA1
GO:0006605	protein targeting	18	9512	ENSG00000105819	PMPCB
GO:0046394	carboxylic acid biosynthetic process	18	2194	ENSG00000169710	FASN
GO:0016053	organic acid biosynthetic process	18	2194	ENSG00000169710	FASN
GO:0045088	regulation of innate immune response	18	3965	ENSG00000168961	LGALS9
GO:0017148	negative regulation of translation	18	1965	ENSG00000134001	EIF2S1
GO:0043687	post-translational protein modification	18	55527	ENSG00000141965	FEM1A
GO:0051656	establishment of organelle localization	18	3797	ENSG00000084731	KIF3C
GO:0031349	positive regulation of defense response	18	51704	ENSG00000167191	GPRC5B
GO:0042326	negative regulation of phosphorylation	18	808	ENSG00000160014	CALM3
GO:0042326	negative regulation of phosphorylation	18	808	ENSG00000198668	CALM3
GO:0030901	midbrain development	17	80264	ENSG00000118620	ZNF430
GO:0045995	regulation of embryonic development	17	8324	ENSG00000155760	FZD7
GO:0050921	positive regulation of chemotaxis	17	7057	ENSG00000137801	THBS1
GO:0018210	peptidyl-threonine modification	17	805	ENSG00000143933	CALM2
GO:0016331	morphogenesis of embryonic epithelium	17	79977	ENSG00000083307	GRHL2
GO:0061138	morphogenesis of a branching epithelium	17	6662	ENSG00000125398	SOX9
GO:0006473	protein acetylation	17	1387	ENSG00000005339	CREBBP
GO:0015893	drug transport	17	81034	ENSG00000164933	SLC25A32
GO:0001763	morphogenesis of a branching structure	17	6662	ENSG00000125398	SOX9
GO:0042445	hormone metabolic process	17	10901	ENSG00000157326	DHRS4
GO:0048738	cardiac muscle tissue development	17	2247	ENSG00000138685	FGF2
GO:0051091	positive regulation of DNA binding transcription factor activity	17	89780	ENSG00000154342	WNT3A
GO:0031647	regulation of protein stability	17	6950	ENSG00000120438	TCP1
GO:0007162	negative regulation of cell adhesion	17	5140	ENSG00000152270	PDE3B
GO:0006457	protein folding	17	6950	ENSG00000120438	TCP1
GO:0045927	positive regulation of growth	17	2247	ENSG00000138685	FGF2
GO:0051258	protein polymerization	17	7111	ENSG00000136842	TMOD1
GO:0071356	cellular response to tumor necrosis factor	17	5700	ENSG00000100764	PSMC1
GO:0010038	response to metal ion	17	5595	ENSG00000102882	MAPK3
GO:1902903	regulation of supramolecular fiber organization	17	6712	ENSG00000173898	SPTBN2
GO:0009141	nucleoside triphosphate metabolic process	17	51715	ENSG00000112210	RAB23
GO:0010959	regulation of metal ion transport	17	808	ENSG00000160014	CALM3
GO:0010959	regulation of metal ion transport	17	808	ENSG00000198668	CALM3
GO:0050867	positive regulation of cell activation	17	3965	ENSG00000168961	LGALS9
GO:0060271	cilium assembly	17	3797	ENSG00000084731	KIF3C
GO:0044782	cilium organization	17	3797	ENSG00000084731	KIF3C
GO:0022407	regulation of cell-cell adhesion	17	3117	ENSG00000196735	HLA-DQA1
GO:0022407	regulation of cell-cell adhesion	17	3117	ENSG00000237541	HLA-DQA1
GO:0000280	nuclear division	17	23383	ENSG00000129933	MAU2
GO:0010256	endomembrane system organization	17	5605	ENSG00000126934	MAP2K2
GO:0001933	negative regulation of protein phosphorylation	17	808	ENSG00000160014	CALM3
GO:0001933	negative regulation of protein phosphorylation	17	808	ENSG00000198668	CALM3
GO:0048285	organelle fission	17	23383	ENSG00000129933	MAU2
GO:0002768	immune response-regulating cell surface receptor signaling pathway	17	5581	ENSG00000171132	PRKCE
GO:0060021	roof of mouth development	16	2295	ENSG00000137273	FOXF2
GO:0001676	long-chain fatty acid metabolic process	16	1549	ENSG00000198077	CYP2A7
GO:0001838	embryonic epithelial tube formation	16	79977	ENSG00000083307	GRHL2
GO:0072175	epithelial tube formation	16	79977	ENSG00000083307	GRHL2
GO:0007498	mesoderm development	16	55897	ENSG00000166823	MESP1
GO:0035107	appendage morphogenesis	16	79977	ENSG00000083307	GRHL2
GO:0035108	limb morphogenesis	16	79977	ENSG00000083307	GRHL2
GO:0035051	cardiocyte differentiation	16	5159	ENSG00000113721	PDGFRB
GO:0051100	negative regulation of binding	16	84630	ENSG00000146216	TTBK1
GO:0002685	regulation of leukocyte migration	16	3965	ENSG00000168961	LGALS9
GO:0097529	myeloid leukocyte migration	16	4323	ENSG00000157227	MMP14
GO:0007219	Notch signaling pathway	16	6662	ENSG00000125398	SOX9
GO:0060348	bone development	16	51141	ENSG00000125629	INSIG2
GO:0007626	locomotory behavior	16	2906	ENSG00000105464	GRIN2D
GO:0010001	glial cell differentiation	16	84630	ENSG00000146216	TTBK1
GO:0071229	cellular response to acid chemical	16	112	ENSG00000174233	ADCY6
GO:0045665	negative regulation of neuron differentiation	16	6496	ENSG00000138083	SIX3
GO:0006323	DNA packaging	16	9918	ENSG00000010292	NCAPD2
GO:0048588	developmental cell growth	16	91584	ENSG00000221866	PLXNA4
GO:0051054	positive regulation of DNA metabolic process	16	5159	ENSG00000113721	PDGFRB
GO:0030072	peptide hormone secretion	16	2746	ENSG00000148672	GLUD1
GO:0065004	protein-DNA complex assembly	16	7508	ENSG00000154767	XPC
GO:0071383	cellular response to steroid hormone stimulus	16	5458	ENSG00000151615	POU4F2
GO:0046883	regulation of hormone secretion	16	2746	ENSG00000148672	GLUD1
GO:1990778	protein localization to cell periphery	16	55327	ENSG00000148943	LIN7C
GO:0005996	monosaccharide metabolic process	16	5562	ENSG00000132356	PRKAA1
GO:0042113	B cell activation	16	89780	ENSG00000154342	WNT3A
GO:1901214	regulation of neuron death	16	56751	ENSG00000125492	BARHL1
GO:0043414	macromolecule methylation	16	25895	ENSG00000123427	EEF1AKMT3
GO:0031098	stress-activated protein kinase signaling cascade	16	5595	ENSG00000102882	MAPK3
GO:0070646	protein modification by small protein removal	16	84142	ENSG00000163322	ABRAXAS1
GO:0009205	purine ribonucleoside triphosphate metabolic process	16	5232	ENSG00000170950	PGK2
GO:0010506	regulation of autophagy	16	10325	ENSG00000083750	RRAGB
GO:0007018	microtubule-based movement	16	1176	ENSG00000177879	AP3S1
GO:0070372	regulation of ERK1 and ERK2 cascade	16	5595	ENSG00000102882	MAPK3
GO:0009199	ribonucleoside triphosphate metabolic process	16	5232	ENSG00000170950	PGK2
GO:0009144	purine nucleoside triphosphate metabolic process	16	5232	ENSG00000170950	PGK2
GO:0016485	protein processing	16	4325	ENSG00000156103	MMP16
GO:0006898	receptor-mediated endocytosis	16	89780	ENSG00000154342	WNT3A
GO:0032956	regulation of actin cytoskeleton organization	16	5159	ENSG00000113721	PDGFRB
GO:0043405	regulation of MAP kinase activity	16	5159	ENSG00000113721	PDGFRB
GO:0002696	positive regulation of leukocyte activation	16	8741	ENSG00000161955	TNFSF13
GO:0010876	lipid localization	16	79895	ENSG00000104043	ATP8B4
GO:0018108	peptidyl-tyrosine phosphorylation	16	5159	ENSG00000113721	PDGFRB
GO:0018212	peptidyl-tyrosine modification	16	5159	ENSG00000113721	PDGFRB
GO:0045785	positive regulation of cell adhesion	16	5881	ENSG00000169750	RAC3
GO:0052548	regulation of endopeptidase activity	16	89780	ENSG00000154342	WNT3A
GO:0021515	cell differentiation in spinal cord	15	64843	ENSG00000159556	ISL2
GO:0048663	neuron fate commitment	15	3226	ENSG00000180818	HOXC10
GO:0048675	axon extension	15	89780	ENSG00000154342	WNT3A
GO:0003014	renal system process	15	6927	ENSG00000135100	HNF1A
GO:0018107	peptidyl-threonine phosphorylation	15	808	ENSG00000160014	CALM3
GO:0018107	peptidyl-threonine phosphorylation	15	808	ENSG00000198668	CALM3
GO:0002687	positive regulation of leukocyte migration	15	3965	ENSG00000168961	LGALS9
GO:0060359	response to ammonium ion	15	5581	ENSG00000171132	PRKCE
GO:0001704	formation of primary germ layer	15	64321	ENSG00000164736	SOX17
GO:0009267	cellular response to starvation	15	5595	ENSG00000102882	MAPK3
GO:0009187	cyclic nucleotide metabolic process	15	5140	ENSG00000152270	PDE3B
GO:1990138	neuron projection extension	15	89780	ENSG00000154342	WNT3A
GO:0051302	regulation of cell division	15	64321	ENSG00000164736	SOX17
GO:0003205	cardiac chamber development	15	2294	ENSG00000103241	FOXF1
GO:0006475	internal protein amino acid acetylation	15	8850	ENSG00000114166	KAT2B
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	15	56129	ENSG00000113212	PCDHB7
GO:0050770	regulation of axonogenesis	15	91584	ENSG00000221866	PLXNA4
GO:0000910	cytokinesis	15	808	ENSG00000160014	CALM3
GO:0000910	cytokinesis	15	808	ENSG00000198668	CALM3
GO:0009408	response to heat	15	7057	ENSG00000137801	THBS1
GO:0071772	response to BMP	15	55997	ENSG00000136698	CFC1
GO:0071773	cellular response to BMP stimulus	15	55997	ENSG00000136698	CFC1
GO:1901796	regulation of signal transduction by p53 class mediator	15	26038	ENSG00000116254	CHD5
GO:0051216	cartilage development	15	5396	ENSG00000116132	PRRX1
GO:0006694	steroid biosynthetic process	15	2194	ENSG00000169710	FASN
GO:0048002	antigen processing and presentation of peptide antigen	15	10332	ENSG00000104938	CLEC4M
GO:0006333	chromatin assembly or disassembly	15	8467	ENSG00000153147	SMARCA5
GO:0050792	regulation of viral process	15	5479	ENSG00000166794	PPIB
GO:0030073	insulin secretion	15	5581	ENSG00000171132	PRKCE
GO:0090276	regulation of peptide hormone secretion	15	2746	ENSG00000148672	GLUD1
GO:0043393	regulation of protein binding	15	2033	ENSG00000100393	EP300
GO:0030178	negative regulation of Wnt signaling pathway	15	6496	ENSG00000138083	SIX3
GO:0016358	dendrite development	15	6801	ENSG00000115808	STRN
GO:0033500	carbohydrate homeostasis	15	1584	ENSG00000160882	CYP11B1
GO:0042593	glucose homeostasis	15	1584	ENSG00000160882	CYP11B1
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	15	5479	ENSG00000166794	PPIB
GO:0000302	response to reactive oxygen species	15	5595	ENSG00000102882	MAPK3
GO:0042180	cellular ketone metabolic process	15	5581	ENSG00000171132	PRKCE
GO:0046777	protein autophosphorylation	15	805	ENSG00000143933	CALM2
GO:0034504	protein localization to nucleus	15	3839	ENSG00000102753	KPNA3
GO:0043406	positive regulation of MAP kinase activity	15	5159	ENSG00000113721	PDGFRB
GO:0140014	mitotic nuclear division	15	23383	ENSG00000129933	MAU2
GO:0034976	response to endoplasmic reticulum stress	15	7057	ENSG00000137801	THBS1
GO:0016579	protein deubiquitination	15	84142	ENSG00000163322	ABRAXAS1
GO:0072330	monocarboxylic acid biosynthetic process	15	5562	ENSG00000132356	PRKAA1
GO:1904062	regulation of cation transmembrane transport	15	805	ENSG00000143933	CALM2
GO:0030098	lymphocyte differentiation	15	4066	ENSG00000104903	LYL1
GO:0048871	multicellular organismal homeostasis	15	112	ENSG00000174233	ADCY6
GO:0051056	regulation of small GTPase mediated signal transduction	15	5159	ENSG00000113721	PDGFRB
GO:0051271	negative regulation of cellular component movement	15	89780	ENSG00000154342	WNT3A
GO:0006869	lipid transport	15	79895	ENSG00000104043	ATP8B4
GO:0040013	negative regulation of locomotion	15	89780	ENSG00000154342	WNT3A
GO:0006790	sulfur compound metabolic process	15	2194	ENSG00000169710	FASN
GO:0002429	immune response-activating cell surface receptor signaling pathway	15	5581	ENSG00000171132	PRKCE
GO:0046486	glycerolipid metabolic process	15	2247	ENSG00000138685	FGF2
GO:0019748	secondary metabolic process	14	283652	ENSG00000188467	SLC24A5
GO:0048704	embryonic skeletal system morphogenesis	14	5396	ENSG00000116132	PRRX1
GO:0009953	dorsal/ventral pattern formation	14	6496	ENSG00000138083	SIX3
GO:0042472	inner ear morphogenesis	14	51141	ENSG00000125629	INSIG2
GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	14	5196	ENSG00000163737	PF4
GO:0002688	regulation of leukocyte chemotaxis	14	5196	ENSG00000163737	PF4
GO:0072089	stem cell proliferation	14	89780	ENSG00000154342	WNT3A
GO:0007368	determination of left/right symmetry	14	7547	ENSG00000156925	ZIC3
GO:0048706	embryonic skeletal system development	14	5396	ENSG00000116132	PRRX1
GO:0003206	cardiac chamber morphogenesis	14	2294	ENSG00000103241	FOXF1
GO:0051291	protein heterooligomerization	14	4144	ENSG00000168906	MAT2A
GO:0009855	determination of bilateral symmetry	14	7547	ENSG00000156925	ZIC3
GO:0009799	specification of symmetry	14	7547	ENSG00000156925	ZIC3
GO:0034605	cellular response to heat	14	7057	ENSG00000137801	THBS1
GO:0042737	drug catabolic process	14	1562	ENSG00000108242	CYP2C18
GO:0072006	nephron development	14	3237	ENSG00000128713	HOXD11
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	14	5458	ENSG00000151615	POU4F2
GO:0048592	eye morphogenesis	14	2295	ENSG00000137273	FOXF2
GO:0035567	non-canonical Wnt signaling pathway	14	8324	ENSG00000155760	FZD7
GO:0060401	cytosolic calcium ion transport	14	808	ENSG00000160014	CALM3
GO:0060401	cytosolic calcium ion transport	14	808	ENSG00000198668	CALM3
GO:0030168	platelet activation	14	5595	ENSG00000102882	MAPK3
