GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0140014	mitotic nuclear division	10	23113	ENSG00000112659	CUL9
GO:0051258	protein polymerization	10	7111	ENSG00000136842	TMOD1
GO:0072330	monocarboxylic acid biosynthetic process	10	5230	ENSG00000102144	PGK1
GO:0000209	protein polyubiquitination	10	5700	ENSG00000100764	PSMC1
GO:0007568	aging	10	10498	ENSG00000142453	CARM1
GO:1904062	regulation of cation transmembrane transport	10	29979	ENSG00000135018	UBQLN1
GO:0009416	response to light stimulus	10	2780	ENSG00000134183	GNAT2
GO:0001505	regulation of neurotransmitter levels	10	2644	ENSG00000137880	GCHFR
GO:0001701	in utero embryonic development	10	89780	ENSG00000154342	WNT3A
GO:0071375	cellular response to peptide hormone stimulus	10	113	ENSG00000121281	ADCY7
GO:0051251	positive regulation of lymphocyte activation	10	3965	ENSG00000168961	LGALS9
GO:0046677	response to antibiotic	10	3039	ENSG00000206172	HBA1
GO:0006959	humoral immune response	10	7784	ENSG00000188372	ZP3
GO:0006869	lipid transport	10	79895	ENSG00000104043	ATP8B4
GO:0035194	posttranscriptional gene silencing by RNA	10	3021	ENSG00000132475	H3F3B
GO:0016441	posttranscriptional gene silencing	10	3021	ENSG00000132475	H3F3B
GO:1901653	cellular response to peptide	10	113	ENSG00000121281	ADCY7
GO:0006790	sulfur compound metabolic process	10	641371	ENSG00000184227	ACOT1
GO:0010876	lipid localization	10	79895	ENSG00000104043	ATP8B4
GO:0031047	gene silencing by RNA	10	3021	ENSG00000132475	H3F3B
GO:0045785	positive regulation of cell adhesion	10	9270	ENSG00000119185	ITGB1BP1
GO:0060249	anatomical structure homeostasis	10	57030	ENSG00000104888	SLC17A7
GO:0050727	regulation of inflammatory response	10	55527	ENSG00000141965	FEM1A
GO:0009100	glycoprotein metabolic process	10	2673	ENSG00000198380	GFPT1
GO:0052548	regulation of endopeptidase activity	10	7057	ENSG00000137801	THBS1
GO:0002429	immune response-activating cell surface receptor signaling pathway	10	2033	ENSG00000100393	EP300
GO:0042110	T cell activation	10	7784	ENSG00000188372	ZP3
GO:0006644	phospholipid metabolic process	10	5156	ENSG00000134853	PDGFRA
GO:0002768	immune response-regulating cell surface receptor signaling pathway	10	2033	ENSG00000100393	EP300
GO:0048645	animal organ formation	9	89780	ENSG00000154342	WNT3A
GO:0072384	organelle transport along microtubule	9	26958	ENSG00000158623	COPG2
GO:0045815	positive regulation of gene expression, epigenetic	9	29028	ENSG00000156802	ATAD2
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	9	9371	ENSG00000101350	KIF3B
GO:0001708	cell fate specification	9	6495	ENSG00000126778	SIX1
GO:0002690	positive regulation of leukocyte chemotaxis	9	7057	ENSG00000137801	THBS1
GO:0043331	response to dsRNA	9	27161	ENSG00000123908	AGO2
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	9	829	ENSG00000116489	CAPZA1
GO:0072089	stem cell proliferation	9	6926	ENSG00000135111	TBX3
GO:1903825	organic acid transmembrane transport	9	83884	ENSG00000120329	SLC25A2
GO:1905039	carboxylic acid transmembrane transport	9	83884	ENSG00000120329	SLC25A2
GO:0051225	spindle assembly	9	9371	ENSG00000101350	KIF3B
GO:0035270	endocrine system development	9	6495	ENSG00000126778	SIX1
GO:0007006	mitochondrial membrane organization	9	7533	ENSG00000128245	YWHAH
GO:0034605	cellular response to heat	9	2033	ENSG00000100393	EP300
GO:0042737	drug catabolic process	9	3039	ENSG00000206172	HBA1
GO:0001837	epithelial to mesenchymal transition	9	6662	ENSG00000125398	SOX9
GO:0010970	transport along microtubule	9	26958	ENSG00000158623	COPG2
GO:0099111	microtubule-based transport	9	26958	ENSG00000158623	COPG2
GO:0050806	positive regulation of synaptic transmission	9	5594	ENSG00000100030	MAPK1
GO:0019935	cyclic-nucleotide-mediated signaling	9	6662	ENSG00000125398	SOX9
GO:0051170	import into nucleus	9	3839	ENSG00000102753	KPNA3
GO:0050770	regulation of axonogenesis	9	57643	ENSG00000162415	ZSWIM5
GO:0030177	positive regulation of Wnt signaling pathway	9	5700	ENSG00000100764	PSMC1
GO:0071346	cellular response to interferon-gamma	9	3117	ENSG00000196735	HLA-DQA1
GO:0071346	cellular response to interferon-gamma	9	3117	ENSG00000237541	HLA-DQA1
GO:0090090	negative regulation of canonical Wnt signaling pathway	9	9096	ENSG00000112837	TBX18
GO:0009408	response to heat	9	2033	ENSG00000100393	EP300
GO:0071466	cellular response to xenobiotic stimulus	9	1548	ENSG00000255974	CYP2A6
GO:0016052	carbohydrate catabolic process	9	5230	ENSG00000102144	PGK1
GO:1905330	regulation of morphogenesis of an epithelium	9	6909	ENSG00000121068	TBX2
GO:0007369	gastrulation	9	89780	ENSG00000154342	WNT3A
GO:1900542	regulation of purine nucleotide metabolic process	9	808	ENSG00000160014	CALM3
GO:0007623	circadian rhythm	9	2033	ENSG00000100393	EP300
GO:0017038	protein import	9	6496	ENSG00000138083	SIX3
GO:0006140	regulation of nucleotide metabolic process	9	808	ENSG00000160014	CALM3
GO:0045665	negative regulation of neuron differentiation	9	89780	ENSG00000154342	WNT3A
GO:0006323	DNA packaging	9	440093	ENSG00000188375	H3F3C
GO:0043624	cellular protein complex disassembly	9	830	ENSG00000198898	CAPZA2
GO:0048588	developmental cell growth	9	91584	ENSG00000221866	PLXNA4
GO:0032872	regulation of stress-activated MAPK cascade	9	5594	ENSG00000100030	MAPK1
GO:0070302	regulation of stress-activated protein kinase signaling cascade	9	5594	ENSG00000100030	MAPK1
GO:0051924	regulation of calcium ion transport	9	808	ENSG00000160014	CALM3
GO:0042180	cellular ketone metabolic process	9	5700	ENSG00000100764	PSMC1
GO:0006403	RNA localization	9	55339	ENSG00000136709	WDR33
GO:0032412	regulation of ion transmembrane transporter activity	9	29979	ENSG00000135018	UBQLN1
GO:0048872	homeostasis of number of cells	9	6662	ENSG00000125398	SOX9
GO:0007611	learning or memory	9	57030	ENSG00000104888	SLC17A7
GO:0022898	regulation of transmembrane transporter activity	9	29979	ENSG00000135018	UBQLN1
GO:0043270	positive regulation of ion transport	9	808	ENSG00000160014	CALM3
GO:0006813	potassium ion transport	9	10021	ENSG00000138622	HCN4
GO:0009108	coenzyme biosynthetic process	9	5230	ENSG00000102144	PGK1
GO:0046578	regulation of Ras protein signal transduction	9	7204	ENSG00000038382	TRIO
GO:0006836	neurotransmitter transport	9	57030	ENSG00000104888	SLC17A7
GO:0034504	protein localization to nucleus	9	6662	ENSG00000125398	SOX9
GO:0032409	regulation of transporter activity	9	29979	ENSG00000135018	UBQLN1
GO:0044262	cellular carbohydrate metabolic process	9	2648	ENSG00000108773	KAT2A
GO:0006486	protein glycosylation	9	2589	ENSG00000141429	GALNT1
GO:0043413	macromolecule glycosylation	9	2589	ENSG00000141429	GALNT1
GO:0070085	glycosylation	9	2589	ENSG00000141429	GALNT1
GO:0050890	cognition	9	57030	ENSG00000104888	SLC17A7
GO:0051146	striated muscle cell differentiation	9	5156	ENSG00000134853	PDGFRA
GO:0002758	innate immune response-activating signal transduction	9	29979	ENSG00000135018	UBQLN1
GO:0034599	cellular response to oxidative stress	9	29979	ENSG00000135018	UBQLN1
GO:0051188	cofactor biosynthetic process	9	5230	ENSG00000102144	PGK1
GO:0002218	activation of innate immune response	9	29979	ENSG00000135018	UBQLN1
GO:0046879	hormone secretion	9	8997	ENSG00000160145	KALRN
GO:0070997	neuron death	9	89780	ENSG00000154342	WNT3A
GO:0009914	hormone transport	9	8997	ENSG00000160145	KALRN
GO:0050863	regulation of T cell activation	9	3965	ENSG00000168961	LGALS9
GO:0006909	phagocytosis	9	57118	ENSG00000183049	CAMK1D
GO:0032956	regulation of actin cytoskeleton organization	9	5159	ENSG00000113721	PDGFRB
GO:0010038	response to metal ion	9	7057	ENSG00000137801	THBS1
GO:0022412	cellular process involved in reproduction in multicellular organism	9	22932	ENSG00000146707	POMZP3
GO:0009101	glycoprotein biosynthetic process	9	2589	ENSG00000141429	GALNT1
GO:0035195	gene silencing by miRNA	9	3021	ENSG00000132475	H3F3B
GO:0045089	positive regulation of innate immune response	9	29979	ENSG00000135018	UBQLN1
GO:0042176	regulation of protein catabolic process	9	1452	ENSG00000113712	CSNK1A1
GO:0045787	positive regulation of cell cycle	9	2033	ENSG00000100393	EP300
GO:1901987	regulation of cell cycle phase transition	9	7532	ENSG00000170027	YWHAG
GO:0051346	negative regulation of hydrolase activity	9	7057	ENSG00000137801	THBS1
GO:1902667	regulation of axon guidance	8	57643	ENSG00000162415	ZSWIM5
GO:0045652	regulation of megakaryocyte differentiation	8	2033	ENSG00000100393	EP300
GO:1900034	regulation of cellular response to heat	8	2033	ENSG00000100393	EP300
GO:0030219	megakaryocyte differentiation	8	2033	ENSG00000100393	EP300
GO:0031623	receptor internalization	8	29978	ENSG00000188021	UBQLN2
GO:0030901	midbrain development	8	7533	ENSG00000128245	YWHAH
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	8	830	ENSG00000198898	CAPZA2
GO:0042472	inner ear morphogenesis	8	6662	ENSG00000125398	SOX9
GO:0021510	spinal cord development	8	89884	ENSG00000121454	LHX4
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	8	830	ENSG00000198898	CAPZA2
GO:1903828	negative regulation of cellular protein localization	8	58489	ENSG00000136379	ABHD17C
GO:0071621	granulocyte chemotaxis	8	7057	ENSG00000137801	THBS1
GO:0060964	regulation of gene silencing by miRNA	8	3021	ENSG00000132475	H3F3B
GO:0048675	axon extension	8	5362	ENSG00000076356	PLXNA2
GO:0060147	regulation of posttranscriptional gene silencing	8	3021	ENSG00000132475	H3F3B
GO:0060966	regulation of gene silencing by RNA	8	3021	ENSG00000132475	H3F3B
GO:0042303	molting cycle	8	6662	ENSG00000125398	SOX9
GO:0042633	hair cycle	8	6662	ENSG00000125398	SOX9
GO:0003014	renal system process	8	113	ENSG00000121281	ADCY7
GO:0019079	viral genome replication	8	200315	ENSG00000128383	APOBEC3A
GO:0019751	polyol metabolic process	8	3632	ENSG00000068383	INPP5A
GO:0097530	granulocyte migration	8	7057	ENSG00000137801	THBS1
GO:0045995	regulation of embryonic development	8	9096	ENSG00000112837	TBX18
GO:0008637	apoptotic mitochondrial changes	8	7532	ENSG00000170027	YWHAG
GO:0097553	calcium ion transmembrane import into cytosol	8	2906	ENSG00000105464	GRIN2D
GO:0007586	digestion	8	5222	ENSG00000256713	PGA5
GO:0051494	negative regulation of cytoskeleton organization	8	7111	ENSG00000136842	TMOD1
GO:0072006	nephron development	8	6662	ENSG00000125398	SOX9
GO:1903900	regulation of viral life cycle	8	200315	ENSG00000128383	APOBEC3A
GO:0030879	mammary gland development	8	6909	ENSG00000121068	TBX2
GO:0046165	alcohol biosynthetic process	8	91734	ENSG00000148377	IDI2
GO:2000241	regulation of reproductive process	8	6662	ENSG00000125398	SOX9
GO:0048592	eye morphogenesis	8	6662	ENSG00000125398	SOX9
GO:0060402	calcium ion transport into cytosol	8	2906	ENSG00000105464	GRIN2D
GO:0014074	response to purine-containing compound	8	10021	ENSG00000138622	HCN4
GO:0009451	RNA modification	8	9582	ENSG00000179750	APOBEC3B
GO:0019933	cAMP-mediated signaling	8	6662	ENSG00000125398	SOX9
GO:0034620	cellular response to unfolded protein	8	9820	ENSG00000044090	CUL7
GO:0035107	appendage morphogenesis	8	6926	ENSG00000135111	TBX3
GO:0035108	limb morphogenesis	8	6926	ENSG00000135111	TBX3
GO:1990138	neuron projection extension	8	5362	ENSG00000076356	PLXNA2
GO:0048754	branching morphogenesis of an epithelial tube	8	6662	ENSG00000125398	SOX9
GO:1900371	regulation of purine nucleotide biosynthetic process	8	2773	ENSG00000065135	GNAI3
GO:0030808	regulation of nucleotide biosynthetic process	8	2773	ENSG00000065135	GNAI3
GO:0051302	regulation of cell division	8	2247	ENSG00000138685	FGF2
GO:0060401	cytosolic calcium ion transport	8	2906	ENSG00000105464	GRIN2D
GO:0030168	platelet activation	8	5595	ENSG00000102882	MAPK3
GO:1902115	regulation of organelle assembly	8	8850	ENSG00000114166	KAT2B
GO:1902275	regulation of chromatin organization	8	2648	ENSG00000108773	KAT2A
GO:1905475	regulation of protein localization to membrane	8	23433	ENSG00000119729	RHOQ
GO:0008361	regulation of cell size	8	10723	ENSG00000113504	SLC12A7
GO:0050807	regulation of synapse organization	8	8536	ENSG00000134072	CAMK1
GO:0035967	cellular response to topologically incorrect protein	8	9820	ENSG00000044090	CUL7
GO:0016525	negative regulation of angiogenesis	8	7058	ENSG00000186340	THBS2
GO:0009142	nucleoside triphosphate biosynthetic process	8	5232	ENSG00000170950	PGK2
GO:0000910	cytokinesis	8	9371	ENSG00000101350	KIF3B
GO:0032200	telomere organization	8	79008	ENSG00000181625	SLX1B
GO:0043112	receptor metabolic process	8	29978	ENSG00000188021	UBQLN2
GO:2000181	negative regulation of blood vessel morphogenesis	8	7058	ENSG00000186340	THBS2
GO:0002699	positive regulation of immune effector process	8	7784	ENSG00000188372	ZP3
GO:1901343	negative regulation of vasculature development	8	7058	ENSG00000186340	THBS2
GO:0007179	transforming growth factor beta receptor signaling pathway	8	8928	ENSG00000160973	FOXH1
GO:0030278	regulation of ossification	8	5595	ENSG00000102882	MAPK3
GO:0006367	transcription initiation from RNA polymerase II promoter	8	4853	ENSG00000134250	NOTCH2
GO:0006338	chromatin remodeling	8	26038	ENSG00000116254	CHD5
GO:0031032	actomyosin structure organization	8	4628	ENSG00000133026	MYH10
GO:0070555	response to interleukin-1	8	57161	ENSG00000139946	PELI2
GO:0045766	positive regulation of angiogenesis	8	2247	ENSG00000138685	FGF2
GO:0010001	glial cell differentiation	8	6663	ENSG00000100146	SOX10
GO:0050657	nucleic acid transport	8	55339	ENSG00000136709	WDR33
GO:0050658	RNA transport	8	55339	ENSG00000136709	WDR33
GO:0007188	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	8	2780	ENSG00000134183	GNAT2
GO:0051236	establishment of RNA localization	8	55339	ENSG00000136709	WDR33
GO:0090276	regulation of peptide hormone secretion	8	292	ENSG00000005022	SLC25A5
GO:0051048	negative regulation of secretion	8	3965	ENSG00000168961	LGALS9
GO:0045444	fat cell differentiation	8	10498	ENSG00000142453	CARM1
GO:0071804	cellular potassium ion transport	8	10021	ENSG00000138622	HCN4
GO:0071805	potassium ion transmembrane transport	8	10021	ENSG00000138622	HCN4
GO:0033002	muscle cell proliferation	8	5159	ENSG00000113721	PDGFRB
GO:0045732	positive regulation of protein catabolic process	8	1452	ENSG00000113712	CSNK1A1
GO:1904018	positive regulation of vasculature development	8	2247	ENSG00000138685	FGF2
GO:0046488	phosphatidylinositol metabolic process	8	5159	ENSG00000113721	PDGFRB
GO:0034329	cell junction assembly	8	5586	ENSG00000065243	PKN2
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	8	7057	ENSG00000137801	THBS1
GO:0030072	peptide hormone secretion	8	292	ENSG00000005022	SLC25A5
GO:0045926	negative regulation of growth	8	4881	ENSG00000169418	NPR1
GO:0031503	protein-containing complex localization	8	3797	ENSG00000084731	KIF3C
GO:2000116	regulation of cysteine-type endopeptidase activity	8	7057	ENSG00000137801	THBS1
GO:0072593	reactive oxygen species metabolic process	8	5159	ENSG00000113721	PDGFRB
GO:0022409	positive regulation of cell-cell adhesion	8	3117	ENSG00000196735	HLA-DQA1
GO:0022409	positive regulation of cell-cell adhesion	8	3117	ENSG00000237541	HLA-DQA1
GO:0031334	positive regulation of protein complex assembly	8	5700	ENSG00000100764	PSMC1
GO:0042063	gliogenesis	8	6663	ENSG00000100146	SOX10
GO:0071383	cellular response to steroid hormone stimulus	8	6663	ENSG00000100146	SOX10
GO:0033157	regulation of intracellular protein transport	8	8536	ENSG00000134072	CAMK1
GO:0046883	regulation of hormone secretion	8	292	ENSG00000005022	SLC25A5
GO:0006469	negative regulation of protein kinase activity	8	5585	ENSG00000123143	PKN1
GO:0034330	cell junction organization	8	5586	ENSG00000065243	PKN2
GO:0005996	monosaccharide metabolic process	8	4351	ENSG00000178802	MPI
GO:0007548	sex differentiation	8	5156	ENSG00000134853	PDGFRA
GO:0042113	B cell activation	8	2033	ENSG00000100393	EP300
GO:1901214	regulation of neuron death	8	89780	ENSG00000154342	WNT3A
GO:0030258	lipid modification	8	2247	ENSG00000138685	FGF2
GO:0033673	negative regulation of kinase activity	8	5585	ENSG00000123143	PKN1
GO:0071824	protein-DNA complex subunit organization	8	26038	ENSG00000116254	CHD5
GO:1903311	regulation of mRNA metabolic process	8	10140	ENSG00000141232	TOB1
GO:0097193	intrinsic apoptotic signaling pathway	8	29979	ENSG00000135018	UBQLN1
GO:0042742	defense response to bacterium	8	503841	ENSG00000187082	DEFB106B
GO:0043414	macromolecule methylation	8	55798	ENSG00000165055	METTL2B
GO:0030336	negative regulation of cell migration	8	2247	ENSG00000138685	FGF2
GO:1903037	regulation of leukocyte cell-cell adhesion	8	3117	ENSG00000196735	HLA-DQA1
GO:1903037	regulation of leukocyte cell-cell adhesion	8	3117	ENSG00000237541	HLA-DQA1
GO:0051348	negative regulation of transferase activity	8	5585	ENSG00000123143	PKN1
GO:2000146	negative regulation of cell motility	8	2247	ENSG00000138685	FGF2
GO:0002449	lymphocyte mediated immunity	8	200558	ENSG00000169621	APLF
GO:0051260	protein homooligomerization	8	63826	ENSG00000167720	SRR
GO:0090130	tissue migration	8	2294	ENSG00000103241	FOXF1
GO:0007159	leukocyte cell-cell adhesion	8	3117	ENSG00000196735	HLA-DQA1
GO:0007159	leukocyte cell-cell adhesion	8	3117	ENSG00000237541	HLA-DQA1
GO:0042254	ribosome biogenesis	8	23560	ENSG00000107937	GTPBP4
GO:0050678	regulation of epithelial cell proliferation	8	89780	ENSG00000154342	WNT3A
GO:0006650	glycerophospholipid metabolic process	8	5159	ENSG00000113721	PDGFRB
GO:0006520	cellular amino acid metabolic process	8	2673	ENSG00000198380	GFPT1
GO:0007015	actin filament organization	8	829	ENSG00000116489	CAPZA1
GO:0016050	vesicle organization	8	9519	ENSG00000028839	TBPL1
GO:0016311	dephosphorylation	8	808	ENSG00000160014	CALM3
GO:0002521	leukocyte differentiation	8	2033	ENSG00000100393	EP300
GO:0072132	mesenchyme morphogenesis	7	89780	ENSG00000154342	WNT3A
GO:0071622	regulation of granulocyte chemotaxis	7	7057	ENSG00000137801	THBS1
GO:0021515	cell differentiation in spinal cord	7	89884	ENSG00000121454	LHX4
GO:0071242	cellular response to ammonium ion	7	5595	ENSG00000102882	MAPK3
GO:1904888	cranial skeletal system development	7	4325	ENSG00000156103	MMP16
GO:0019748	secondary metabolic process	7	1548	ENSG00000255974	CYP2A6
GO:0030810	positive regulation of nucleotide biosynthetic process	7	5562	ENSG00000132356	PRKAA1
GO:1900373	positive regulation of purine nucleotide biosynthetic process	7	5562	ENSG00000132356	PRKAA1
GO:1901983	regulation of protein acetylation	7	2648	ENSG00000108773	KAT2A
GO:0014032	neural crest cell development	7	3670	ENSG00000016082	ISL1
GO:0014031	mesenchymal cell development	7	3670	ENSG00000016082	ISL1
GO:0048864	stem cell development	7	3670	ENSG00000016082	ISL1
GO:0003151	outflow tract morphogenesis	7	6926	ENSG00000135111	TBX3
GO:1903779	regulation of cardiac conduction	7	4882	ENSG00000159899	NPR2
GO:0014033	neural crest cell differentiation	7	3670	ENSG00000016082	ISL1
GO:0046902	regulation of mitochondrial membrane permeability	7	292	ENSG00000005022	SLC25A5
GO:1901879	regulation of protein depolymerization	7	830	ENSG00000198898	CAPZA2
GO:0050772	positive regulation of axonogenesis	7	91584	ENSG00000221866	PLXNA4
GO:0045833	negative regulation of lipid metabolic process	7	3638	ENSG00000186480	INSIG1
GO:0045981	positive regulation of nucleotide metabolic process	7	5562	ENSG00000132356	PRKAA1
GO:0090559	regulation of membrane permeability	7	292	ENSG00000005022	SLC25A5
GO:1900544	positive regulation of purine nucleotide metabolic process	7	5562	ENSG00000132356	PRKAA1
GO:1902476	chloride transmembrane transport	7	2557	ENSG00000109158	GABRA4
GO:0015748	organophosphate ester transport	7	79895	ENSG00000104043	ATP8B4
GO:0032006	regulation of TOR signaling	7	5562	ENSG00000132356	PRKAA1
GO:0035282	segmentation	7	6926	ENSG00000135111	TBX3
GO:0051261	protein depolymerization	7	830	ENSG00000198898	CAPZA2
GO:0052652	cyclic purine nucleotide metabolic process	7	808	ENSG00000160014	CALM3
GO:0009190	cyclic nucleotide biosynthetic process	7	808	ENSG00000160014	CALM3
GO:0043244	regulation of protein complex disassembly	7	830	ENSG00000198898	CAPZA2
GO:0046058	cAMP metabolic process	7	808	ENSG00000160014	CALM3
GO:0098661	inorganic anion transmembrane transport	7	2557	ENSG00000109158	GABRA4
GO:0006821	chloride transport	7	2557	ENSG00000109158	GABRA4
GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	7	3840	ENSG00000186432	KPNA4
GO:0048593	camera-type eye morphogenesis	7	2295	ENSG00000137273	FOXF2
GO:0006353	DNA-templated transcription, termination	7	23283	ENSG00000177613	CSTF2T
GO:0031929	TOR signaling	7	5562	ENSG00000132356	PRKAA1
GO:0007052	mitotic spindle organization	7	8658	ENSG00000173273	TNKS
GO:0046718	viral entry into host cell	7	3965	ENSG00000168961	LGALS9
GO:0034763	negative regulation of transmembrane transport	7	808	ENSG00000160014	CALM3
GO:0006342	chromatin silencing	7	55051	ENSG00000119720	NRDE2
GO:2001251	negative regulation of chromosome organization	7	29028	ENSG00000156802	ATAD2
GO:0003206	cardiac chamber morphogenesis	7	4853	ENSG00000134250	NOTCH2
GO:0051291	protein heterooligomerization	7	3039	ENSG00000206172	HBA1
GO:0009581	detection of external stimulus	7	2780	ENSG00000134183	GNAT2
GO:0030968	endoplasmic reticulum unfolded protein response	7	9820	ENSG00000044090	CUL7
GO:0007498	mesoderm development	7	6926	ENSG00000135111	TBX3
GO:1902850	microtubule cytoskeleton organization involved in mitosis	7	8658	ENSG00000173273	TNKS
GO:0048565	digestive tract development	7	2295	ENSG00000137273	FOXF2
GO:0048813	dendrite morphogenesis	7	51473	ENSG00000146038	DCDC2
GO:0051053	negative regulation of DNA metabolic process	7	3980	ENSG00000005156	LIG3
GO:0006090	pyruvate metabolic process	7	63826	ENSG00000167720	SRR
GO:0030260	entry into host cell	7	3965	ENSG00000168961	LGALS9
GO:0044409	entry into host	7	3965	ENSG00000168961	LGALS9
GO:0051806	entry into cell of other organism involved in symbiotic interaction	7	3965	ENSG00000168961	LGALS9
GO:0051828	entry into other organism involved in symbiotic interaction	7	3965	ENSG00000168961	LGALS9
GO:0050773	regulation of dendrite development	7	9820	ENSG00000044090	CUL7
GO:0006865	amino acid transport	7	9057	ENSG00000103064	SLC7A6
GO:0090263	positive regulation of canonical Wnt signaling pathway	7	51704	ENSG00000167191	GPRC5B
GO:0030518	intracellular steroid hormone receptor signaling pathway	7	7533	ENSG00000128245	YWHAH
GO:0042542	response to hydrogen peroxide	7	3840	ENSG00000186432	KPNA4
GO:0045814	negative regulation of gene expression, epigenetic	7	55051	ENSG00000119720	NRDE2
GO:0060041	retina development in camera-type eye	7	6662	ENSG00000125398	SOX9
GO:0072073	kidney epithelium development	7	2247	ENSG00000138685	FGF2
GO:2000736	regulation of stem cell differentiation	7	5156	ENSG00000134853	PDGFRA
GO:0006754	ATP biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0090501	RNA phosphodiester bond hydrolysis	7	55720	ENSG00000167721	TSR1
GO:0006606	protein import into nucleus	7	3839	ENSG00000102753	KPNA3
GO:0035148	tube formation	7	2648	ENSG00000108773	KAT2A
GO:0044344	cellular response to fibroblast growth factor stimulus	7	5438	ENSG00000105258	POLR2I
GO:0055123	digestive system development	7	2295	ENSG00000137273	FOXF2
GO:0035725	sodium ion transmembrane transport	7	7533	ENSG00000128245	YWHAH
GO:0016331	morphogenesis of embryonic epithelium	7	2648	ENSG00000108773	KAT2A
GO:0051028	mRNA transport	7	55110	ENSG00000111196	MAGOHB
GO:0071695	anatomical structure maturation	7	5139	ENSG00000172572	PDE3A
GO:0071774	response to fibroblast growth factor	7	5438	ENSG00000105258	POLR2I
GO:0007416	synapse assembly	7	56127	ENSG00000177839	PCDHB9
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0009145	purine nucleoside triphosphate biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0035567	non-canonical Wnt signaling pathway	7	27161	ENSG00000123908	AGO2
GO:0021915	neural tube development	7	2648	ENSG00000108773	KAT2A
GO:0003205	cardiac chamber development	7	4853	ENSG00000134250	NOTCH2
GO:0048015	phosphatidylinositol-mediated signaling	7	5156	ENSG00000134853	PDGFRA
GO:0055067	monovalent inorganic cation homeostasis	7	57468	ENSG00000124140	SLC12A5
GO:0009201	ribonucleoside triphosphate biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0050821	protein stabilization	7	23560	ENSG00000107937	GTPBP4
GO:2001242	regulation of intrinsic apoptotic signaling pathway	7	80237	ENSG00000128886	ELL3
GO:0048017	inositol lipid-mediated signaling	7	5156	ENSG00000134853	PDGFRA
GO:1901568	fatty acid derivative metabolic process	7	23205	ENSG00000103740	ACSBG1
GO:0031497	chromatin assembly	7	8467	ENSG00000153147	SMARCA5
GO:0007519	skeletal muscle tissue development	7	9318	ENSG00000166200	COPS2
GO:0009127	purine nucleoside monophosphate biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0048469	cell maturation	7	6496	ENSG00000138083	SIX3
GO:0046890	regulation of lipid biosynthetic process	7	3638	ENSG00000186480	INSIG1
GO:0002703	regulation of leukocyte mediated immunity	7	6318	ENSG00000206073	SERPINB4
GO:0043433	negative regulation of DNA binding transcription factor activity	7	8928	ENSG00000160973	FOXH1
GO:0030308	negative regulation of cell growth	7	54879	ENSG00000007341	ST7L
GO:0071347	cellular response to interleukin-1	7	57161	ENSG00000139946	PELI2
GO:0019722	calcium-mediated signaling	7	2905	ENSG00000161509	GRIN2C
GO:0035265	organ growth	7	6662	ENSG00000125398	SOX9
GO:0043901	negative regulation of multi-organism process	7	7784	ENSG00000188372	ZP3
GO:0050796	regulation of insulin secretion	7	291	ENSG00000151729	SLC25A4
GO:0060538	skeletal muscle organ development	7	9318	ENSG00000166200	COPS2
GO:0034728	nucleosome organization	7	26038	ENSG00000116254	CHD5
GO:0009156	ribonucleoside monophosphate biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0048639	positive regulation of developmental growth	7	2247	ENSG00000138685	FGF2
GO:0015698	inorganic anion transport	7	2557	ENSG00000109158	GABRA4
GO:0061013	regulation of mRNA catabolic process	7	10140	ENSG00000141232	TOB1
GO:0031396	regulation of protein ubiquitination	7	57162	ENSG00000197329	PELI1
GO:0051783	regulation of nuclear division	7	5139	ENSG00000172572	PDE3A
GO:0006694	steroid biosynthetic process	7	3638	ENSG00000186480	INSIG1
GO:0006733	oxidoreduction coenzyme metabolic process	7	5563	ENSG00000162409	PRKAA2
GO:0034764	positive regulation of transmembrane transport	7	27347	ENSG00000198648	STK39
GO:0006399	tRNA metabolic process	7	55798	ENSG00000165055	METTL2B
GO:1901136	carbohydrate derivative catabolic process	7	5140	ENSG00000152270	PDE3B
GO:0009124	nucleoside monophosphate biosynthetic process	7	5230	ENSG00000102144	PGK1
GO:0006333	chromatin assembly or disassembly	7	8467	ENSG00000153147	SMARCA5
GO:0007626	locomotory behavior	7	2906	ENSG00000105464	GRIN2D
GO:0043401	steroid hormone mediated signaling pathway	7	7533	ENSG00000128245	YWHAH
GO:0090316	positive regulation of intracellular protein transport	7	7545	ENSG00000152977	ZIC1
GO:0071456	cellular response to hypoxia	7	5700	ENSG00000100764	PSMC1
