Biological Process	n
regulation of granulocyte chemotaxis	1
regulation of growth hormone secretion	1
regulation of hepatocyte proliferation	1
regulation of histone phosphorylation	1
regulation of immunoglobulin production	1
regulation of insulin secretion	1
regulation of intracellular estrogen receptor signaling pathway	1
regulation of intracellular steroid hormone receptor signaling pathway	1
regulation of intrinsic apoptotic signaling pathway	1
regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1
regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1
regulation of ion transmembrane transporter activity	1
regulation of leukocyte chemotaxis	1
regulation of leukocyte differentiation	1
regulation of leukocyte migration	1
regulation of lipid biosynthetic process	1
regulation of lipid catabolic process	1
regulation of long-term neuronal synaptic plasticity	1
regulation of long-term synaptic potentiation	1
regulation of lymphocyte differentiation	1
regulation of macrophage activation	1
regulation of macrophage chemotaxis	1
regulation of macrophage migration	1
regulation of megakaryocyte differentiation	1
regulation of meiotic nuclear division	1
regulation of membrane lipid metabolic process	1
regulation of membrane permeability	1
regulation of membrane protein ectodomain proteolysis	1
regulation of mesoderm development	1
regulation of mesoderm formation	1
regulation of metallopeptidase activity	1
regulation of metanephros development	1
regulation of microtubule motor activity	1
regulation of mitochondrial membrane permeability	1
regulation of mitochondrial membrane permeability involved in apoptotic process	1
regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1
regulation of mitotic cell cycle phase transition	1
regulation of mitotic nuclear division	1
regulation of mononuclear cell migration	1
regulation of mRNA catabolic process	1
regulation of mRNA metabolic process	1
regulation of mRNA stability	1
regulation of multicellular organism growth	1
regulation of muscle adaptation	1
regulation of muscle cell differentiation	1
regulation of muscle contraction	1
regulation of myelination	1
regulation of myeloid cell differentiation	1
regulation of neurological system process	1
regulation of neuron death	1
regulation of NIK/NF-kappaB signaling	1
regulation of peptidyl-tyrosine phosphorylation	1
regulation of pH	1
regulation of phosphatase activity	1
regulation of phosphoprotein phosphatase activity	1
regulation of plasma membrane bounded cell projection assembly	1
regulation of platelet-derived growth factor receptor signaling pathway	1
regulation of platelet-derived growth factor receptor-beta signaling pathway	1
regulation of podosome assembly	1
regulation of posttranscriptional gene silencing	1
regulation of potassium ion transmembrane transport	1
regulation of potassium ion transmembrane transporter activity	1
regulation of potassium ion transport	1
regulation of proteasomal protein catabolic process	1
regulation of proteasomal ubiquitin-dependent protein catabolic process	1
regulation of protein dephosphorylation	1
regulation of protein import	1
regulation of protein localization to cell surface	1
regulation of protein polymerization	1
regulation of protein tyrosine kinase activity	1
regulation of proteolysis involved in cellular protein catabolic process	1
regulation of reactive oxygen species biosynthetic process	1
regulation of regulatory T cell differentiation	1
regulation of response to biotic stimulus	1
regulation of response to DNA damage stimulus	1
regulation of response to drug	1
regulation of response to endoplasmic reticulum stress	1
regulation of response to wounding	1
regulation of retinoic acid receptor signaling pathway	1
regulation of RNA binding	1
regulation of RNA stability	1
regulation of sensory perception	1
regulation of sensory perception of pain	1
regulation of sequestering of calcium ion	1
regulation of skeletal muscle adaptation	1
regulation of skeletal muscle cell proliferation	1
regulation of skeletal muscle satellite cell proliferation	1
regulation of smooth muscle cell migration	1
regulation of sphingolipid biosynthetic process	1
regulation of stem cell differentiation	1
regulation of steroid biosynthetic process	1
regulation of steroid metabolic process	1
regulation of stress fiber assembly	1
regulation of striated muscle cell differentiation	1
regulation of striated muscle contraction	1
regulation of supramolecular fiber organization	1
regulation of synapse assembly	1
regulation of synapse maturation	1
regulation of synaptic transmission, glutamatergic	1
regulation of T cell activation	1
regulation of T cell differentiation	1
regulation of telomerase activity	1
regulation of the force of heart contraction	1
regulation of TOR signaling	1
regulation of transcription from RNA polymerase II promoter involved in heart development	1
regulation of translation in response to stress	1
regulation of translation, ncRNA-mediated	1
regulation of translational initiation	1
regulation of translational initiation by eIF2 alpha phosphorylation	1
regulation of translational initiation in response to stress	1
regulation of transmembrane transporter activity	1
regulation of transporter activity	1
regulation of type B pancreatic cell proliferation	1
regulation of ubiquitin-dependent protein catabolic process	1
regulation of vacuole organization	1
regulation of vascular endothelial cell proliferation	1
regulation of vascular permeability	1
regulation of vascular smooth muscle cell proliferation	1
regulation of wound healing	1
regulatory T cell differentiation	1
release of sequestered calcium ion into cytosol	1
renal system process	1
renal system vasculature development	1
renal vesicle development	1
renal vesicle morphogenesis	1
replacement ossification	1
respiratory electron transport chain	1
response to activity	1
response to alcohol	1
response to amine	1
response to amphetamine	1
response to antineoplastic agent	1
response to BMP	1
response to bronchodilator	1
response to cadmium ion	1
response to caffeine	1
response to catecholamine	1
response to cocaine	1
response to corticosteroid	1
response to decreased oxygen levels	1
response to diuretic	1
response to dopamine	1
response to epidermal growth factor	1
response to estradiol	1
response to estrogen	1
response to ethanol	1
response to exogenous dsRNA	1
response to fatty acid	1
response to fluid shear stress	1
response to gamma radiation	1
response to glucocorticoid	1
response to growth hormone	1
response to hyperoxia	1
response to hypoxia	1
response to increased oxygen levels	1
response to interferon-gamma	1
response to isoquinoline alkaloid	1
response to ketone	1
response to metal ion	1
response to monoamine	1
response to morphine	1
response to nerve growth factor	1
response to pain	1
response to platelet-derived growth factor	1
response to prostaglandin	1
response to prostaglandin E	1
response to topologically incorrect protein	1
response to transforming growth factor beta	1
response to unfolded protein	1
response to UV	1
response to X-ray	1
retina vasculature development in camera-type eye	1
retinoic acid receptor signaling pathway	1
ribonucleoprotein complex assembly	1
ribonucleoprotein complex biogenesis	1
ribonucleoprotein complex subunit organization	1
ribonucleoside metabolic process	1
RNA interference	1
RNA secondary structure unwinding	1
RNA stabilization	1
secondary alcohol biosynthetic process	1
secondary alcohol metabolic process	1
secondary palate development	1
selective autophagy	1
sensory perception of light stimulus	1
sequestering of calcium ion	1
serine family amino acid biosynthetic process	1
serine family amino acid metabolic process	1
serotonin transport	1
signal release from synapse	1
signal transduction in response to DNA damage	1
signal transduction involved in cell cycle checkpoint	1
signal transduction involved in DNA damage checkpoint	1
signal transduction involved in DNA integrity checkpoint	1
signal transduction involved in mitotic cell cycle checkpoint	1
signal transduction involved in mitotic DNA damage checkpoint	1
signal transduction involved in mitotic DNA integrity checkpoint	1
signal transduction involved in mitotic G1 DNA damage checkpoint	1
sister chromatid segregation	1
skeletal muscle adaptation	1
skeletal muscle cell differentiation	1
skeletal muscle cell proliferation	1
skeletal muscle satellite cell proliferation	1
skin development	1
snRNA metabolic process	1
snRNA transcription	1
snRNA transcription by RNA polymerase II	1
social behavior	1
sodium ion import across plasma membrane	1
somatic stem cell division	1
sperm chromatin condensation	1
spermatid development	1
spermatid differentiation	1
spermatid nucleus differentiation	1
spinal cord association neuron differentiation	1
spinal cord dorsal/ventral patterning	1
spinal cord motor neuron cell fate specification	1
spinal cord motor neuron differentiation	1
spinal cord patterning	1
spindle assembly	1
spindle organization	1
startle response	1
STAT cascade	1
stem cell development	1
stem cell division	1
steroid biosynthetic process	1
steroid metabolic process	1
sterol biosynthetic process	1
sterol metabolic process	1
stress fiber assembly	1
striated muscle adaptation	1
striated muscle cell development	1
striated muscle contraction	1
substantia nigra development	1
substrate-dependent cell migration	1
sulfur compound biosynthetic process	1
sympathetic nervous system development	1
synapse maturation	1
synaptic transmission, GABAergic	1
synaptic vesicle maturation	1
synaptic vesicle recycling	1
T cell activation	1
T cell differentiation	1
terpenoid metabolic process	1
tetrapyrrole metabolic process	1
thioester biosynthetic process	1
thymus development	1
thyroid gland development	1
TOR signaling	1
trachea development	1
trachea morphogenesis	1
transcription by RNA polymerase I	1
transcription elongation from RNA polymerase II promoter	1
transcription initiation from RNA polymerase I promoter	1
transition metal ion transport	1
translational elongation	1
translational initiation	1
translational termination	1
transmembrane receptor protein serine/threonine kinase signaling pathway	1
transport along microtubule	1
tube closure	1
tube formation	1
tumor necrosis factor-mediated signaling pathway	1
type B pancreatic cell proliferation	1
ubiquitin-dependent ERAD pathway	1
UDP-N-acetylglucosamine biosynthetic process	1
UDP-N-acetylglucosamine metabolic process	1
unsaturated fatty acid metabolic process	1
urea cycle	1
urea metabolic process	1
vascular endothelial cell proliferation	1
vascular endothelial growth factor signaling pathway	1
vascular process in circulatory system	1
vascular smooth muscle cell proliferation	1
vasculogenesis	1
ventral spinal cord development	1
ventral spinal cord interneuron differentiation	1
ventral spinal cord interneuron fate commitment	1
ventral spinal cord interneuron specification	1
very long-chain fatty acid metabolic process	1
vesicle-mediated transport between endosomal compartments	1
viral entry into host cell	1
visual perception	1
vitamin catabolic process	1
vitamin metabolic process	1
vocalization behavior	1
water-soluble vitamin metabolic process	1
white fat cell differentiation	1
Wnt signaling pathway involved in heart development	1
Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation	1
Wnt signaling pathway, calcium modulating pathway	1
xenophagy	1
zymogen activation	1
