GOID	Molecular function	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0051213	dioxygenase activity	2	79701	ENSG00000181396	OGFOD3
GO:0015108	chloride transmembrane transporter activity	2	2557	ENSG00000109158	GABRA4
GO:0051087	chaperone binding	2	5340	ENSG00000122194	PLG
GO:0016410	N-acyltransferase activity	2	84779	ENSG00000156269	NAA11
GO:0015294	solute:cation symporter activity	2	154091	ENSG00000146411	SLC2A12
GO:0003697	single-stranded DNA binding	2	50804	ENSG00000104177	MYEF2
GO:0035326	enhancer binding	2	80237	ENSG00000128886	ELL3
GO:0099094	ligand-gated cation channel activity	2	2906	ENSG00000105464	GRIN2D
GO:0008238	exopeptidase activity	2	4325	ENSG00000156103	MMP16
GO:0030594	neurotransmitter receptor activity	2	2557	ENSG00000109158	GABRA4
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	2	344905	ENSG00000187527	ATP13A5
GO:0019903	protein phosphatase binding	2	6801	ENSG00000115808	STRN
GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	2	344905	ENSG00000187527	ATP13A5
GO:0015399	primary active transmembrane transporter activity	2	344905	ENSG00000187527	ATP13A5
GO:0015078	proton transmembrane transporter activity	2	154091	ENSG00000146411	SLC2A12
GO:0140030	modification-dependent protein binding	2	10498	ENSG00000142453	CARM1
GO:0008528	G-protein coupled peptide receptor activity	2	10887	ENSG00000169618	PROKR1
GO:0019838	growth factor binding	2	5159	ENSG00000113721	PDGFRB
GO:0070851	growth factor receptor binding	2	2247	ENSG00000138685	FGF2
GO:0019842	vitamin binding	2	79701	ENSG00000181396	OGFOD3
GO:0015085	calcium ion transmembrane transporter activity	2	344905	ENSG00000187527	ATP13A5
GO:0015293	symporter activity	2	154091	ENSG00000146411	SLC2A12
GO:0001047	core promoter binding	2	6658	ENSG00000134595	SOX3
GO:0022843	voltage-gated cation channel activity	2	2906	ENSG00000105464	GRIN2D
GO:0008194	UDP-glycosyltransferase activity	2	133688	ENSG00000145626	UGT3A1
GO:0015081	sodium ion transmembrane transporter activity	2	57030	ENSG00000104888	SLC17A7
GO:0003735	structural constituent of ribosome	2	51023	ENSG00000163319	MRPS18C
GO:0030674	protein binding, bridging	2	23299	ENSG00000185963	BICD2
GO:0060090	molecular adaptor activity	2	23299	ENSG00000185963	BICD2
GO:0005244	voltage-gated ion channel activity	2	2906	ENSG00000105464	GRIN2D
GO:0005516	calmodulin binding	2	6801	ENSG00000115808	STRN
GO:0022832	voltage-gated channel activity	2	2906	ENSG00000105464	GRIN2D
GO:0019887	protein kinase regulator activity	2	94032	ENSG00000163888	CAMK2N2
GO:0016758	transferase activity, transferring hexosyl groups	2	133688	ENSG00000145626	UGT3A1
GO:0005125	cytokine activity	2	6374	ENSG00000163735	CXCL5
GO:0019207	kinase regulator activity	2	94032	ENSG00000163888	CAMK2N2
GO:0035091	phosphatidylinositol binding	2	157807	ENSG00000177182	CLVS1
GO:0005096	GTPase activator activity	2	8997	ENSG00000160145	KALRN
GO:0005261	cation channel activity	2	2906	ENSG00000105464	GRIN2D
GO:0030695	GTPase regulator activity	2	8997	ENSG00000160145	KALRN
GO:0060589	nucleoside-triphosphatase regulator activity	2	8997	ENSG00000160145	KALRN
GO:0004857	enzyme inhibitor activity	2	94032	ENSG00000163888	CAMK2N2
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	50804	ENSG00000104177	MYEF2
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	8929	ENSG00000109132	PHOX2B
GO:0005525	GTP binding	13	2635	ENSG00000117226	GBP3
GO:0032550	purine ribonucleoside binding	13	2635	ENSG00000117226	GBP3
GO:0001883	purine nucleoside binding	13	2635	ENSG00000117226	GBP3
GO:0032549	ribonucleoside binding	13	2635	ENSG00000117226	GBP3
GO:0001882	nucleoside binding	13	2635	ENSG00000117226	GBP3
GO:0032561	guanyl ribonucleotide binding	13	2635	ENSG00000117226	GBP3
GO:0019001	guanyl nucleotide binding	13	2635	ENSG00000117226	GBP3
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	26523	ENSG00000092847	AGO1
GO:0000987	proximal promoter sequence-specific DNA binding	13	26523	ENSG00000092847	AGO1
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	56751	ENSG00000125492	BARHL1
GO:0003924	GTPase activity	11	23433	ENSG00000119729	RHOQ
GO:0001664	G-protein coupled receptor binding	9	9630	ENSG00000156049	GNA14
GO:0003713	transcription coactivator activity	9	8289	ENSG00000117713	ARID1A
GO:0005200	structural constituent of cytoskeleton	8	2038	ENSG00000166947	EPB42
GO:0022804	active transmembrane transporter activity	8	57030	ENSG00000104888	SLC17A7
GO:0048037	cofactor binding	8	1559	ENSG00000138109	CYP2C9
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	6909	ENSG00000121068	TBX2
GO:0005088	Ras guanyl-nucleotide exchange factor activity	7	2906	ENSG00000105464	GRIN2D
GO:0005085	guanyl-nucleotide exchange factor activity	7	2906	ENSG00000105464	GRIN2D
GO:0008509	anion transmembrane transporter activity	7	57030	ENSG00000104888	SLC17A7
GO:0000287	magnesium ion binding	6	22983	ENSG00000105613	MAST1
GO:0046982	protein heterodimerization activity	6	6493	ENSG00000159263	SIM2
GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	5	6909	ENSG00000121068	TBX2
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	1557	ENSG00000165841	CYP2C19
GO:0005506	iron ion binding	5	1557	ENSG00000165841	CYP2C19
GO:0016829	lyase activity	5	63826	ENSG00000167720	SRR
GO:0008514	organic anion transmembrane transporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0015291	secondary active transmembrane transporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0030246	carbohydrate binding	5	2220	ENSG00000160339	FCN2
GO:0005216	ion channel activity	5	2906	ENSG00000105464	GRIN2D
GO:0022838	substrate-specific channel activity	5	2906	ENSG00000105464	GRIN2D
GO:0016887	ATPase activity	5	57198	ENSG00000143515	ATP8B2
GO:0046873	metal ion transmembrane transporter activity	5	2906	ENSG00000105464	GRIN2D
GO:0015267	channel activity	5	2906	ENSG00000105464	GRIN2D
GO:0022803	passive transmembrane transporter activity	5	2906	ENSG00000105464	GRIN2D
GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	4	2247	ENSG00000138685	FGF2
GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	4	83595	ENSG00000171056	SOX7
GO:0001104	RNA polymerase II transcription cofactor activity	4	10498	ENSG00000142453	CARM1
GO:0043492	ATPase activity, coupled to movement of substances	4	57198	ENSG00000143515	ATP8B2
GO:0020037	heme binding	4	1557	ENSG00000165841	CYP2C19
GO:0046906	tetrapyrrole binding	4	1557	ENSG00000165841	CYP2C19
GO:0015276	ligand-gated ion channel activity	4	2906	ENSG00000105464	GRIN2D
GO:0022834	ligand-gated channel activity	4	2906	ENSG00000105464	GRIN2D
GO:0035257	nuclear hormone receptor binding	4	5585	ENSG00000123143	PKN1
GO:0005342	organic acid transmembrane transporter activity	4	83884	ENSG00000120329	SLC25A2
GO:0046943	carboxylic acid transmembrane transporter activity	4	83884	ENSG00000120329	SLC25A2
GO:0017048	Rho GTPase binding	4	8997	ENSG00000160145	KALRN
GO:0051427	hormone receptor binding	4	5585	ENSG00000123143	PKN1
GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	4	10498	ENSG00000142453	CARM1
GO:0042393	histone binding	4	10498	ENSG00000142453	CARM1
GO:0005539	glycosaminoglycan binding	4	2247	ENSG00000138685	FGF2
GO:0003714	transcription corepressor activity	4	56956	ENSG00000143355	LHX9
GO:1901681	sulfur compound binding	4	2944	ENSG00000134184	GSTM1
GO:0016746	transferase activity, transferring acyl groups	4	84779	ENSG00000156269	NAA11
GO:0042277	peptide binding	4	4882	ENSG00000159899	NPR2
GO:0033218	amide binding	4	4882	ENSG00000159899	NPR2
GO:0022839	ion gated channel activity	4	2906	ENSG00000105464	GRIN2D
GO:0022836	gated channel activity	4	2906	ENSG00000105464	GRIN2D
GO:0015631	tubulin binding	4	1069	ENSG00000147400	CETN2
GO:0042623	ATPase activity, coupled	4	57198	ENSG00000143515	ATP8B2
GO:0015077	monovalent inorganic cation transmembrane transporter activity	4	514	ENSG00000124172	ATP5F1E
GO:0003779	actin binding	4	6712	ENSG00000173898	SPTBN2
GO:0004175	endopeptidase activity	4	4325	ENSG00000156103	MMP16
GO:0050839	cell adhesion molecule binding	4	6712	ENSG00000173898	SPTBN2
GO:0017154	semaphorin receptor activity	3	5361	ENSG00000114554	PLXNA1
GO:0031683	G-protein beta/gamma-subunit complex binding	3	2776	ENSG00000156052	GNAQ
GO:0005109	frizzled binding	3	8321	ENSG00000157240	FZD1
GO:0043394	proteoglycan binding	3	2220	ENSG00000160339	FCN2
GO:0019825	oxygen binding	3	3045	ENSG00000223609	HBD
GO:0015179	L-amino acid transmembrane transporter activity	3	83884	ENSG00000120329	SLC25A2
GO:0031491	nucleosome binding	3	3151	ENSG00000198830	HMGN2
GO:0005230	extracellular ligand-gated ion channel activity	3	2557	ENSG00000109158	GABRA4
GO:0015171	amino acid transmembrane transporter activity	3	83884	ENSG00000120329	SLC25A2
GO:0015297	antiporter activity	3	83884	ENSG00000120329	SLC25A2
GO:0008276	protein methyltransferase activity	3	10498	ENSG00000142453	CARM1
GO:0005253	anion channel activity	3	84230	ENSG00000171488	LRRC8C
GO:0008170	N-methyltransferase activity	3	10498	ENSG00000142453	CARM1
GO:0015238	drug transmembrane transporter activity	3	83884	ENSG00000120329	SLC25A2
GO:0004497	monooxygenase activity	3	1109	ENSG00000198610	AKR1C4
GO:0016407	acetyltransferase activity	3	84779	ENSG00000156269	NAA11
GO:0031490	chromatin DNA binding	3	3151	ENSG00000198830	HMGN2
GO:0042826	histone deacetylase binding	3	3206	ENSG00000253293	HOXA10
GO:0016651	oxidoreductase activity, acting on NAD(P)H	3	1109	ENSG00000198610	AKR1C4
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	3	1109	ENSG00000198610	AKR1C4
GO:0004702	signal transducer, downstream of receptor, with serine/threonine kinase activity	3	9943	ENSG00000172939	OXSR1
GO:0001653	peptide receptor activity	3	10887	ENSG00000169618	PROKR1
GO:0005319	lipid transporter activity	3	1109	ENSG00000198610	AKR1C4
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	3	1109	ENSG00000198610	AKR1C4
GO:0004386	helicase activity	3	91351	ENSG00000181381	DDX60L
GO:0008201	heparin binding	3	2247	ENSG00000138685	FGF2
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	3	10498	ENSG00000142453	CARM1
GO:0015103	inorganic anion transmembrane transporter activity	3	84230	ENSG00000171488	LRRC8C
GO:0019902	phosphatase binding	3	6801	ENSG00000115808	STRN
GO:0005057	signal transducer activity, downstream of receptor	3	9943	ENSG00000172939	OXSR1
GO:0004713	protein tyrosine kinase activity	3	10750	ENSG00000154016	GRAP
GO:0031406	carboxylic acid binding	3	1109	ENSG00000198610	AKR1C4
GO:0043177	organic acid binding	3	1109	ENSG00000198610	AKR1C4
GO:0003823	antigen binding	3	2220	ENSG00000160339	FCN2
GO:0008168	methyltransferase activity	3	10498	ENSG00000142453	CARM1
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	3	84779	ENSG00000156269	NAA11
GO:0061630	ubiquitin protein ligase activity	3	84937	ENSG00000186187	ZNRF1
GO:0016741	transferase activity, transferring one-carbon groups	3	10498	ENSG00000142453	CARM1
GO:0061659	ubiquitin-like protein ligase activity	3	84937	ENSG00000186187	ZNRF1
GO:0004252	serine-type endopeptidase activity	3	2220	ENSG00000160339	FCN2
GO:0008017	microtubule binding	3	11337	ENSG00000170296	GABARAP
GO:0008236	serine-type peptidase activity	3	2220	ENSG00000160339	FCN2
GO:0050662	coenzyme binding	3	79701	ENSG00000181396	OGFOD3
GO:0017171	serine hydrolase activity	3	2220	ENSG00000160339	FCN2
GO:0016757	transferase activity, transferring glycosyl groups	3	133688	ENSG00000145626	UGT3A1
GO:0031625	ubiquitin protein ligase binding	3	11337	ENSG00000170296	GABARAP
GO:0044389	ubiquitin-like protein ligase binding	3	11337	ENSG00000170296	GABARAP
GO:0045296	cadherin binding	3	829	ENSG00000116489	CAPZA1
GO:0042578	phosphoric ester hydrolase activity	3	5139	ENSG00000172572	PDE3A
GO:0003729	mRNA binding	3	677	ENSG00000185650	ZFP36L1
GO:0005543	phospholipid binding	3	157807	ENSG00000177182	CLVS1
GO:0004842	ubiquitin-protein transferase activity	3	84937	ENSG00000186187	ZNRF1
GO:0019787	ubiquitin-like protein transferase activity	3	84937	ENSG00000186187	ZNRF1
GO:0048018	receptor ligand activity	3	6374	ENSG00000163735	CXCL5
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	8929	ENSG00000109132	PHOX2B
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	1044	ENSG00000113722	CDX1
GO:0005525	GTP binding	13	23433	ENSG00000119729	RHOQ
GO:0032550	purine ribonucleoside binding	13	23433	ENSG00000119729	RHOQ
GO:0001883	purine nucleoside binding	13	23433	ENSG00000119729	RHOQ
GO:0032549	ribonucleoside binding	13	23433	ENSG00000119729	RHOQ
GO:0001882	nucleoside binding	13	23433	ENSG00000119729	RHOQ
GO:0032561	guanyl ribonucleotide binding	13	23433	ENSG00000119729	RHOQ
GO:0019001	guanyl nucleotide binding	13	23433	ENSG00000119729	RHOQ
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	50804	ENSG00000104177	MYEF2
GO:0000987	proximal promoter sequence-specific DNA binding	13	50804	ENSG00000104177	MYEF2
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	3169	ENSG00000129514	FOXA1
GO:0003924	GTPase activity	11	55207	ENSG00000134108	ARL8B
GO:0001664	G-protein coupled receptor binding	9	2776	ENSG00000156052	GNAQ
GO:0003713	transcription coactivator activity	9	5585	ENSG00000123143	PKN1
GO:0005200	structural constituent of cytoskeleton	8	84790	ENSG00000167553	TUBA1C
GO:0022804	active transmembrane transporter activity	8	83884	ENSG00000120329	SLC25A2
GO:0048037	cofactor binding	8	1557	ENSG00000165841	CYP2C19
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	84504	ENSG00000148826	NKX6-2
GO:0005088	Ras guanyl-nucleotide exchange factor activity	7	5159	ENSG00000113721	PDGFRB
GO:0005085	guanyl-nucleotide exchange factor activity	7	5159	ENSG00000113721	PDGFRB
GO:0008509	anion transmembrane transporter activity	7	2557	ENSG00000109158	GABRA4
GO:0000287	magnesium ion binding	6	57198	ENSG00000143515	ATP8B2
GO:0046982	protein heterodimerization activity	6	7096	ENSG00000174125	TLR1
GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	5	84504	ENSG00000148826	NKX6-2
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	79701	ENSG00000181396	OGFOD3
GO:0005506	iron ion binding	5	79701	ENSG00000181396	OGFOD3
GO:0016829	lyase activity	5	112	ENSG00000174233	ADCY6
GO:0008514	organic anion transmembrane transporter activity	5	83884	ENSG00000120329	SLC25A2
GO:0015291	secondary active transmembrane transporter activity	5	83884	ENSG00000120329	SLC25A2
GO:0030246	carbohydrate binding	5	5968	ENSG00000172023	REG1B
GO:0005216	ion channel activity	5	2557	ENSG00000109158	GABRA4
GO:0022838	substrate-specific channel activity	5	2557	ENSG00000109158	GABRA4
GO:0016887	ATPase activity	5	8467	ENSG00000153147	SMARCA5
GO:0046873	metal ion transmembrane transporter activity	5	54805	ENSG00000148842	CNNM2
GO:0015267	channel activity	5	2557	ENSG00000109158	GABRA4
GO:0022803	passive transmembrane transporter activity	5	2557	ENSG00000109158	GABRA4
GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	4	10498	ENSG00000142453	CARM1
GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	4	4990	ENSG00000184302	SIX6
GO:0001104	RNA polymerase II transcription cofactor activity	4	6666	ENSG00000177732	SOX12
GO:0043492	ATPase activity, coupled to movement of substances	4	344905	ENSG00000187527	ATP13A5
GO:0020037	heme binding	4	3045	ENSG00000223609	HBD
GO:0046906	tetrapyrrole binding	4	3045	ENSG00000223609	HBD
GO:0015276	ligand-gated ion channel activity	4	2557	ENSG00000109158	GABRA4
GO:0022834	ligand-gated channel activity	4	2557	ENSG00000109158	GABRA4
GO:0035257	nuclear hormone receptor binding	4	1488	ENSG00000175029	CTBP2
GO:0005342	organic acid transmembrane transporter activity	4	1109	ENSG00000198610	AKR1C4
GO:0046943	carboxylic acid transmembrane transporter activity	4	1109	ENSG00000198610	AKR1C4
GO:0017048	Rho GTPase binding	4	91010	ENSG00000161791	FMNL3
GO:0051427	hormone receptor binding	4	1488	ENSG00000175029	CTBP2
GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	4	6666	ENSG00000177732	SOX12
GO:0042393	histone binding	4	8467	ENSG00000153147	SMARCA5
GO:0005539	glycosaminoglycan binding	4	5968	ENSG00000172023	REG1B
GO:0003714	transcription corepressor activity	4	1488	ENSG00000175029	CTBP2
GO:1901681	sulfur compound binding	4	2247	ENSG00000138685	FGF2
GO:0016746	transferase activity, transferring acyl groups	4	2038	ENSG00000166947	EPB42
GO:0042277	peptide binding	4	7096	ENSG00000174125	TLR1
GO:0033218	amide binding	4	7096	ENSG00000174125	TLR1
GO:0022839	ion gated channel activity	4	2557	ENSG00000109158	GABRA4
GO:0022836	gated channel activity	4	2557	ENSG00000109158	GABRA4
GO:0015631	tubulin binding	4	11337	ENSG00000170296	GABARAP
GO:0042623	ATPase activity, coupled	4	344905	ENSG00000187527	ATP13A5
GO:0015077	monovalent inorganic cation transmembrane transporter activity	4	154091	ENSG00000146411	SLC2A12
GO:0003779	actin binding	4	829	ENSG00000116489	CAPZA1
GO:0004175	endopeptidase activity	4	2220	ENSG00000160339	FCN2
GO:0050839	cell adhesion molecule binding	4	829	ENSG00000116489	CAPZA1
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	6909	ENSG00000121068	TBX2
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	1820	ENSG00000116017	ARID3A
GO:0005525	GTP binding	13	55207	ENSG00000134108	ARL8B
GO:0032550	purine ribonucleoside binding	13	55207	ENSG00000134108	ARL8B
GO:0001883	purine nucleoside binding	13	55207	ENSG00000134108	ARL8B
GO:0032549	ribonucleoside binding	13	55207	ENSG00000134108	ARL8B
GO:0001882	nucleoside binding	13	55207	ENSG00000134108	ARL8B
GO:0032561	guanyl ribonucleotide binding	13	55207	ENSG00000134108	ARL8B
GO:0019001	guanyl nucleotide binding	13	55207	ENSG00000134108	ARL8B
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	8929	ENSG00000109132	PHOX2B
GO:0000987	proximal promoter sequence-specific DNA binding	13	8929	ENSG00000109132	PHOX2B
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	29841	ENSG00000134317	GRHL1
GO:0003924	GTPase activity	11	54509	ENSG00000139725	RHOF
GO:0001664	G-protein coupled receptor binding	9	8321	ENSG00000157240	FZD1
GO:0003713	transcription coactivator activity	9	2247	ENSG00000138685	FGF2
GO:0005200	structural constituent of cytoskeleton	8	6712	ENSG00000173898	SPTBN2
GO:0022804	active transmembrane transporter activity	8	514	ENSG00000124172	ATP5F1E
GO:0048037	cofactor binding	8	63826	ENSG00000167720	SRR
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	10194	ENSG00000179981	TSHZ1
GO:0005088	Ras guanyl-nucleotide exchange factor activity	7	2247	ENSG00000138685	FGF2
GO:0005085	guanyl-nucleotide exchange factor activity	7	2247	ENSG00000138685	FGF2
GO:0008509	anion transmembrane transporter activity	7	83884	ENSG00000120329	SLC25A2
GO:0000287	magnesium ion binding	6	63826	ENSG00000167720	SRR
GO:0046982	protein heterodimerization activity	6	8347	ENSG00000180596	HIST1H2BC
GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	5	10194	ENSG00000179981	TSHZ1
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	1109	ENSG00000198610	AKR1C4
GO:0005506	iron ion binding	5	3045	ENSG00000223609	HBD
GO:0016829	lyase activity	5	763	ENSG00000174990	CA5A
GO:0008514	organic anion transmembrane transporter activity	5	1109	ENSG00000198610	AKR1C4
GO:0015291	secondary active transmembrane transporter activity	5	154091	ENSG00000146411	SLC2A12
GO:0030246	carbohydrate binding	5	79701	ENSG00000181396	OGFOD3
GO:0005216	ion channel activity	5	84230	ENSG00000171488	LRRC8C
GO:0022838	substrate-specific channel activity	5	84230	ENSG00000171488	LRRC8C
GO:0016887	ATPase activity	5	344905	ENSG00000187527	ATP13A5
GO:0046873	metal ion transmembrane transporter activity	5	344905	ENSG00000187527	ATP13A5
GO:0015267	channel activity	5	84230	ENSG00000171488	LRRC8C
GO:0022803	passive transmembrane transporter activity	5	84230	ENSG00000171488	LRRC8C
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	56751	ENSG00000125492	BARHL1
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	56751	ENSG00000125492	BARHL1
GO:0005525	GTP binding	13	54509	ENSG00000139725	RHOF
GO:0032550	purine ribonucleoside binding	13	54509	ENSG00000139725	RHOF
GO:0001883	purine nucleoside binding	13	54509	ENSG00000139725	RHOF
GO:0032549	ribonucleoside binding	13	54509	ENSG00000139725	RHOF
GO:0001882	nucleoside binding	13	54509	ENSG00000139725	RHOF
GO:0032561	guanyl ribonucleotide binding	13	54509	ENSG00000139725	RHOF
GO:0019001	guanyl nucleotide binding	13	54509	ENSG00000139725	RHOF
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	6909	ENSG00000121068	TBX2
GO:0000987	proximal promoter sequence-specific DNA binding	13	6909	ENSG00000121068	TBX2
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	7547	ENSG00000156925	ZIC3
GO:0003924	GTPase activity	11	9630	ENSG00000156049	GNA14
GO:0001664	G-protein coupled receptor binding	9	6374	ENSG00000163735	CXCL5
GO:0003713	transcription coactivator activity	9	10498	ENSG00000142453	CARM1
GO:0005200	structural constituent of cytoskeleton	8	3868	ENSG00000186832	KRT16
GO:0022804	active transmembrane transporter activity	8	154091	ENSG00000146411	SLC2A12
GO:0048037	cofactor binding	8	1488	ENSG00000175029	CTBP2
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	27022	ENSG00000187140	FOXD3
GO:0005088	Ras guanyl-nucleotide exchange factor activity	7	8997	ENSG00000160145	KALRN
GO:0005085	guanyl-nucleotide exchange factor activity	7	8997	ENSG00000160145	KALRN
GO:0008509	anion transmembrane transporter activity	7	84230	ENSG00000171488	LRRC8C
GO:0000287	magnesium ion binding	6	9943	ENSG00000172939	OXSR1
GO:0046982	protein heterodimerization activity	6	54345	ENSG00000203883	SOX18
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	3169	ENSG00000129514	FOXA1
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	3169	ENSG00000129514	FOXA1
GO:0005525	GTP binding	13	9630	ENSG00000156049	GNA14
GO:0032550	purine ribonucleoside binding	13	9630	ENSG00000156049	GNA14
GO:0001883	purine nucleoside binding	13	9630	ENSG00000156049	GNA14
GO:0032549	ribonucleoside binding	13	9630	ENSG00000156049	GNA14
GO:0001882	nucleoside binding	13	9630	ENSG00000156049	GNA14
GO:0032561	guanyl ribonucleotide binding	13	9630	ENSG00000156049	GNA14
GO:0019001	guanyl nucleotide binding	13	9630	ENSG00000156049	GNA14
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	29841	ENSG00000134317	GRHL1
GO:0000987	proximal promoter sequence-specific DNA binding	13	29841	ENSG00000134317	GRHL1
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	10736	ENSG00000170577	SIX2
GO:0003924	GTPase activity	11	2776	ENSG00000156052	GNAQ
GO:0001664	G-protein coupled receptor binding	9	56246	ENSG00000170262	MRAP
GO:0003713	transcription coactivator activity	9	89780	ENSG00000154342	WNT3A
GO:0005200	structural constituent of cytoskeleton	8	3861	ENSG00000186847	KRT14
GO:0022804	active transmembrane transporter activity	8	6571	ENSG00000165646	SLC18A2
GO:0048037	cofactor binding	8	79701	ENSG00000181396	OGFOD3
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	7975	ENSG00000198517	MAFK
GO:0005088	Ras guanyl-nucleotide exchange factor activity	7	6712	ENSG00000173898	SPTBN2
GO:0005085	guanyl-nucleotide exchange factor activity	7	6712	ENSG00000173898	SPTBN2
GO:0008509	anion transmembrane transporter activity	7	1109	ENSG00000198610	AKR1C4
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	29841	ENSG00000134317	GRHL1
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	29841	ENSG00000134317	GRHL1
GO:0005525	GTP binding	13	2776	ENSG00000156052	GNAQ
GO:0032550	purine ribonucleoside binding	13	2776	ENSG00000156052	GNAQ
GO:0001883	purine nucleoside binding	13	2776	ENSG00000156052	GNAQ
GO:0032549	ribonucleoside binding	13	2776	ENSG00000156052	GNAQ
GO:0001882	nucleoside binding	13	2776	ENSG00000156052	GNAQ
GO:0032561	guanyl ribonucleotide binding	13	2776	ENSG00000156052	GNAQ
GO:0019001	guanyl nucleotide binding	13	2776	ENSG00000156052	GNAQ
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	84504	ENSG00000148826	NKX6-2
GO:0000987	proximal promoter sequence-specific DNA binding	13	84504	ENSG00000148826	NKX6-2
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	4808	ENSG00000177551	NHLH2
GO:0003924	GTPase activity	11	84790	ENSG00000167553	TUBA1C
GO:0001664	G-protein coupled receptor binding	9	156	ENSG00000173020	GRK2
GO:0003713	transcription coactivator activity	9	1488	ENSG00000175029	CTBP2
GO:0005200	structural constituent of cytoskeleton	8	81027	ENSG00000101162	TUBB1
GO:0022804	active transmembrane transporter activity	8	344905	ENSG00000187527	ATP13A5
GO:0048037	cofactor binding	8	3045	ENSG00000223609	HBD
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	84504	ENSG00000148826	NKX6-2
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	2295	ENSG00000137273	FOXF2
GO:0005525	GTP binding	13	4882	ENSG00000159899	NPR2
GO:0032550	purine ribonucleoside binding	13	4882	ENSG00000159899	NPR2
GO:0001883	purine nucleoside binding	13	4882	ENSG00000159899	NPR2
GO:0032549	ribonucleoside binding	13	4882	ENSG00000159899	NPR2
GO:0001882	nucleoside binding	13	4882	ENSG00000159899	NPR2
GO:0032561	guanyl ribonucleotide binding	13	4882	ENSG00000159899	NPR2
