Biological Process	n
muscle contraction	1
muscle organ morphogenesis	1
muscle tissue morphogenesis	1
MyD88-dependent toll-like receptor signaling pathway	1
myeloid cell development	1
myofibril assembly	1
N-terminal protein amino acid acetylation	1
N-terminal protein amino acid modification	1
NADH dehydrogenase complex assembly	1
ncRNA transcription	1
negative regulation by host of viral process	1
negative regulation of angiogenesis	1
negative regulation of B cell activation	1
negative regulation of B cell proliferation	1
negative regulation of blood circulation	1
negative regulation of blood coagulation	1
negative regulation of blood vessel endothelial cell migration	1
negative regulation of blood vessel morphogenesis	1
negative regulation of BMP signaling pathway	1
negative regulation of cAMP-mediated signaling	1
negative regulation of cardiocyte differentiation	1
negative regulation of cation transmembrane transport	1
negative regulation of cell activation	1
negative regulation of cell cycle arrest	1
negative regulation of cell cycle G2/M phase transition	1
negative regulation of cell migration	1
negative regulation of cell motility	1
negative regulation of cell-cell adhesion	1
negative regulation of cell-substrate adhesion	1
negative regulation of cellular protein catabolic process	1
negative regulation of cellular response to growth factor stimulus	1
negative regulation of cellular response to insulin stimulus	1
negative regulation of cellular response to oxidative stress	1
negative regulation of centrosome cycle	1
negative regulation of centrosome duplication	1
negative regulation of chromosome organization	1
negative regulation of coagulation	1
negative regulation of dendrite development	1
negative regulation of DNA metabolic process	1
negative regulation of embryonic development	1
negative regulation of endothelial cell migration	1
negative regulation of epithelial cell migration	1
negative regulation of epithelial cell proliferation	1
negative regulation of epithelial to mesenchymal transition	1
negative regulation of fat cell differentiation	1
negative regulation of fibrinolysis	1
negative regulation of fibroblast migration	1
negative regulation of G0 to G1 transition	1
negative regulation of G2/M transition of mitotic cell cycle	1
negative regulation of glial cell differentiation	1
negative regulation of gliogenesis	1
negative regulation of glucose import	1
negative regulation of glucose transmembrane transport	1
negative regulation of heart contraction	1
negative regulation of hemopoiesis	1
negative regulation of hemostasis	1
negative regulation of hormone secretion	1
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1
negative regulation of ion transmembrane transport	1
negative regulation of ion transmembrane transporter activity	1
negative regulation of ion transport	1
negative regulation of leukocyte activation	1
negative regulation of leukocyte proliferation	1
negative regulation of lipid biosynthetic process	1
negative regulation of lipid catabolic process	1
negative regulation of lipid metabolic process	1
negative regulation of lymphocyte activation	1
negative regulation of lymphocyte proliferation	1
negative regulation of meiotic cell cycle	1
negative regulation of mesenchymal cell apoptotic process	1
negative regulation of mitochondrion organization	1
negative regulation of mononuclear cell proliferation	1
negative regulation of morphogenesis of an epithelium	1
negative regulation of mRNA processing	1
negative regulation of mRNA splicing, via spliceosome	1
negative regulation of muscle cell differentiation	1
negative regulation of muscle contraction	1
negative regulation of myeloid cell differentiation	1
negative regulation of neuron apoptotic process	1
negative regulation of organelle assembly	1
negative regulation of oxidative stress-induced cell death	1
negative regulation of oxidative stress-induced neuron death	1
negative regulation of peptide hormone secretion	1
negative regulation of peptide secretion	1
negative regulation of platelet-derived growth factor receptor signaling pathway	1
negative regulation of potassium ion transmembrane transport	1
negative regulation of potassium ion transmembrane transporter activity	1
negative regulation of potassium ion transport	1
negative regulation of proteasomal protein catabolic process	1
negative regulation of proteasomal ubiquitin-dependent protein catabolic process	1
negative regulation of protein catabolic process	1
negative regulation of protein localization to cell surface	1
negative regulation of proteolysis	1
negative regulation of proteolysis involved in cellular protein catabolic process	1
negative regulation of reactive oxygen species biosynthetic process	1
negative regulation of reactive oxygen species metabolic process	1
negative regulation of receptor-mediated endocytosis	1
negative regulation of response to oxidative stress	1
negative regulation of RNA splicing	1
negative regulation of secretion	1
negative regulation of secretion by cell	1
negative regulation of sequestering of calcium ion	1
negative regulation of signal transduction by p53 class mediator	1
negative regulation of signaling receptor activity	1
negative regulation of stem cell differentiation	1
negative regulation of striated muscle cell differentiation	1
negative regulation of striated muscle contraction	1
negative regulation of telomere maintenance	1
negative regulation of telomere maintenance via telomere lengthening	1
negative regulation of TOR signaling	1
negative regulation of translation, ncRNA-mediated	1
negative regulation of translational initiation	1
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1
negative regulation of transporter activity	1
negative regulation of ubiquitin-dependent protein catabolic process	1
negative regulation of vascular permeability	1
negative regulation of vasculature development	1
negative regulation of viral genome replication	1
negative regulation of viral life cycle	1
negative regulation of viral process	1
neural crest cell migration	1
neural retina development	1
neuroblast division	1
neuroblast proliferation	1
neuromuscular junction development	1
neuromuscular process controlling balance	1
neuron apoptotic process	1
neuron cellular homeostasis	1
neuron death in response to oxidative stress	1
neuronal stem cell division	1
neuronal stem cell population maintenance	1
neuropeptide signaling pathway	1
neurotransmitter secretion	1
neutrophil chemotaxis	1
neutrophil migration	1
NIK/NF-kappaB signaling	1
Notch receptor processing	1
Notch receptor processing, ligand-dependent	1
nuclear chromosome segregation	1
nuclear transport	1
nuclear-transcribed mRNA catabolic process, exonucleolytic	1
nucleic acid phosphodiester bond hydrolysis	1
nucleobase-containing small molecule catabolic process	1
nucleocytoplasmic transport	1
nucleoside monophosphate catabolic process	1
nucleosome disassembly	1
nucleotide transport	1
nucleotide-excision repair	1
nucleotide-excision repair, DNA damage recognition	1
nucleotide-excision repair, DNA duplex unwinding	1
nucleotide-excision repair, preincision complex assembly	1
nucleotide-sugar biosynthetic process	1
nucleotide-sugar metabolic process	1
nucleus organization	1
oligodendrocyte development	1
oligodendrocyte differentiation	1
one-carbon metabolic process	1
opsonization	1
organ or tissue specific immune response	1
organelle disassembly	1
organelle inheritance	1
organelle transport along microtubule	1
organic cation transport	1
outflow tract septum morphogenesis	1
oxidative demethylation	1
oxidative phosphorylation	1
p38MAPK cascade	1
paraxial mesoderm development	1
paraxial mesoderm morphogenesis	1
parturition	1
pattern recognition receptor signaling pathway	1
peptidyl-arginine omega-N-methylation	1
peptidyl-glutamic acid carboxylation	1
peptidyl-lysine trimethylation	1
peripheral nervous system development	1
phagocytosis, recognition	1
phosphate ion transport	1
phosphatidylinositol biosynthetic process	1
phosphatidylinositol-3-phosphate biosynthetic process	1
phospholipid biosynthetic process	1
phospholipid dephosphorylation	1
pigment cell differentiation	1
pigmentation	1
pinocytosis	1
pituitary gland development	1
placenta blood vessel development	1
planar cell polarity pathway involved in neural tube closure	1
plasma membrane invagination	1
plasma membrane organization	1
plasma membrane tubulation	1
platelet aggregation	1
platelet degranulation	1
platelet-derived growth factor receptor signaling pathway	1
platelet-derived growth factor receptor-beta signaling pathway	1
podosome assembly	1
polyol biosynthetic process	1
porphyrin-containing compound metabolic process	1
positive chemotaxis	1
positive regulation by host of viral process	1
positive regulation of actin filament bundle assembly	1
positive regulation of alcohol biosynthetic process	1
positive regulation of amine transport	1
positive regulation of antigen receptor-mediated signaling pathway	1
positive regulation of astrocyte differentiation	1
positive regulation of B cell activation	1
positive regulation of B cell proliferation	1
positive regulation of blood coagulation	1
positive regulation of branching involved in ureteric bud morphogenesis	1
positive regulation of calcium ion import	1
positive regulation of calcium ion transport	1
positive regulation of cAMP-mediated signaling	1
positive regulation of cardiac muscle cell differentiation	1
positive regulation of cardiocyte differentiation	1
positive regulation of catecholamine secretion	1
positive regulation of cell cycle checkpoint	1
positive regulation of cell cycle G2/M phase transition	1
positive regulation of cell cycle phase transition	1
positive regulation of cell growth	1
positive regulation of cellular amide metabolic process	1
positive regulation of cellular carbohydrate metabolic process	1
positive regulation of cellular protein catabolic process	1
positive regulation of chromatin binding	1
positive regulation of coagulation	1
positive regulation of collagen biosynthetic process	1
positive regulation of collagen metabolic process	1
positive regulation of collateral sprouting	1
positive regulation of cyclase activity	1
positive regulation of cyclin-dependent protein serine/threonine kinase activity	1
positive regulation of cytokine biosynthetic process	1
positive regulation of cytokine production involved in immune response	1
positive regulation of cytokinesis	1
positive regulation of dephosphorylation	1
positive regulation of DNA-templated transcription, elongation	1
positive regulation of endocytosis	1
positive regulation of endothelial cell chemotaxis	1
positive regulation of endothelial cell proliferation	1
positive regulation of epidermal cell differentiation	1
positive regulation of epidermis development	1
positive regulation of epithelial cell differentiation	1
positive regulation of ERAD pathway	1
positive regulation of fibroblast proliferation	1
positive regulation of filopodium assembly	1
positive regulation of G2/M transition of mitotic cell cycle	1
positive regulation of gastrulation	1
positive regulation of glial cell proliferation	1
positive regulation of gluconeogenesis	1
positive regulation of glucose import	1
positive regulation of glucose metabolic process	1
positive regulation of glucose transmembrane transport	1
positive regulation of granulocyte chemotaxis	1
positive regulation of hemopoiesis	1
positive regulation of hemostasis	1
positive regulation of immune effector process	1
positive regulation of innate immune response	1
positive regulation of interleukin-17 production	1
positive regulation of interleukin-6 production	1
positive regulation of interleukin-8 production	1
positive regulation of interleukin-8 secretion	1
positive regulation of intracellular estrogen receptor signaling pathway	1
positive regulation of intracellular steroid hormone receptor signaling pathway	1
positive regulation of ion transport	1
positive regulation of keratinocyte differentiation	1
positive regulation of leukocyte differentiation	1
positive regulation of leukocyte proliferation	1
positive regulation of lipid biosynthetic process	1
positive regulation of long-term synaptic potentiation	1
positive regulation of lymphocyte activation	1
positive regulation of lymphocyte proliferation	1
positive regulation of macroautophagy	1
positive regulation of macrophage activation	1
positive regulation of macrophage chemotaxis	1
positive regulation of macrophage derived foam cell differentiation	1
positive regulation of macrophage migration	1
positive regulation of membrane permeability	1
positive regulation of membrane protein ectodomain proteolysis	1
positive regulation of mesonephros development	1
positive regulation of metallopeptidase activity	1
positive regulation of metanephros development	1
positive regulation of mitochondrial membrane permeability	1
positive regulation of mitochondrial membrane permeability involved in apoptotic process	1
positive regulation of mitotic cell cycle phase transition	1
positive regulation of mitotic nuclear division	1
positive regulation of mononuclear cell proliferation	1
positive regulation of morphogenesis of an epithelium	1
positive regulation of mRNA catabolic process	1
positive regulation of mRNA processing	1
positive regulation of mRNA splicing, via spliceosome	1
positive regulation of muscle cell differentiation	1
positive regulation of myeloid cell differentiation	1
positive regulation of myeloid leukocyte differentiation	1
positive regulation of neutrophil chemotaxis	1
positive regulation of neutrophil migration	1
positive regulation of NIK/NF-kappaB signaling	1
positive regulation of nuclear division	1
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1
positive regulation of organelle assembly	1
positive regulation of peptidyl-serine phosphorylation	1
positive regulation of peptidyl-tyrosine phosphorylation	1
positive regulation of phosphatase activity	1
positive regulation of phosphatidylinositol 3-kinase signaling	1
positive regulation of phosphoprotein phosphatase activity	1
positive regulation of plasma membrane bounded cell projection assembly	1
positive regulation of podosome assembly	1
positive regulation of production of molecular mediator of immune response	1
positive regulation of proteasomal protein catabolic process	1
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	1
positive regulation of protein binding	1
positive regulation of protein dephosphorylation	1
positive regulation of protein import	1
positive regulation of protein localization to cell surface	1
positive regulation of protein modification by small protein conjugation or removal	1
positive regulation of protein polymerization	1
positive regulation of protein tyrosine kinase activity	1
positive regulation of protein ubiquitination	1
positive regulation of proteolysis involved in cellular protein catabolic process	1
positive regulation of Ras protein signal transduction	1
positive regulation of reactive oxygen species metabolic process	1
positive regulation of receptor internalization	1
positive regulation of receptor-mediated endocytosis	1
positive regulation of reproductive process	1
positive regulation of response to biotic stimulus	1
positive regulation of response to DNA damage stimulus	1
positive regulation of response to endoplasmic reticulum stress	1
positive regulation of response to wounding	1
positive regulation of Rho protein signal transduction	1
positive regulation of RNA splicing	1
positive regulation of signal transduction by p53 class mediator	1
positive regulation of small GTPase mediated signal transduction	1
positive regulation of smooth muscle cell migration	1
positive regulation of smoothened signaling pathway	1
positive regulation of steroid biosynthetic process	1
positive regulation of steroid metabolic process	1
positive regulation of stress fiber assembly	1
positive regulation of striated muscle cell differentiation	1
positive regulation of supramolecular fiber organization	1
positive regulation of synapse assembly	1
positive regulation of telomerase activity	1
positive regulation of toll-like receptor signaling pathway	1
positive regulation of translation	1
positive regulation of transmembrane transport	1
positive regulation of tumor necrosis factor biosynthetic process	1
positive regulation of tumor necrosis factor production	1
positive regulation of tumor necrosis factor superfamily cytokine production	1
positive regulation of ubiquitin-dependent protein catabolic process	1
positive regulation of vascular endothelial cell proliferation	1
positive regulation of vascular permeability	1
positive regulation of vascular smooth muscle cell proliferation	1
positive regulation of viral genome replication	1
positive regulation of viral life cycle	1
positive regulation of viral process	1
positive regulation of viral release from host cell	1
positive regulation of wound healing	1
positive T cell selection	1
post-anal tail morphogenesis	1
potassium ion import	1
pre-miRNA processing	1
presynaptic process involved in chemical synaptic transmission	1
production of miRNAs involved in gene silencing by miRNA	1
production of small RNA involved in gene silencing by RNA	1
progesterone metabolic process	1
prostaglandin metabolic process	1
prostanoid metabolic process	1
prostate gland epithelium morphogenesis	1
prostate gland morphogenesis	1
protein ADP-ribosylation	1
protein carboxylation	1
protein deacetylation	1
protein folding	1
protein heterooligomerization	1
protein homotetramerization	1
protein import into nucleus	1
protein K48-linked ubiquitination	1
protein kinase C signaling	1
protein kinase C-activating G-protein coupled receptor signaling pathway	1
protein localization to cell surface	1
protein localization to centrosome	1
protein localization to chromatin	1
protein localization to chromosome, telomeric region	1
protein localization to endoplasmic reticulum	1
protein localization to endosome	1
protein localization to Golgi apparatus	1
protein localization to microtubule	1
protein localization to microtubule organizing center	1
protein localization to nucleus	1
protein monoubiquitination	1
protein palmitoylation	1
protein stabilization	1
protein tetramerization	1
protein-chromophore linkage	1
protein-DNA complex disassembly	1
protoporphyrinogen IX metabolic process	1
proximal/distal pattern formation	1
pteridine-containing compound metabolic process	1
purine nucleotide transport	1
purine ribonucleotide transport	1
quaternary ammonium group transport	1
quinone metabolic process	1
reactive oxygen species biosynthetic process	1
receptor guanylyl cyclase signaling pathway	1
regulation of actin filament bundle assembly	1
regulation of actomyosin structure organization	1
regulation of acute inflammatory response	1
regulation of adaptive immune response	1
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1
regulation of adenylate cyclase-activating G-protein coupled receptor signaling pathway	1
regulation of alcohol biosynthetic process	1
regulation of alternative mRNA splicing, via spliceosome	1
regulation of amine transport	1
regulation of antigen receptor-mediated signaling pathway	1
regulation of astrocyte differentiation	1
regulation of autophagosome assembly	1
regulation of autophagy of mitochondrion	1
regulation of B cell differentiation	1
regulation of B cell receptor signaling pathway	1
regulation of bicellular tight junction assembly	1
regulation of blood coagulation	1
regulation of blood pressure	1
regulation of blood vessel diameter	1
regulation of blood vessel size	1
regulation of BMP signaling pathway	1
regulation of bone development	1
regulation of calcium ion import	1
regulation of cAMP-mediated signaling	1
regulation of carbohydrate biosynthetic process	1
regulation of cardiac conduction	1
regulation of cardiac muscle cell differentiation	1
regulation of cardiocyte differentiation	1
regulation of catecholamine secretion	1
regulation of cation transmembrane transport	1
regulation of cell chemotaxis to fibroblast growth factor	1
regulation of cell cycle checkpoint	1
regulation of cell junction assembly	1
regulation of cell maturation	1
regulation of cell projection assembly	1
regulation of cell-substrate adhesion	1
regulation of cellular carbohydrate metabolic process	1
regulation of cellular ketone metabolic process	1
regulation of cellular pH	1
regulation of cellular response to insulin stimulus	1
regulation of cellular response to oxidative stress	1
regulation of ceramide biosynthetic process	1
regulation of cholesterol biosynthetic process	1
regulation of cholesterol metabolic process	1
regulation of chondrocyte differentiation	1
regulation of chromatin binding	1
regulation of clathrin-dependent endocytosis	1
regulation of coagulation	1
regulation of collagen biosynthetic process	1
regulation of collagen metabolic process	1
regulation of collateral sprouting	1
regulation of complement activation	1
regulation of cyclase activity	1
regulation of cyclin-dependent protein serine/threonine kinase activity	1
regulation of cytokine production involved in immune response	1
regulation of cytokine secretion involved in immune response	1
regulation of cytoplasmic transport	1
regulation of dephosphorylation	1
regulation of developmental pigmentation	1
regulation of DNA damage checkpoint	1
regulation of dopaminergic neuron differentiation	1
regulation of early endosome to late endosome transport	1
regulation of endothelial cell chemotaxis	1
regulation of endothelial cell chemotaxis to fibroblast growth factor	1
regulation of endothelial cell proliferation	1
regulation of epithelial cell apoptotic process	1
regulation of epithelial cell proliferation involved in prostate gland development	1
regulation of epithelial tube formation	1
regulation of ERAD pathway	1
regulation of erythrocyte differentiation	1
regulation of establishment of planar polarity	1
regulation of establishment of planar polarity involved in neural tube closure	1
regulation of fatty acid biosynthetic process	1
regulation of fatty acid metabolic process	1
regulation of fibrinolysis	1
regulation of fibroblast migration	1
regulation of fibroblast proliferation	1
regulation of filopodium assembly	1
regulation of G0 to G1 transition	1
regulation of gastrulation	1
regulation of gene silencing	1
regulation of gene silencing by miRNA	1
regulation of gene silencing by RNA	1
regulation of glial cell proliferation	1
regulation of gluconeogenesis	1
regulation of glucose import in response to insulin stimulus	1
regulation of glucose metabolic process	1
regulation of Golgi organization	1
regulation of growth hormone secretion	1
regulation of hemostasis	1
regulation of hepatocyte proliferation	1
regulation of hippo signaling	1
regulation of histone phosphorylation	1
regulation of humoral immune response	1
regulation of immunoglobulin production	1
regulation of inflammatory response	1
regulation of innate immune response	1
regulation of insulin secretion	1
regulation of interleukin-17 production	1
regulation of interleukin-6 biosynthetic process	1
regulation of interleukin-6 production	1
regulation of interleukin-8 production	1
regulation of interleukin-8 secretion	1
regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1
regulation of ion transmembrane transporter activity	1
regulation of keratinocyte proliferation	1
regulation of lipid catabolic process	1
regulation of long-term neuronal synaptic plasticity	1
regulation of long-term synaptic potentiation	1
regulation of macrophage activation	1
regulation of macrophage chemotaxis	1
regulation of macrophage derived foam cell differentiation	1
regulation of macrophage migration	1
regulation of megakaryocyte differentiation	1
regulation of meiotic nuclear division	1
regulation of membrane lipid metabolic process	1
regulation of membrane permeability	1
regulation of membrane protein ectodomain proteolysis	1
regulation of mesenchymal cell apoptotic process	1
regulation of mesoderm development	1
regulation of mesoderm formation	1
regulation of metallopeptidase activity	1
regulation of metanephros development	1
regulation of microtubule motor activity	1
regulation of mitochondrial membrane permeability	1
regulation of mitochondrial membrane permeability involved in apoptotic process	1
regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1
regulation of mitotic nuclear division	1
regulation of monocyte differentiation	1
regulation of mononuclear cell migration	1
regulation of mRNA 3'-end processing	1
regulation of mRNA splicing, via spliceosome	1
regulation of multicellular organism growth	1
regulation of muscle adaptation	1
regulation of muscle contraction	1
regulation of myelination	1
regulation of myeloid leukocyte differentiation	1
regulation of myoblast differentiation	1
regulation of neurological system process	1
regulation of neuron apoptotic process	1
regulation of neutrophil chemotaxis	1
regulation of neutrophil migration	1
regulation of NIK/NF-kappaB signaling	1
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1
regulation of oxidative stress-induced cell death	1
regulation of oxidative stress-induced neuron death	1
regulation of peptidyl-tyrosine phosphorylation	1
regulation of pH	1
regulation of phosphatase activity	1
regulation of phosphoprotein phosphatase activity	1
regulation of plasma membrane bounded cell projection assembly	1
regulation of platelet-derived growth factor receptor signaling pathway	1
regulation of platelet-derived growth factor receptor-beta signaling pathway	1
regulation of podosome assembly	1
regulation of posttranscriptional gene silencing	1
regulation of potassium ion transmembrane transport	1
regulation of potassium ion transmembrane transporter activity	1
regulation of potassium ion transport	1
regulation of protein activation cascade	1
regulation of protein deacetylation	1
regulation of protein dephosphorylation	1
regulation of protein import	1
regulation of protein localization to cell surface	1
regulation of protein maturation	1
regulation of protein modification by small protein conjugation or removal	1
regulation of protein processing	1
regulation of protein tyrosine kinase activity	1
regulation of protein ubiquitination	1
regulation of reactive oxygen species biosynthetic process	1
regulation of regulatory T cell differentiation	1
regulation of respiratory gaseous exchange	1
regulation of respiratory gaseous exchange by neurological system process	1
regulation of respiratory system process	1
regulation of response to biotic stimulus	1
regulation of response to drug	1
regulation of response to endoplasmic reticulum stress	1
regulation of response to oxidative stress	1
regulation of retinoic acid receptor signaling pathway	1
regulation of rhodopsin mediated signaling pathway	1
regulation of RNA binding	1
regulation of RNA splicing	1
regulation of sensory perception	1
regulation of sensory perception of pain	1
regulation of sequestering of calcium ion	1
regulation of skeletal muscle adaptation	1
regulation of skeletal muscle cell proliferation	1
regulation of skeletal muscle satellite cell proliferation	1
regulation of smoothened signaling pathway	1
regulation of sphingolipid biosynthetic process	1
regulation of stem cell differentiation	1
regulation of steroid biosynthetic process	1
regulation of steroid metabolic process	1
regulation of stress fiber assembly	1
regulation of striated muscle contraction	1
regulation of symbiosis, encompassing mutualism through parasitism	1
regulation of synapse assembly	1
regulation of synapse maturation	1
regulation of synaptic transmission, glutamatergic	1
regulation of T cell activation	1
regulation of T cell differentiation	1
regulation of telomerase activity	1
regulation of the force of heart contraction	1
regulation of toll-like receptor signaling pathway	1
regulation of TOR signaling	1
regulation of transcription from RNA polymerase II promoter involved in heart development	1
regulation of translation in response to stress	1
regulation of translation, ncRNA-mediated	1
regulation of translational initiation	1
regulation of translational initiation by eIF2 alpha phosphorylation	1
regulation of translational initiation in response to stress	1
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1
regulation of transmembrane transporter activity	1
regulation of transporter activity	1
regulation of tube diameter	1
regulation of tube size	1
regulation of tumor necrosis factor biosynthetic process	1
regulation of tumor necrosis factor production	1
regulation of tumor necrosis factor superfamily cytokine production	1
regulation of type B pancreatic cell proliferation	1
regulation of urine volume	1
regulation of vacuole organization	1
regulation of vascular endothelial cell proliferation	1
regulation of vascular permeability	1
regulation of vascular smooth muscle cell proliferation	1
regulation of viral genome replication	1
regulation of viral life cycle	1
regulation of viral process	1
regulation of viral release from host cell	1
regulation of water loss via skin	1
regulatory T cell differentiation	1
release of sequestered calcium ion into cytosol	1
renal system vasculature development	1
renal vesicle development	1
renal vesicle morphogenesis	1
renal water homeostasis	1
replacement ossification	1
respiratory electron transport chain	1
respiratory system process	1
response to amine	1
response to amphetamine	1
response to antineoplastic agent	1
response to bronchodilator	1
response to cadmium ion	1
response to caffeine	1
response to carbohydrate	1
response to cocaine	1
response to diuretic	1
response to dopamine	1
response to estrogen	1
response to ethanol	1
response to exogenous dsRNA	1
response to fluid shear stress	1
response to forskolin	1
response to gamma radiation	1
response to glucagon	1
response to growth hormone	1
response to hyperoxia	1
response to increased oxygen levels	1
response to interferon-gamma	1
response to interleukin-12	1
response to isoquinoline alkaloid	1
response to metal ion	1
response to morphine	1
response to nerve growth factor	1
response to nicotine	1
response to nutrient	1
response to oxygen radical	1
response to pain	1
response to platelet aggregation inhibitor	1
response to platelet-derived growth factor	1
response to salt stress	1
response to superoxide	1
response to topologically incorrect protein	1
response to unfolded protein	1
response to virus	1
response to X-ray	1
retina vasculature development in camera-type eye	1
retinoic acid receptor signaling pathway	1
retinoid metabolic process	1
rhodopsin mediated signaling pathway	1
RNA 3'-end processing	1
RNA destabilization	1
RNA interference	1
RNA modification	1
RNA secondary structure unwinding	1
salivary gland development	1
salivary gland morphogenesis	1
secondary metabolic process	1
selective autophagy	1
sequestering of calcium ion	1
serine family amino acid biosynthetic process	1
serine family amino acid metabolic process	1
serotonin transport	1
sex determination	1
signal release from synapse	1
single fertilization	1
sister chromatid segregation	1
skeletal muscle adaptation	1
skeletal muscle cell proliferation	1
skeletal muscle satellite cell proliferation	1
skin epidermis development	1
smoothened signaling pathway	1
snRNA metabolic process	1
snRNA transcription	1
snRNA transcription by RNA polymerase II	1
social behavior	1
sodium ion import across plasma membrane	1
somatic stem cell division	1
sperm chromatin condensation	1
spermatid development	1
spermatid differentiation	1
spermatid nucleus differentiation	1
spinal cord association neuron differentiation	1
spinal cord dorsal/ventral patterning	1
spinal cord motor neuron cell fate specification	1
spinal cord motor neuron differentiation	1
spinal cord patterning	1
spliceosomal complex assembly	1
spliceosomal snRNP assembly	1
spongiotrophoblast layer development	1
startle response	1
STAT cascade	1
stem cell division	1
stress fiber assembly	1
striated muscle adaptation	1
striated muscle cell development	1
striated muscle contraction	1
substantia nigra development	1
substrate-dependent cell migration	1
synapse maturation	1
synaptic transmission, cholinergic	1
synaptic transmission, GABAergic	1
synaptic vesicle maturation	1
synaptic vesicle recycling	1
T cell activation involved in immune response	1
T cell differentiation in thymus	1
T cell differentiation involved in immune response	1
T cell lineage commitment	1
T cell selection	1
T-helper 17 cell differentiation	1
T-helper 17 cell lineage commitment	1
T-helper 17 type immune response	1
T-helper cell differentiation	1
T-helper cell lineage commitment	1
telencephalon cell migration	1
tetrapyrrole metabolic process	1
thioester biosynthetic process	1
thymus development	1
thyroid gland development	1
tissue remodeling	1
toll-like receptor 2 signaling pathway	1
toll-like receptor signaling pathway	1
TOR signaling	1
toxin transport	1
trachea development	1
trachea morphogenesis	1
transcription by RNA polymerase I	1
transcription elongation from RNA polymerase II promoter	1
transcription initiation from RNA polymerase I promoter	1
transition metal ion transport	1
translational initiation	1
transport along microtubule	1
transport of virus	1
tRNA metabolic process	1
tRNA modification	1
tRNA processing	1
tumor necrosis factor biosynthetic process	1
tumor necrosis factor production	1
tumor necrosis factor superfamily cytokine production	1
tumor necrosis factor-mediated signaling pathway	1
type B pancreatic cell proliferation	1
ubiquitin-dependent ERAD pathway	1
UDP-N-acetylglucosamine biosynthetic process	1
UDP-N-acetylglucosamine metabolic process	1
urea cycle	1
uterus development	1
vascular endothelial cell proliferation	1
vascular endothelial growth factor signaling pathway	1
vascular smooth muscle cell proliferation	1
ventral spinal cord development	1
ventral spinal cord interneuron differentiation	1
ventral spinal cord interneuron fate commitment	1
ventral spinal cord interneuron specification	1
ventricular septum development	1
ventricular septum morphogenesis	1
very long-chain fatty acid metabolic process	1
vesicle budding from membrane	1
vesicle-mediated transport between endosomal compartments	1
viral release from host cell	1
vitamin catabolic process	1
vitamin metabolic process	1
vocalization behavior	1
water-soluble vitamin metabolic process	1
white fat cell differentiation	1
Wnt signaling pathway involved in heart development	1
Wnt signaling pathway, planar cell polarity pathway	1
xenobiotic catabolic process	1
xenophagy	1
zymogen activation	1
