Biological Process	n
hemidesmosome assembly	1
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	1
hexose biosynthetic process	1
hippo signaling	1
histone deacetylation	1
histone H2A monoubiquitination	1
histone H2A ubiquitination	1
histone H3 acetylation	1
histone H3-K27 methylation	1
histone H3-K4 methylation	1
histone H3-K4 trimethylation	1
histone H3-K9 acetylation	1
histone H3-K9 modification	1
histone lysine methylation	1
histone methylation	1
histone monoubiquitination	1
histone phosphorylation	1
histone ubiquitination	1
histone-serine phosphorylation	1
hormone catabolic process	1
hydrogen peroxide catabolic process	1
hydrogen peroxide metabolic process	1
hyperosmotic response	1
hypothalamus development	1
immunoglobulin mediated immune response	1
immunoglobulin production	1
immunoglobulin production involved in immunoglobulin mediated immune response	1
IMP metabolic process	1
import across plasma membrane	1
indolalkylamine catabolic process	1
indolalkylamine metabolic process	1
indole-containing compound catabolic process	1
indole-containing compound metabolic process	1
inflammatory cell apoptotic process	1
inner ear receptor cell development	1
inner ear receptor cell differentiation	1
inorganic anion transmembrane transport	1
inorganic cation import across plasma membrane	1
inorganic ion import across plasma membrane	1
inositol phosphate catabolic process	1
inositol phosphate dephosphorylation	1
inositol phosphate-mediated signaling	1
interferon-gamma production	1
interferon-gamma secretion	1
interleukin-12 production	1
interleukin-12-mediated signaling pathway	1
interleukin-2 production	1
interleukin-2 secretion	1
interleukin-6 biosynthetic process	1
interleukin-6 secretion	1
intestinal absorption	1
intestinal cholesterol absorption	1
intestinal epithelial cell development	1
intestinal lipid absorption	1
intra-S DNA damage checkpoint	1
intracellular lipid transport	1
intracellular mRNA localization	1
intracellular signal transduction involved in G1 DNA damage checkpoint	1
intracellular transport of virus	1
intraspecies interaction between organisms	1
intrinsic apoptotic signaling pathway in response to oxidative stress	1
ionotropic glutamate receptor signaling pathway	1
isoprenoid metabolic process	1
isotype switching	1
JAK-STAT cascade	1
JAK-STAT cascade involved in growth hormone signaling pathway	1
ketone biosynthetic process	1
kidney mesenchyme development	1
kidney morphogenesis	1
kidney vasculature development	1
kynurenine metabolic process	1
L-glutamate transmembrane transport	1
labyrinthine layer blood vessel development	1
labyrinthine layer morphogenesis	1
lamellipodium assembly	1
lamellipodium organization	1
lateral mesoderm development	1
learning or memory	1
lens fiber cell differentiation	1
leukocyte chemotaxis	1
linoleic acid metabolic process	1
lipid digestion	1
lipid oxidation	1
lipid phosphorylation	1
lipid storage	1
lipoprotein catabolic process	1
liposaccharide metabolic process	1
liver development	1
liver regeneration	1
locomotory exploration behavior	1
long-chain fatty acid transport	1
low-density lipoprotein particle remodeling	1
luteinization	1
luteinizing hormone secretion	1
lymphocyte activation involved in immune response	1
lymphocyte apoptotic process	1
lymphocyte mediated immunity	1
lysosomal transport	1
lysosome localization	1
macromolecule depalmitoylation	1
macrophage apoptotic process	1
maintenance of apical/basal cell polarity	1
maintenance of cell polarity	1
maintenance of epithelial cell apical/basal polarity	1
maintenance of location in cell	1
maintenance of protein localization in endoplasmic reticulum	1
maintenance of protein localization in organelle	1
maintenance of protein location	1
maintenance of protein location in cell	1
male genitalia development	1
mammary gland duct morphogenesis	1
mammary gland morphogenesis	1
mast cell activation	1
mast cell activation involved in immune response	1
mast cell degranulation	1
mast cell mediated immunity	1
maturation of 5.8S rRNA	1
MDA-5 signaling pathway	1
mechanoreceptor differentiation	1
medium-chain fatty acid metabolic process	1
megakaryocyte development	1
meiotic spindle organization	1
melanin biosynthetic process	1
melanin metabolic process	1
melanocyte differentiation	1
membrane assembly	1
membrane biogenesis	1
membrane depolarization	1
membrane depolarization during action potential	1
membrane depolarization during cardiac muscle cell action potential	1
membrane disassembly	1
membrane fusion	1
membrane lipid biosynthetic process	1
membrane lipid metabolic process	1
membranous septum morphogenesis	1
mesenchymal cell apoptotic process	1
mesenchymal to epithelial transition	1
mesenchyme morphogenesis	1
mesodermal cell fate commitment	1
mesodermal cell fate specification	1
mesonephric tubule morphogenesis	1
metanephric glomerulus development	1
metanephric mesenchyme development	1
metanephric nephron development	1
metaphase/anaphase transition of cell cycle	1
metaphase/anaphase transition of mitotic cell cycle	1
microglial cell activation	1
microtubule anchoring	1
microtubule anchoring at microtubule organizing center	1
microtubule depolymerization	1
microtubule organizing center localization	1
microtubule organizing center organization	1
microtubule-based movement	1
microtubule-based transport	1
midbrain dopaminergic neuron differentiation	1
midgut development	1
miRNA mediated inhibition of translation	1
mismatch repair	1
mitochondrial calcium ion transmembrane transport	1
mitochondrial DNA metabolic process	1
mitochondrial DNA replication	1
mitochondrion disassembly	1
mitotic G1 DNA damage checkpoint	1
mitotic G1/S transition checkpoint	1
mitotic nuclear envelope disassembly	1
mitotic sister chromatid separation	1
mitotic spindle assembly checkpoint	1
mitotic spindle checkpoint	1
monosaccharide biosynthetic process	1
morphogenesis of an epithelial sheet	1
mRNA cis splicing, via spliceosome	1
mRNA methylation	1
mRNA modification	1
mRNA stabilization	1
mRNA transcription	1
mRNA transcription by RNA polymerase II	1
mucus secretion	1
multi-organism behavior	1
multi-organism cellular process	1
multicellular organismal movement	1
multicellular organismal response to stress	1
multicellular organismal water homeostasis	1
multivesicular body sorting pathway	1
muscle cell fate commitment	1
muscle fiber development	1
muscle organ morphogenesis	1
muscle tissue morphogenesis	1
musculoskeletal movement	1
MyD88-dependent toll-like receptor signaling pathway	1
myelination	1
myelination in peripheral nervous system	1
myeloid cell apoptotic process	1
myeloid cell development	1
myeloid leukocyte differentiation	1
myeloid leukocyte migration	1
myoblast differentiation	1
myofibril assembly	1
myotube cell development	1
myotube differentiation	1
NAD biosynthetic process	1
NAD metabolic process	1
nail development	1
ncRNA catabolic process	1
negative regulation of actin filament depolymerization	1
negative regulation of actin filament polymerization	1
negative regulation of amine transport	1
negative regulation of amino acid transport	1
negative regulation of anion transmembrane transport	1
negative regulation of anion transport	1
negative regulation of axon extension	1
negative regulation of axon extension involved in axon guidance	1
negative regulation of axon guidance	1
negative regulation of axonogenesis	1
negative regulation of B cell apoptotic process	1
negative regulation of blood circulation	1
negative regulation of blood coagulation	1
negative regulation of calcium ion transport into cytosol	1
negative regulation of calcium-mediated signaling	1
negative regulation of cAMP-mediated signaling	1
negative regulation of carbohydrate metabolic process	1
negative regulation of cardiac muscle cell differentiation	1
negative regulation of cardiac muscle tissue development	1
negative regulation of cardiocyte differentiation	1
negative regulation of cell adhesion mediated by integrin	1
negative regulation of cell cycle arrest	1
negative regulation of cell cycle G1/S phase transition	1
negative regulation of cell migration	1
negative regulation of cell morphogenesis involved in differentiation	1
negative regulation of cell motility	1
negative regulation of cell projection organization	1
negative regulation of cell-cell adhesion	1
negative regulation of cell-substrate adhesion	1
negative regulation of cellular carbohydrate metabolic process	1
negative regulation of cellular catabolic process	1
negative regulation of cellular response to growth factor stimulus	1
negative regulation of cellular response to transforming growth factor beta stimulus	1
negative regulation of centrosome cycle	1
negative regulation of centrosome duplication	1
negative regulation of chemotaxis	1
negative regulation of chromatin organization	1
negative regulation of chromosome separation	1
negative regulation of coagulation	1
negative regulation of cyclin-dependent protein kinase activity	1
negative regulation of cyclin-dependent protein serine/threonine kinase activity	1
negative regulation of cytokine production involved in inflammatory response	1
negative regulation of developmental growth	1
negative regulation of digestive system process	1
negative regulation of DNA repair	1
negative regulation of double-strand break repair	1
negative regulation of endopeptidase activity	1
negative regulation of epidermal cell differentiation	1
negative regulation of epidermis development	1
negative regulation of epithelial to mesenchymal transition	1
negative regulation of exocytosis	1
negative regulation of G-protein coupled receptor protein signaling pathway	1
negative regulation of G0 to G1 transition	1
negative regulation of G1/S transition of mitotic cell cycle	1
negative regulation of G2/M transition of mitotic cell cycle	1
negative regulation of gene silencing	1
negative regulation of gene silencing by miRNA	1
negative regulation of gene silencing by RNA	1
negative regulation of glial cell differentiation	1
negative regulation of glial cell proliferation	1
negative regulation of heart contraction	1
negative regulation of hemopoiesis	1
negative regulation of hemostasis	1
negative regulation of histone acetylation	1
negative regulation of histone modification	1
negative regulation of I-kappaB kinase/NF-kappaB signaling	1
negative regulation of immune effector process	1
negative regulation of immune response	1
negative regulation of interferon-gamma production	1
negative regulation of interleukin-1 beta production	1
negative regulation of interleukin-1 beta secretion	1
negative regulation of interleukin-1 production	1
negative regulation of interleukin-1 secretion	1
negative regulation of interleukin-6 production	1
negative regulation of interleukin-8 production	1
negative regulation of intracellular estrogen receptor signaling pathway	1
negative regulation of intracellular steroid hormone receptor signaling pathway	1
negative regulation of intracellular transport	1
negative regulation of kidney development	1
negative regulation of leukocyte apoptotic process	1
negative regulation of leukocyte cell-cell adhesion	1
negative regulation of leukocyte degranulation	1
negative regulation of leukocyte mediated immunity	1
negative regulation of lipase activity	1
negative regulation of lipid catabolic process	1
negative regulation of lipid metabolic process	1
negative regulation of lymphocyte apoptotic process	1
negative regulation of mast cell activation	1
negative regulation of mesenchymal cell apoptotic process	1
negative regulation of metaphase/anaphase transition of cell cycle	1
negative regulation of microtubule depolymerization	1
negative regulation of microtubule polymerization or depolymerization	1
negative regulation of mitotic metaphase/anaphase transition	1
negative regulation of mitotic sister chromatid separation	1
negative regulation of morphogenesis of an epithelium	1
negative regulation of mRNA catabolic process	1
negative regulation of mRNA metabolic process	1
negative regulation of muscle cell apoptotic process	1
negative regulation of muscle contraction	1
negative regulation of myeloid cell differentiation	1
negative regulation of myeloid leukocyte mediated immunity	1
negative regulation of myoblast differentiation	1
negative regulation of neuron apoptotic process	1
negative regulation of neuron projection development	1
negative regulation of nitric oxide biosynthetic process	1
negative regulation of nitric oxide metabolic process	1
negative regulation of organelle assembly	1
negative regulation of organic acid transport	1
negative regulation of peptidase activity	1
negative regulation of peptidyl-lysine acetylation	1
negative regulation of platelet activation	1
negative regulation of platelet-derived growth factor receptor signaling pathway	1
negative regulation of posttranscriptional gene silencing	1
negative regulation of potassium ion transmembrane transport	1
negative regulation of potassium ion transmembrane transporter activity	1
negative regulation of potassium ion transport	1
negative regulation of protein acetylation	1
negative regulation of protein catabolic process	1
negative regulation of protein complex assembly	1
negative regulation of protein modification by small protein conjugation or removal	1
negative regulation of protein polymerization	1
negative regulation of protein serine/threonine kinase activity	1
negative regulation of protein ubiquitination	1
negative regulation of proteolysis	1
negative regulation of reactive oxygen species biosynthetic process	1
negative regulation of reactive oxygen species metabolic process	1
negative regulation of regulated secretory pathway	1
negative regulation of release of sequestered calcium ion into cytosol	1
negative regulation of response to DNA damage stimulus	1
negative regulation of response to drug	1
negative regulation of response to wounding	1
negative regulation of RNA catabolic process	1
negative regulation of ryanodine-sensitive calcium-release channel activity	1
negative regulation of skeletal muscle tissue development	1
negative regulation of smooth muscle cell differentiation	1
negative regulation of smooth muscle cell proliferation	1
negative regulation of stem cell differentiation	1
negative regulation of striated muscle cell differentiation	1
negative regulation of striated muscle contraction	1
negative regulation of T cell activation	1
negative regulation of T cell proliferation	1
negative regulation of telomere maintenance	1
negative regulation of telomere maintenance via telomere lengthening	1
negative regulation of TOR signaling	1
negative regulation of transforming growth factor beta receptor signaling pathway	1
negative regulation of translation, ncRNA-mediated	1
negative regulation of translational initiation	1
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1
negative regulation of tumor necrosis factor production	1
negative regulation of tumor necrosis factor superfamily cytokine production	1
negative regulation of viral entry into host cell	1
negative regulation of wound healing	1
nephron epithelium development	1
nephron epithelium morphogenesis	1
nephron morphogenesis	1
nephron tubule development	1
nephron tubule formation	1
nephron tubule morphogenesis	1
neural retina development	1
neural tube patterning	1
neuroblast proliferation	1
neuroepithelial cell differentiation	1
neuromuscular junction development	1
neuron apoptotic process	1
neuron death in response to oxidative stress	1
neuron projection regeneration	1
neuropeptide signaling pathway	1
neutral lipid catabolic process	1
neutral lipid metabolic process	1
neutrophil chemotaxis	1
neutrophil migration	1
nitrogen cycle metabolic process	1
NLRP3 inflammasome complex assembly	1
non-recombinational repair	1
nose development	1
Notch signaling pathway	1
nuclear envelope disassembly	1
nuclear envelope organization	1
nuclear export	1
nucleoside bisphosphate biosynthetic process	1
nucleoside bisphosphate metabolic process	1
nucleoside diphosphate metabolic process	1
nucleoside diphosphate phosphorylation	1
nucleoside monophosphate catabolic process	1
nucleotide phosphorylation	1
nucleotide transport	1
nucleotide-excision repair, DNA duplex unwinding	1
nucleotide-excision repair, preincision complex assembly	1
olfactory bulb development	1
olfactory lobe development	1
oligodendrocyte development	1
organ growth	1
organ induction	1
organelle disassembly	1
organelle fusion	1
organelle inheritance	1
organelle membrane fusion	1
organelle transport along microtubule	1
organic cation transport	1
organic hydroxy compound catabolic process	1
organic hydroxy compound transport	1
otic vesicle development	1
ovulation cycle	1
ovulation cycle process	1
oxygen transport	1
p38MAPK cascade	1
pancreatic juice secretion	1
peptide cross-linking	1
peptidyl-glutamic acid modification	1
peptidyl-lysine trimethylation	1
peptidyl-proline modification	1
peripheral nervous system axon ensheathment	1
peripheral nervous system development	1
phagocytosis, recognition	1
phenol-containing compound biosynthetic process	1
phosphatidylinositol biosynthetic process	1
phosphatidylinositol dephosphorylation	1
phosphatidylinositol phosphorylation	1
phospholipase C-activating dopamine receptor signaling pathway	1
phospholipid biosynthetic process	1
phospholipid dephosphorylation	1
phosphorylated carbohydrate dephosphorylation	1
phosphorylation of RNA polymerase II C-terminal domain	1
pigment biosynthetic process	1
pigment cell differentiation	1
pigment metabolic process	1
placenta blood vessel development	1
planar cell polarity pathway involved in neural tube closure	1
plasma lipoprotein particle organization	1
plasma lipoprotein particle remodeling	1
plasma membrane organization	1
platelet degranulation	1
platelet formation	1
platelet morphogenesis	1
platelet-derived growth factor receptor signaling pathway	1
platelet-derived growth factor receptor-beta signaling pathway	1
polarized epithelial cell differentiation	1
polyol catabolic process	1
pons development	1
positive regulation of actin filament polymerization	1
positive regulation of apoptotic signaling pathway	1
positive regulation of ATP biosynthetic process	1
positive regulation of ATP metabolic process	1
positive regulation of ATPase activity	1
positive regulation of B cell activation	1
positive regulation of B cell proliferation	1
positive regulation of BMP signaling pathway	1
positive regulation of branching involved in ureteric bud morphogenesis	1
positive regulation of calcium ion transmembrane transport	1
positive regulation of calcium ion transmembrane transporter activity	1
positive regulation of calcium ion transport into cytosol	1
positive regulation of calcium-mediated signaling	1
positive regulation of cardiac muscle cell apoptotic process	1
positive regulation of cation channel activity	1
positive regulation of cation transmembrane transport	1
positive regulation of cell cycle arrest	1
positive regulation of cellular response to oxidative stress	1
positive regulation of cGMP biosynthetic process	1
positive regulation of chromatin organization	1
positive regulation of coenzyme metabolic process	1
positive regulation of cofactor metabolic process	1
positive regulation of collateral sprouting	1
positive regulation of cyclic nucleotide biosynthetic process	1
positive regulation of cyclin-dependent protein kinase activity	1
positive regulation of cyclin-dependent protein serine/threonine kinase activity	1
positive regulation of cysteine-type endopeptidase activity	1
positive regulation of cytokine biosynthetic process	1
positive regulation of cytokine production involved in inflammatory response	1
positive regulation of cytolysis	1
positive regulation of cytoskeleton organization	1
positive regulation of defense response to virus by host	1
positive regulation of DNA repair	1
positive regulation of DNA replication	1
positive regulation of DNA-templated transcription, initiation	1
positive regulation of endocytosis	1
positive regulation of endopeptidase activity	1
positive regulation of endothelial cell migration	1
positive regulation of endothelial cell proliferation	1
positive regulation of epidermis development	1
positive regulation of epithelial cell differentiation	1
positive regulation of epithelial to mesenchymal transition	1
positive regulation of ERAD pathway	1
positive regulation of ERK1 and ERK2 cascade	1
positive regulation of erythrocyte differentiation	1
positive regulation of execution phase of apoptosis	1
positive regulation of exocytosis	1
positive regulation of extrinsic apoptotic signaling pathway	1
positive regulation of fat cell differentiation	1
positive regulation of fibroblast migration	1
positive regulation of fibroblast proliferation	1
positive regulation of gastrulation	1
positive regulation of gene silencing by miRNA	1
positive regulation of glial cell differentiation	1
positive regulation of gliogenesis	1
positive regulation of gluconeogenesis	1
positive regulation of glucose import	1
positive regulation of glucose metabolic process	1
positive regulation of glucose transmembrane transport	1
positive regulation of glycolytic process	1
positive regulation of granulocyte chemotaxis	1
positive regulation of hair cycle	1
positive regulation of hair follicle development	1
positive regulation of inflammatory response	1
positive regulation of interleukin-2 production	1
positive regulation of interleukin-6 production	1
positive regulation of interleukin-8 production	1
positive regulation of interleukin-8 secretion	1
positive regulation of JUN kinase activity	1
positive regulation of kidney development	1
positive regulation of leukocyte cell-cell adhesion	1
positive regulation of leukocyte chemotaxis	1
positive regulation of leukocyte migration	1
positive regulation of lipase activity	1
positive regulation of lipid catabolic process	1
positive regulation of lipid kinase activity	1
positive regulation of lipid localization	1
positive regulation of lipid storage	1
positive regulation of macroautophagy	1
positive regulation of macrophage activation	1
positive regulation of mesonephros development	1
positive regulation of morphogenesis of an epithelium	1
positive regulation of multicellular organism growth	1
positive regulation of muscle cell apoptotic process	1
positive regulation of muscle organ development	1
positive regulation of muscle tissue development	1
positive regulation of neutrophil chemotaxis	1
positive regulation of neutrophil migration	1
positive regulation of NIK/NF-kappaB signaling	1
positive regulation of Notch signaling pathway	1
positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	1
positive regulation of nucleotide catabolic process	1
positive regulation of organ growth	1
positive regulation of ossification	1
positive regulation of osteoblast differentiation	1
positive regulation of oxidative stress-induced cell death	1
positive regulation of p38MAPK cascade	1
positive regulation of peptidase activity	1
positive regulation of peptidyl-threonine phosphorylation	1
positive regulation of peptidyl-tyrosine phosphorylation	1
positive regulation of phosphatidylinositol 3-kinase activity	1
positive regulation of phosphatidylinositol 3-kinase signaling	1
positive regulation of phospholipase activity	1
positive regulation of phospholipase C activity	1
positive regulation of phospholipid metabolic process	1
positive regulation of posttranscriptional gene silencing	1
positive regulation of potassium ion transport	1
positive regulation of protein import into nucleus, translocation	1
positive regulation of protein kinase B signaling	1
positive regulation of protein localization to chromosome, telomeric region	1
positive regulation of protein polymerization	1
positive regulation of receptor biosynthetic process	1
positive regulation of receptor-mediated endocytosis	1
positive regulation of release of sequestered calcium ion into cytosol	1
positive regulation of renal sodium excretion	1
positive regulation of reproductive process	1
positive regulation of response to biotic stimulus	1
positive regulation of response to DNA damage stimulus	1
positive regulation of response to endoplasmic reticulum stress	1
positive regulation of response to oxidative stress	1
positive regulation of response to wounding	1
positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	1
positive regulation of sequestering of calcium ion	1
positive regulation of signaling receptor activity	1
positive regulation of skeletal muscle tissue development	1
positive regulation of striated muscle cell apoptotic process	1
positive regulation of striated muscle tissue development	1
positive regulation of supramolecular fiber organization	1
positive regulation of synaptic transmission, GABAergic	1
positive regulation of synaptic transmission, glutamatergic	1
positive regulation of T cell activation	1
positive regulation of T cell proliferation	1
positive regulation of telomerase RNA localization to Cajal body	1
positive regulation of toll-like receptor signaling pathway	1
positive regulation of transcription initiation from RNA polymerase II promoter	1
positive regulation of transcription of Notch receptor target	1
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1
positive regulation of urine volume	1
positive regulation of viral genome replication	1
positive regulation of viral life cycle	1
positive regulation of viral transcription	1
positive regulation of wound healing	1
post-embryonic development	1
post-Golgi vesicle-mediated transport	1
potassium ion import	1
pre-miRNA processing	1
preassembly of GPI anchor in ER membrane	1
presynapse organization	1
primitive streak formation	1
production of molecular mediator of immune response	1
production of siRNA involved in RNA interference	1
progesterone metabolic process	1
prostaglandin metabolic process	1
prostanoid metabolic process	1
proteasome assembly	1
protein deacetylation	1
protein deneddylation	1
protein destabilization	1
protein folding in endoplasmic reticulum	1
protein hexamerization	1
protein homotrimerization	1
protein hydroxylation	1
protein insertion into mitochondrial membrane	1
protein K48-linked ubiquitination	1
protein K63-linked deubiquitination	1
protein kinase B signaling	1
protein localization to cell surface	1
protein localization to centrosome	1
protein localization to endoplasmic reticulum	1
protein localization to endosome	1
protein localization to microtubule organizing center	1
protein localization to nucleoplasm	1
protein localization to postsynaptic membrane	1
protein localization to synapse	1
protein monoubiquitination	1
protein N-linked glycosylation	1
protein O-linked glycosylation	1
protein palmitoylation	1
protein peptidyl-prolyl isomerization	1
protein retention in ER lumen	1
protein targeting to membrane	1
protein targeting to mitochondrion	1
protein transmembrane transport	1
protein trimerization	1
protein-containing complex remodeling	1
protein-lipid complex remodeling	1
protein-lipid complex subunit organization	1
purine nucleoside bisphosphate biosynthetic process	1
purine nucleoside bisphosphate metabolic process	1
purine nucleoside diphosphate metabolic process	1
purine nucleotide transport	1
purine ribonucleoside diphosphate metabolic process	1
purine ribonucleotide transport	1
purinergic receptor signaling pathway	1
pyrimidine deoxyribonucleotide metabolic process	1
pyrimidine nucleoside triphosphate biosynthetic process	1
pyrimidine nucleoside triphosphate metabolic process	1
pyrimidine nucleotide biosynthetic process	1
pyrimidine nucleotide metabolic process	1
pyrimidine-containing compound biosynthetic process	1
pyrimidine-containing compound catabolic process	1
pyruvate biosynthetic process	1
quaternary ammonium group transport	1
quinone biosynthetic process	1
Ras protein signal transduction	1
receptor biosynthetic process	1
receptor guanylyl cyclase signaling pathway	1
receptor internalization	1
regulation of actin cytoskeleton reorganization	1
regulation of actin filament depolymerization	1
regulation of actin filament-based movement	1
regulation of action potential	1
regulation of adaptive immune response	1
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1
regulation of alcohol biosynthetic process	1
regulation of amine transport	1
regulation of amino acid transport	1
regulation of animal organ formation	1
regulation of anion transmembrane transport	1
regulation of anion transport	1
regulation of ATP biosynthetic process	1
regulation of ATP metabolic process	1
regulation of ATPase activity	1
regulation of B cell apoptotic process	1
regulation of B cell differentiation	1
regulation of B cell mediated immunity	1
regulation of B cell proliferation	1
regulation of blood vessel diameter	1
regulation of BMP signaling pathway	1
regulation of branching involved in ureteric bud morphogenesis	1
regulation of calcium ion-dependent exocytosis	1
regulation of calcium-mediated signaling	1
regulation of cAMP-mediated signaling	1
regulation of carbohydrate biosynthetic process	1
regulation of carbohydrate catabolic process	1
regulation of cardiac muscle cell action potential	1
regulation of cardiac muscle cell apoptotic process	1
regulation of cardiac muscle cell contraction	1
regulation of cardiac muscle cell differentiation	1
regulation of cardiac muscle contraction by calcium ion signaling	1
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	1
regulation of cardiac muscle tissue development	1
regulation of cardioblast proliferation	1
regulation of cell adhesion mediated by integrin	1
regulation of cell cycle G1/S phase transition	1
regulation of cell proliferation involved in heart morphogenesis	1
regulation of cell-cell adhesion mediated by cadherin	1
regulation of cellular amine metabolic process	1
regulation of cellular amino acid metabolic process	1
regulation of cellular pH	1
regulation of centriole replication	1
regulation of centrosome cycle	1
regulation of centrosome duplication	1
regulation of cGMP biosynthetic process	1
regulation of cholesterol biosynthetic process	1
regulation of cholesterol metabolic process	1
regulation of chromosome separation	1
regulation of cilium assembly	1
regulation of coenzyme metabolic process	1
regulation of cofactor metabolic process	1
regulation of collateral sprouting	1
regulation of cyclic nucleotide biosynthetic process	1
regulation of cysteine-type endopeptidase activity	1
regulation of cytolysis	1
regulation of cytoplasmic translation	1
regulation of cytoplasmic transport	1
regulation of defense response to virus by host	1
regulation of developmental pigmentation	1
regulation of digestive system process	1
regulation of DNA methylation	1
regulation of DNA recombination	1
regulation of DNA replication	1
regulation of DNA-templated transcription in response to stress	1
regulation of DNA-templated transcription, initiation	1
regulation of double-strand break repair	1
regulation of early endosome to late endosome transport	1
regulation of endocytosis	1
regulation of endothelial cell migration	1
regulation of endothelial cell proliferation	1
regulation of epidermal cell differentiation	1
regulation of ERAD pathway	1
regulation of establishment of planar polarity involved in neural tube closure	1
regulation of establishment of protein localization to chromosome	1
regulation of establishment of protein localization to telomere	1
regulation of excretion	1
regulation of execution phase of apoptosis	1
regulation of extrinsic apoptotic signaling pathway	1
regulation of fatty acid biosynthetic process	1
regulation of fatty acid metabolic process	1
regulation of fibroblast migration	1
regulation of G0 to G1 transition	1
regulation of G1/S transition of mitotic cell cycle	1
regulation of generation of precursor metabolites and energy	1
regulation of glial cell differentiation	1
regulation of glial cell proliferation	1
regulation of glucokinase activity	1
regulation of gluconeogenesis	1
regulation of glucose import	1
regulation of glucose transmembrane transport	1
regulation of glycolytic process	1
regulation of Golgi organization	1
regulation of granulocyte chemotaxis	1
regulation of GTP binding	1
regulation of hair cycle	1
regulation of hair follicle development	1
regulation of heart morphogenesis	1
regulation of heart rate	1
regulation of heart rate by cardiac conduction	1
regulation of hexokinase activity	1
regulation of hippo signaling	1
regulation of histone acetylation	1
regulation of histone modification	1
regulation of immunoglobulin mediated immune response	1
regulation of immunoglobulin production	1
regulation of interferon-gamma production	1
regulation of interferon-gamma secretion	1
regulation of interleukin-1 beta production	1
regulation of interleukin-1 beta secretion	1
regulation of interleukin-1 production	1
regulation of interleukin-1 secretion	1
regulation of interleukin-12 production	1
regulation of interleukin-2 production	1
regulation of interleukin-6 biosynthetic process	1
regulation of intracellular estrogen receptor signaling pathway	1
regulation of intracellular steroid hormone receptor signaling pathway	1
regulation of isotype switching	1
regulation of JUN kinase activity	1
regulation of keratinocyte differentiation	1
regulation of kidney development	1
regulation of lamellipodium assembly	1
regulation of lamellipodium organization	1
regulation of leukocyte chemotaxis	1
regulation of leukocyte degranulation	1
regulation of leukocyte migration	1
regulation of lipid kinase activity	1
regulation of lipid localization	1
regulation of lipid storage	1
regulation of lymphocyte apoptotic process	1
regulation of lymphocyte differentiation	1
regulation of lymphocyte mediated immunity	1
regulation of macrophage apoptotic process	1
regulation of mammary gland epithelial cell proliferation	1
regulation of mast cell activation	1
regulation of mast cell activation involved in immune response	1
regulation of mast cell degranulation	1
regulation of megakaryocyte differentiation	1
regulation of membrane depolarization	1
regulation of mesenchymal cell apoptotic process	1
regulation of mesoderm development	1
regulation of mesoderm formation	1
regulation of mesonephros development	1
regulation of metaphase/anaphase transition of cell cycle	1
regulation of microtubule depolymerization	1
regulation of microtubule polymerization or depolymerization	1
regulation of mitochondrial membrane permeability involved in apoptotic process	1
regulation of mitochondrial membrane potential	1
regulation of mitotic metaphase/anaphase transition	1
regulation of mitotic sister chromatid separation	1
regulation of morphogenesis of a branching structure	1
regulation of multicellular organism growth	1
regulation of myeloid cell apoptotic process	1
regulation of myeloid leukocyte differentiation	1
regulation of myeloid leukocyte mediated immunity	1
regulation of myoblast differentiation	1
regulation of neural precursor cell proliferation	1
regulation of neuroblast proliferation	1
regulation of neuron apoptotic process	1
regulation of neuron migration	1
regulation of neuron projection regeneration	1
regulation of neuronal synaptic plasticity	1
regulation of neurotransmitter secretion	1
regulation of neurotransmitter transport	1
regulation of neutrophil chemotaxis	1
regulation of neutrophil migration	1
regulation of NIK/NF-kappaB signaling	1
regulation of NLRP3 inflammasome complex assembly	1
regulation of Notch signaling pathway	1
regulation of nuclear-transcribed mRNA poly(A) tail shortening	1
regulation of nucleotide catabolic process	1
regulation of organ growth	1
regulation of organic acid transport	1
regulation of osteoblast differentiation	1
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	1
regulation of oxidative stress-induced neuron death	1
regulation of p38MAPK cascade	1
regulation of peptidyl-lysine acetylation	1
regulation of peptidyl-threonine phosphorylation	1
regulation of pH	1
regulation of phosphatidylinositol 3-kinase activity	1
regulation of phospholipid metabolic process	1
regulation of phosphorylation of RNA polymerase II C-terminal domain	1
regulation of plasma lipoprotein particle levels	1
regulation of platelet activation	1
regulation of platelet-derived growth factor receptor signaling pathway	1
regulation of platelet-derived growth factor receptor-beta signaling pathway	1
regulation of potassium ion transmembrane transport	1
regulation of potassium ion transmembrane transporter activity	1
regulation of potassium ion transport	1
regulation of production of miRNAs involved in gene silencing by miRNA	1
regulation of production of molecular mediator of immune response	1
regulation of production of small RNA involved in gene silencing by RNA	1
regulation of protein acetylation	1
regulation of protein deubiquitination	1
regulation of protein import into nucleus, translocation	1
regulation of protein kinase B signaling	1
regulation of protein localization to chromosome, telomeric region	1
regulation of Ras protein signal transduction	1
regulation of receptor biosynthetic process	1
regulation of receptor-mediated endocytosis	1
